season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,endpoint,input_season,input_measure
2007-08,1610612742,DAL,Dallas Mavericks,0020701227,2008-04-16T00:00:00,DAL vs. NOH,W,48.0,119.4,122.0,110.0,110.1,9.4,11.9,0.538,3.0,16.2,0.4,0.696,0.542,0.077,0.494,0.555,91.1,90.0,75.0,91,0.555,1,1,1,1,129,207,1566,522,1608,122,1370,211,1292,491,62,1227,992,1729,809,teamgamelogs,2007-08,Advanced
2007-08,1610612765,DET,Detroit Pistons,0020701219,2008-04-16T00:00:00,DET @ CLE,W,48.0,98.9,100.0,87.0,89.2,11.9,10.8,0.656,2.1,17.1,0.358,0.621,0.495,0.119,0.416,0.462,85.0,83.5,69.58,84,0.574,1,1,1,1,129,1693,168,581,653,538,1112,482,2124,1291,541,2220,2216,2369,624,teamgamelogs,2007-08,Advanced
2007-08,1610612738,BOS,Boston Celtics,0020701221,2008-04-16T00:00:00,BOS vs. NJN,W,48.0,109.1,111.7,98.7,100.0,10.4,11.7,0.595,1.69,16.8,0.32,0.786,0.533,0.138,0.5,0.551,95.7,94.0,78.33,94,0.514,1,1,1,1,129,779,685,530,1134,998,1202,932,300,642,978,1124,1051,1011,1117,teamgamelogs,2007-08,Advanced
2007-08,1610612757,POR,Portland Trail Blazers,0020701229,2008-04-16T00:00:00,POR @ PHX,L,48.0,97.5,100.0,110.0,107.5,-12.6,-7.5,0.389,3.5,12.1,0.186,0.738,0.416,0.044,0.439,0.463,92.1,92.0,76.67,91,0.362,1,1231,1231,1231,129,1693,1345,1676,2371,58,2233,2307,753,2345,2,2015,2210,1373,2234,teamgamelogs,2007-08,Advanced
2007-08,1610612754,IND,Indiana Pacers,0020701220,2008-04-16T00:00:00,IND vs. NYK,W,48.0,116.6,120.0,105.2,110.8,11.5,9.2,0.682,1.58,19.5,0.311,0.661,0.514,0.173,0.569,0.634,115.1,110.5,92.08,110,0.584,1,1,1,1,129,295,1621,671,479,1178,531,1046,1725,952,1809,346,171,9,545,teamgamelogs,2007-08,Advanced
2007-08,1610612741,CHI,Chicago Bulls,0020701225,2008-04-16T00:00:00,CHI vs. TOR,W,48.0,109.7,109.2,97.5,99.0,12.2,10.2,0.667,1.53,18.6,0.395,0.731,0.579,0.173,0.488,0.56,98.5,98.0,81.67,98,0.611,1,1,1,1,129,974,667,621,543,1268,739,240,842,137,1817,1365,908,503,366,teamgamelogs,2007-08,Advanced
2007-08,1610612764,WAS,Washington Wizards,0020701218,2008-04-16T00:00:00,WAS @ ORL,L,48.0,99.1,98.8,118.3,119.8,-19.2,-21.0,0.556,1.54,17.4,0.262,0.615,0.457,0.155,0.5,0.508,85.4,85.0,70.83,84,0.406,1,1231,1231,1231,129,1836,2149,2265,1469,1230,1020,1696,2155,1974,1406,1124,1729,2307,1984,teamgamelogs,2007-08,Advanced
2007-08,1610612737,ATL,Atlanta Hawks,0020701222,2008-04-16T00:00:00,ATL @ MIA,L,48.0,104.5,108.8,117.0,122.8,-12.5,-14.0,0.541,1.54,16.1,0.283,0.692,0.5,0.143,0.494,0.545,95.7,91.5,76.25,91,0.482,1,1231,1231,1231,129,1006,2275,2048,1587,1230,1384,1422,1349,1177,1081,1282,1154,1463,1377,teamgamelogs,2007-08,Advanced
2007-08,1610612748,MIA,Miami Heat,0020701222,2008-04-16T00:00:00,MIA vs. ATL,W,48.0,117.0,122.8,104.5,108.8,12.5,14.0,0.682,3.75,22.1,0.308,0.717,0.5,0.087,0.554,0.573,95.7,91.5,76.25,92,0.518,1,1,1,1,129,185,1452,413,479,45,147,1094,1015,1177,112,450,717,1463,1084,teamgamelogs,2007-08,Advanced
2007-08,1610612759,SAS,San Antonio Spurs,0020701223,2008-04-16T00:00:00,SAS vs. UTA,W,48.0,123.2,119.8,84.8,88.9,38.5,30.9,0.61,1.92,20.7,0.161,0.686,0.488,0.143,0.652,0.678,91.4,90.5,75.42,91,0.696,1,1,1,1,129,305,161,45,1008,719,315,2392,1432,1487,1081,34,40,1643,69,teamgamelogs,2007-08,Advanced
2007-08,1610612756,PHX,Phoenix Suns,0020701229,2008-04-16T00:00:00,PHX vs. POR,W,48.0,110.0,107.5,97.5,100.0,12.6,7.5,0.778,2.15,21.2,0.262,0.814,0.584,0.14,0.513,0.569,92.1,92.0,76.67,93,0.638,1,1,1,1,129,1112,685,785,81,501,240,1696,154,114,1026,960,781,1373,227,teamgamelogs,2007-08,Advanced
2007-08,1610612761,TOR,Toronto Raptors,0020701225,2008-04-16T00:00:00,TOR @ CHI,L,48.0,97.5,99.0,109.7,109.2,-12.2,-10.2,0.538,1.62,15.9,0.269,0.605,0.421,0.133,0.467,0.498,98.5,98.0,81.67,98,0.389,1,1231,1231,1231,129,1791,1483,1840,1608,1107,1453,1609,2212,2322,835,1672,1863,503,2095,teamgamelogs,2007-08,Advanced
2007-08,1610612743,DEN,Denver Nuggets,0020701228,2008-04-16T00:00:00,DEN vs. MEM,W,48.0,103.4,106.2,94.8,99.1,8.5,7.1,0.614,1.93,17.9,0.236,0.823,0.547,0.124,0.5,0.55,116.6,112.5,93.75,113,0.55,1,1,1,1,129,1217,683,809,979,711,903,1968,120,434,654,1124,1077,7,840,teamgamelogs,2007-08,Advanced
2007-08,1610612755,PHI,Philadelphia 76ers,0020701217,2008-04-16T00:00:00,PHI @ CHA,L,48.0,120.9,122.5,128.4,130.7,-7.5,-8.2,0.556,3.13,18.5,0.423,0.676,0.528,0.09,0.526,0.539,89.9,88.5,73.75,89,0.432,1,1231,1231,1231,129,193,2417,1718,1469,109,751,125,1554,709,129,797,1272,1939,1778,teamgamelogs,2007-08,Advanced
2007-08,1610612744,GSW,Golden State Warriors,0020701230,2008-04-16T00:00:00,GSW vs. SEA,L,48.0,112.0,112.0,119.2,116.7,-7.2,-4.6,0.511,2.0,15.6,0.338,0.714,0.486,0.111,0.495,0.517,106.9,108.0,90.0,108,0.412,1,1231,1231,1231,129,745,1999,1467,1843,602,1523,737,1047,1506,395,1215,1602,23,1941,teamgamelogs,2007-08,Advanced
2007-08,1610612750,MIN,Minnesota Timberwolves,0020701224,2008-04-16T00:00:00,MIN vs. MIL,W,53.0,103.9,103.8,95.4,95.3,8.5,8.5,0.512,2.33,14.8,0.274,0.745,0.496,0.085,0.455,0.496,95.9,96.0,80.0,106,0.506,1,1,1,1,21,1414,418,717,1823,355,1752,1546,669,1287,104,1840,1885,747,1186,teamgamelogs,2007-08,Advanced
2007-08,1610612751,NJN,New Jersey Nets,0020701221,2008-04-16T00:00:00,NJN @ BOS,L,48.0,98.7,100.0,109.1,111.7,-10.4,-11.7,0.903,1.87,21.7,0.214,0.68,0.467,0.16,0.493,0.558,95.7,94.0,78.33,94,0.486,1,1231,1231,1231,129,1693,1678,1930,2,795,189,2153,1513,1811,1505,1317,938,1011,1344,teamgamelogs,2007-08,Advanced
2007-08,1610612753,ORL,Orlando Magic,0020701211,2008-04-15T00:00:00,ORL @ ATL,W,48.0,123.9,123.5,103.3,108.2,20.6,15.2,0.617,2.42,21.8,0.189,0.673,0.465,0.122,0.64,0.66,99.7,97.5,81.25,98,0.591,1,1,1,1,129,167,1406,361,961,310,175,2288,1589,1858,625,48,68,557,506,teamgamelogs,2007-08,Advanced
2007-08,1610612746,LAC,Los Angeles Clippers,0020701214,2008-04-15T00:00:00,LAC @ NOH,L,48.0,98.3,101.1,125.1,123.9,-26.8,-22.8,0.706,1.5,19.7,0.2,0.744,0.482,0.176,0.514,0.557,92.3,91.5,76.25,91,0.402,1,1231,1231,1231,129,1642,2306,2303,325,1278,489,2229,689,1577,1867,950,958,1463,2014,teamgamelogs,2007-08,Advanced
2007-08,1610612737,ATL,Atlanta Hawks,0020701211,2008-04-15T00:00:00,ATL vs. ORL,L,48.0,103.3,108.2,123.9,123.5,-20.6,-15.2,0.683,1.75,20.1,0.327,0.811,0.535,0.165,0.5,0.537,99.7,97.5,81.25,97,0.409,1,1231,1231,1231,129,1047,2294,2100,470,917,401,856,168,599,1631,1124,1296,557,1955,teamgamelogs,2007-08,Advanced
2007-08,1610612740,NOH,New Orleans Hornets,0020701214,2008-04-15T00:00:00,NOH vs. LAC,W,48.0,125.1,123.9,98.3,101.1,26.8,22.8,0.535,4.6,18.3,0.256,0.8,0.518,0.054,0.547,0.599,92.3,91.5,76.25,92,0.598,1,1,1,1,129,154,814,158,1640,13,803,1762,210,877,8,537,413,1463,446,teamgamelogs,2007-08,Advanced
2007-08,1610612765,DET,Detroit Pistons,0020701213,2008-04-15T00:00:00,DET vs. MIN,W,48.0,116.2,122.3,108.3,109.6,7.9,12.8,0.6,1.6,17.8,0.405,0.688,0.556,0.16,0.551,0.612,97.0,94.0,78.33,94,0.554,1,1,1,1,129,197,1516,470,1072,1127,924,193,1416,317,1505,498,305,1011,817,teamgamelogs,2007-08,Advanced
2007-08,1610612763,MEM,Memphis Grizzlies,0020701215,2008-04-15T00:00:00,MEM @ POR,L,48.0,99.8,101.1,126.2,125.6,-26.4,-24.4,0.629,1.83,16.8,0.357,0.733,0.525,0.133,0.452,0.473,90.4,90.0,75.0,90,0.387,1,1231,1231,1231,129,1633,2341,2335,851,838,1202,490,807,759,852,1872,2128,1729,2103,teamgamelogs,2007-08,Advanced
2007-08,1610612750,MIN,Minnesota Timberwolves,0020701213,2008-04-15T00:00:00,MIN @ DET,L,48.0,108.3,109.6,116.2,122.3,-7.9,-12.8,0.561,2.09,17.6,0.313,0.595,0.444,0.117,0.524,0.541,97.0,94.0,78.33,94,0.446,1,1231,1231,1231,129,937,2262,1991,1431,552,981,1030,2268,2128,504,840,1225,1011,1644,teamgamelogs,2007-08,Advanced
2007-08,1610612758,SAC,Sacramento Kings,0020701216,2008-04-15T00:00:00,SAC @ LAL,L,48.0,95.5,98.1,119.4,121.6,-24.0,-23.5,0.579,1.05,15.9,0.286,0.66,0.469,0.204,0.488,0.533,104.8,102.5,85.42,103,0.36,1,1231,1231,1231,129,1848,2229,2318,1265,2087,1443,1380,1755,1793,2221,1339,1367,161,2239,teamgamelogs,2007-08,Advanced
2007-08,1610612766,CHA,Charlotte Bobcats,0020701212,2008-04-15T00:00:00,CHA @ NJN,L,53.0,100.1,100.9,104.4,104.7,-4.3,-3.7,0.513,1.11,14.2,0.321,0.813,0.554,0.168,0.462,0.525,97.4,96.91,80.75,107,0.437,1,1231,1231,1231,21,1689,1125,1406,1813,1984,1879,921,155,334,1692,1754,1485,675,1728,teamgamelogs,2007-08,Advanced
2007-08,1610612747,LAL,Los Angeles Lakers,0020701216,2008-04-15T00:00:00,LAL vs. SAC,W,48.0,119.4,121.6,95.5,98.1,24.0,23.5,0.744,2.13,21.3,0.34,0.714,0.531,0.147,0.541,0.609,104.8,102.5,85.42,102,0.64,1,1,1,1,129,229,610,143,152,526,227,694,1047,666,1200,603,331,161,222,teamgamelogs,2007-08,Advanced
2007-08,1610612751,NJN,New Jersey Nets,0020701212,2008-04-15T00:00:00,NJN vs. CHA,W,53.0,104.4,104.7,100.1,100.9,4.3,3.7,0.865,2.0,21.8,0.188,0.679,0.446,0.15,0.506,0.57,97.4,96.91,80.75,107,0.563,1,1,1,1,21,1335,771,1055,7,602,183,2296,1530,2125,1267,1084,766,675,733,teamgamelogs,2007-08,Advanced
2007-08,1610612757,POR,Portland Trail Blazers,0020701215,2008-04-15T00:00:00,POR vs. MEM,W,48.0,126.2,125.6,99.8,101.1,26.4,24.4,0.756,3.44,23.3,0.267,0.643,0.475,0.1,0.586,0.617,90.4,90.0,75.0,90,0.613,1,1,1,1,129,118,820,126,134,63,63,1637,1956,1701,234,232,273,1729,358,teamgamelogs,2007-08,Advanced
2007-08,1610612756,PHX,Phoenix Suns,0020701209,2008-04-14T00:00:00,PHX vs. GSW,W,48.0,119.6,116.2,107.6,110.5,12.0,5.7,0.558,1.5,16.8,0.311,0.7,0.533,0.152,0.573,0.61,104.9,105.0,87.5,105,0.584,1,1,1,1,129,485,1594,909,1459,1278,1211,1046,1228,621,1338,319,325,75,546,teamgamelogs,2007-08,Advanced
2007-08,1610612759,SAS,San Antonio Spurs,0020701210,2008-04-14T00:00:00,SAS @ SAC,W,48.0,108.3,113.5,108.9,108.9,-0.6,4.6,0.59,1.77,19.2,0.25,0.7,0.487,0.146,0.56,0.599,91.6,89.5,74.58,89,0.516,1,1,1,1,129,647,1459,995,1171,899,584,1794,1228,1498,1179,408,409,1791,1112,teamgamelogs,2007-08,Advanced
2007-08,1610612764,WAS,Washington Wizards,0020701205,2008-04-14T00:00:00,WAS vs. IND,W,48.0,113.4,115.8,109.9,111.1,3.5,4.7,0.512,1.47,14.9,0.474,0.848,0.641,0.149,0.521,0.541,101.6,100.0,83.33,101,0.496,1,1,1,1,129,503,1640,986,1834,1352,1730,32,44,4,1238,876,1238,329,1265,teamgamelogs,2007-08,Advanced
2007-08,1610612748,MIA,Miami Heat,0020701203,2008-04-14T00:00:00,MIA @ TOR,L,48.0,83.7,88.2,109.0,108.3,-25.3,-20.1,0.633,1.12,15.8,0.353,0.69,0.505,0.2,0.426,0.448,86.6,84.5,70.42,85,0.33,1,1231,1231,1231,129,2318,1415,2245,827,1965,1469,536,1375,1118,2183,2143,2305,2335,2344,teamgamelogs,2007-08,Advanced
2007-08,1610612741,CHI,Chicago Bulls,0020701207,2008-04-14T00:00:00,CHI @ MIL,W,48.0,142.6,143.8,128.8,131.1,13.8,12.7,0.667,4.2,27.3,0.235,0.674,0.481,0.095,0.729,0.741,105.4,104.0,86.67,105,0.561,1,1,1,1,129,2,2422,471,543,24,4,1975,1575,1598,182,1,2,107,752,teamgamelogs,2007-08,Advanced
2007-08,1610612739,CLE,Cleveland Cavaliers,0020701204,2008-04-14T00:00:00,CLE @ PHI,W,48.0,100.8,101.1,99.7,100.0,1.1,1.1,0.432,0.89,13.2,0.333,0.681,0.511,0.2,0.513,0.534,90.2,90.0,75.0,90,0.489,1,1,1,1,129,1633,685,1190,2243,2275,2076,740,1498,1005,2183,960,1351,1729,1314,teamgamelogs,2007-08,Advanced
2007-08,1610612745,HOU,Houston Rockets,0020701208,2008-04-14T00:00:00,HOU @ UTA,L,48.0,106.9,103.2,115.7,114.1,-8.9,-10.9,0.643,1.64,15.1,0.182,0.66,0.429,0.118,0.471,0.559,90.3,92.5,77.08,93,0.45,1,1231,1231,1231,129,1458,1847,1882,732,1079,1657,2316,1755,2275,524,1612,922,1271,1617,teamgamelogs,2007-08,Advanced
2007-08,1610612755,PHI,Philadelphia 76ers,0020701204,2008-04-14T00:00:00,PHI vs. CLE,L,48.0,99.7,100.0,100.8,101.1,-1.1,-1.1,0.342,1.08,11.0,0.319,0.667,0.489,0.133,0.475,0.499,90.2,90.0,75.0,90,0.511,1,1231,1231,1231,129,1693,820,1271,2423,2013,2348,949,1637,1447,852,1551,1849,1729,1147,teamgamelogs,2007-08,Advanced
2007-08,1610612762,UTA,Utah Jazz,0020701208,2008-04-14T00:00:00,UTA vs. HOU,W,48.0,115.7,114.1,106.9,103.2,8.9,10.9,0.568,1.62,16.3,0.34,0.818,0.571,0.141,0.5,0.56,90.3,92.5,77.08,92,0.55,1,1,1,1,129,609,996,579,1369,1107,1330,694,136,175,1056,1124,905,1271,844,teamgamelogs,2007-08,Advanced
2007-08,1610612749,MIL,Milwaukee Bucks,0020701207,2008-04-14T00:00:00,MIL vs. CHI,L,48.0,128.8,131.1,142.6,143.8,-13.8,-12.7,0.66,2.36,22.0,0.326,0.765,0.519,0.136,0.626,0.656,105.4,104.0,86.67,103,0.439,1,1231,1231,1231,129,38,2459,1990,604,353,152,879,478,861,930,73,75,107,1709,teamgamelogs,2007-08,Advanced
2007-08,1610612738,BOS,Boston Celtics,0020701206,2008-04-14T00:00:00,BOS @ NYK,W,48.0,106.0,106.5,98.1,98.9,7.8,7.5,0.351,0.93,11.2,0.227,0.679,0.474,0.151,0.526,0.56,94.1,93.5,77.92,93,0.518,1,1,1,1,129,1200,654,787,2418,2235,2328,2041,1530,1713,1280,802,913,1087,1081,teamgamelogs,2007-08,Advanced
2007-08,1610612752,NYK,New York Knicks,0020701206,2008-04-14T00:00:00,NYK vs. BOS,L,48.0,98.1,98.9,106.0,106.5,-7.8,-7.5,0.676,1.64,17.2,0.321,0.773,0.526,0.149,0.459,0.496,94.1,93.5,77.92,94,0.482,1,1231,1231,1231,129,1801,1255,1674,498,1066,1090,921,409,741,1244,1792,1890,1087,1380,teamgamelogs,2007-08,Advanced
2007-08,1610612744,GSW,Golden State Warriors,0020701209,2008-04-14T00:00:00,GSW @ PHX,L,48.0,107.6,110.5,119.6,116.2,-12.0,-5.7,0.457,2.33,14.8,0.3,0.689,0.467,0.086,0.49,0.514,104.9,105.0,87.5,105,0.416,1,1231,1231,1231,129,865,1975,1551,2143,355,1752,1197,1398,1823,109,1322,1647,75,1915,teamgamelogs,2007-08,Advanced
2007-08,1610612754,IND,Indiana Pacers,0020701205,2008-04-14T00:00:00,IND @ WAS,L,48.0,109.9,111.1,113.4,115.8,-3.5,-4.7,0.784,2.42,21.5,0.152,0.526,0.359,0.121,0.557,0.591,101.6,100.0,83.33,99,0.504,1,1231,1231,1231,129,811,1957,1475,68,310,212,2416,2429,2457,594,431,507,329,1196,teamgamelogs,2007-08,Advanced
2007-08,1610612761,TOR,Toronto Raptors,0020701203,2008-04-14T00:00:00,TOR vs. MIA,W,48.0,109.0,108.3,83.7,88.2,25.3,20.1,0.771,2.25,22.0,0.31,0.647,0.495,0.143,0.507,0.545,86.6,84.5,70.42,84,0.67,1,1,1,1,129,1041,141,216,95,423,157,1070,1914,1339,1081,1054,1163,2335,117,teamgamelogs,2007-08,Advanced
2007-08,1610612758,SAC,Sacramento Kings,0020701210,2008-04-14T00:00:00,SAC vs. SAS,L,48.0,108.9,108.9,108.3,113.5,0.6,-4.6,0.474,1.38,15.3,0.3,0.75,0.513,0.144,0.513,0.563,91.6,89.5,74.58,90,0.484,1,1231,1231,1231,129,1000,1805,1466,2031,1486,1620,1197,605,963,1135,960,858,1791,1349,teamgamelogs,2007-08,Advanced
2007-08,1610612743,DEN,Denver Nuggets,0020701201,2008-04-13T00:00:00,DEN vs. HOU,W,48.0,107.6,109.9,90.1,92.2,17.5,17.7,0.61,1.79,18.1,0.24,0.667,0.478,0.139,0.524,0.565,103.8,101.5,84.58,101,0.649,1,1,1,1,129,911,283,277,1008,882,833,1913,1637,1658,1007,840,836,215,188,teamgamelogs,2007-08,Advanced
2007-08,1610612741,CHI,Chicago Bulls,0020701200,2008-04-13T00:00:00,CHI vs. ORL,L,48.0,88.1,92.3,113.1,111.8,-25.0,-19.5,0.688,1.22,17.1,0.314,0.718,0.489,0.198,0.438,0.475,93.7,92.0,76.67,91,0.345,1,1231,1231,1231,129,2169,1688,2226,435,1778,1124,1013,1005,1457,2160,2027,2107,1373,2293,teamgamelogs,2007-08,Advanced
2007-08,1610612739,CLE,Cleveland Cavaliers,0020701197,2008-04-13T00:00:00,CLE vs. MIA,W,48.0,98.1,97.7,90.8,90.5,7.3,7.2,0.714,1.54,16.3,0.353,0.884,0.596,0.151,0.419,0.479,84.7,85.0,70.83,86,0.595,1,1,1,1,129,1911,212,805,275,1230,1342,536,11,64,1306,2193,2063,2307,464,teamgamelogs,2007-08,Advanced
2007-08,1610612747,LAL,Los Angeles Lakers,0020701198,2008-04-13T00:00:00,LAL vs. SAS,W,48.0,117.2,117.8,94.9,94.4,22.2,23.3,0.634,2.0,19.8,0.341,0.8,0.585,0.144,0.561,0.592,90.0,90.0,75.0,90,0.631,1,1,1,1,129,401,379,146,814,602,445,677,210,108,1135,397,495,1729,262,teamgamelogs,2007-08,Advanced
2007-08,1610612748,MIA,Miami Heat,0020701197,2008-04-13T00:00:00,MIA @ CLE,L,48.0,90.8,90.5,98.1,97.7,-7.3,-7.2,0.615,1.33,15.2,0.116,0.647,0.404,0.143,0.455,0.502,84.7,85.0,70.83,84,0.405,1,1231,1231,1231,129,2247,549,1656,964,1574,1628,2449,1914,2395,1081,1840,1798,2307,1996,teamgamelogs,2007-08,Advanced
2007-08,1610612742,DAL,Dallas Mavericks,0020701202,2008-04-13T00:00:00,DAL @ SEA,L,48.0,100.7,102.2,102.1,107.6,-1.4,-5.5,0.639,2.56,17.6,0.315,0.714,0.518,0.097,0.444,0.488,95.7,92.5,77.08,93,0.464,1,1231,1231,1231,129,1560,1350,1529,761,234,981,997,1047,875,201,1959,1975,1271,1509,teamgamelogs,2007-08,Advanced
2007-08,1610612761,TOR,Toronto Raptors,0020701199,2008-04-13T00:00:00,TOR @ DET,L,48.0,90.1,94.4,103.9,103.4,-13.8,-9.0,0.722,2.17,20.5,0.271,0.714,0.478,0.135,0.452,0.476,90.4,88.5,73.75,89,0.477,1,1231,1231,1231,129,2084,1021,1783,234,489,342,1583,1047,1661,891,1872,2101,1939,1407,teamgamelogs,2007-08,Advanced
2007-08,1610612760,SEA,Seattle SuperSonics,0020701202,2008-04-13T00:00:00,SEA vs. DAL,W,48.0,102.1,107.6,100.7,102.2,1.4,5.5,0.556,3.33,15.7,0.286,0.685,0.482,0.065,0.409,0.481,95.7,92.5,77.08,92,0.536,1,1,1,1,129,1101,897,931,1469,77,1486,1380,1455,1585,24,2262,2042,1271,952,teamgamelogs,2007-08,Advanced
2007-08,1610612759,SAS,San Antonio Spurs,0020701198,2008-04-13T00:00:00,SAS @ LAL,L,48.0,94.9,94.4,117.2,117.8,-22.2,-23.3,0.606,2.22,16.7,0.2,0.659,0.415,0.1,0.449,0.475,90.0,90.0,75.0,90,0.369,1,1231,1231,1231,129,2081,2055,2315,1033,448,1216,2229,1768,2352,234,1902,2116,1729,2199,teamgamelogs,2007-08,Advanced
2007-08,1610612765,DET,Detroit Pistons,0020701199,2008-04-13T00:00:00,DET vs. TOR,W,48.0,103.9,103.4,90.1,94.4,13.8,9.0,0.368,1.0,12.3,0.286,0.729,0.522,0.159,0.506,0.538,90.4,88.5,73.75,88,0.523,1,1,1,1,129,1434,373,678,2400,2096,2211,1380,860,793,1493,1063,1289,1939,1053,teamgamelogs,2007-08,Advanced
