season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,endpoint,input_season,input_measure
2008-09,1610612756,PHX,Phoenix Suns,0020801229,2009-04-15T00:00:00,PHX vs. GSW,W,48.0,117.6,119.4,111.5,115.3,6.1,4.1,0.55,2.75,15.1,0.448,0.547,0.495,0.082,0.463,0.52,100.4,98.0,81.67,98,0.522,1,1,1,1,141,309,1913,1035,1363,160,1622,71,2398,1291,95,1785,1607,427,1072,teamgamelogs,2008-09,Advanced
2008-09,1610612766,CHA,Charlotte Bobcats,0020801226,2009-04-15T00:00:00,CHA @ ORL,L,48.0,83.0,84.9,111.8,112.6,-28.8,-27.8,0.625,1.15,13.5,0.217,0.72,0.479,0.151,0.368,0.44,87.8,86.5,72.08,86,0.34,1,1231,1231,1231,141,2389,1703,2393,693,1869,1984,2151,1012,1644,1296,2425,2378,2111,2338,teamgamelogs,2008-09,Advanced
2008-09,1610612742,DAL,Dallas Mavericks,0020801220,2009-04-15T00:00:00,DAL vs. HOU,W,48.0,105.1,104.4,89.4,92.3,15.7,12.1,0.649,2.18,19.5,0.19,0.78,0.511,0.121,0.519,0.556,92.1,91.0,75.83,91,0.569,1,1,1,1,141,1467,229,447,531,407,384,2302,326,1004,586,921,1048,1457,662,teamgamelogs,2008-09,Advanced
2008-09,1610612754,IND,Indiana Pacers,0020801221,2009-04-15T00:00:00,IND vs. MIL,W,48.0,115.9,112.7,104.2,106.9,11.7,5.8,0.692,1.5,18.8,0.333,0.678,0.529,0.176,0.549,0.604,101.4,101.5,84.58,102,0.561,1,1,1,1,141,747,1218,883,261,1223,533,751,1536,674,1859,553,407,161,735,teamgamelogs,2008-09,Advanced
2008-09,1610612741,CHI,Chicago Bulls,0020801218,2009-04-15T00:00:00,CHI vs. TOR,L,48.0,100.3,99.0,111.0,111.2,-10.6,-12.2,0.513,2.86,15.4,0.218,0.633,0.413,0.071,0.44,0.482,98.0,98.5,82.08,99,0.438,1,1231,1231,1231,141,1872,1580,2021,1693,131,1532,2146,2004,2340,41,2061,2114,373,1738,teamgamelogs,2008-09,Advanced
2008-09,1610612750,MIN,Minnesota Timberwolves,0020801224,2009-04-15T00:00:00,MIN vs. SAC,L,48.0,99.6,100.0,106.2,107.8,-6.6,-7.8,0.625,1.33,16.0,0.348,0.75,0.544,0.167,0.467,0.51,90.8,90.0,75.0,90,0.436,1,1231,1231,1231,141,1772,1281,1746,693,1519,1326,632,580,438,1656,1719,1768,1619,1758,teamgamelogs,2008-09,Advanced
2008-09,1610612739,CLE,Cleveland Cavaliers,0020801219,2009-04-15T00:00:00,CLE vs. PHI,L,53.0,111.9,113.4,115.7,114.4,-3.8,-1.0,0.565,1.44,18.7,0.378,0.605,0.482,0.186,0.573,0.583,87.9,87.85,73.21,97,0.447,1,1231,1231,1231,27,684,1843,1263,1220,1333,549,357,2206,1598,1998,315,659,1989,1667,teamgamelogs,2008-09,Advanced
2008-09,1610612755,PHI,Philadelphia 76ers,0020801219,2009-04-15T00:00:00,PHI @ CLE,W,53.0,115.7,114.4,111.9,113.4,3.8,1.0,0.474,1.13,14.0,0.395,0.622,0.518,0.165,0.549,0.61,87.9,87.85,73.21,97,0.553,1,1,1,1,27,618,1772,1198,1988,1918,1885,254,2094,857,1638,554,341,1989,794,teamgamelogs,2008-09,Advanced
2008-09,1610612761,TOR,Toronto Raptors,0020801218,2009-04-15T00:00:00,TOR @ CHI,W,48.0,111.0,111.2,100.3,99.0,10.6,12.2,0.614,2.08,18.9,0.367,0.782,0.587,0.133,0.5,0.538,98.0,98.5,82.08,98,0.562,1,1,1,1,141,876,586,440,785,499,511,443,311,120,846,1175,1321,373,723,teamgamelogs,2008-09,Advanced
2008-09,1610612743,DEN,Denver Nuggets,0020801230,2009-04-15T00:00:00,DEN @ POR,L,48.0,82.6,83.5,114.4,113.0,-31.8,-29.5,0.321,0.56,7.8,0.291,0.737,0.473,0.176,0.367,0.422,91.5,91.5,76.25,91,0.241,1,1231,1231,1231,141,2402,1743,2406,2437,2444,2457,1314,768,1751,1842,2426,2420,1367,2452,teamgamelogs,2008-09,Advanced
2008-09,1610612746,LAC,Los Angeles Clippers,0020801228,2009-04-15T00:00:00,LAC vs. OKC,L,48.0,82.4,82.5,121.1,121.2,-38.7,-38.6,0.457,0.73,12.8,0.149,0.689,0.413,0.214,0.469,0.493,103.6,103.5,86.25,103,0.238,1,1231,1231,1231,141,2417,2221,2451,2080,2394,2128,2406,1390,2342,2304,1697,1994,85,2453,teamgamelogs,2008-09,Advanced
2008-09,1610612748,MIA,Miami Heat,0020801223,2009-04-15T00:00:00,MIA vs. DET,W,53.0,110.4,110.9,105.9,105.5,4.5,5.4,0.513,1.33,15.5,0.375,0.679,0.538,0.163,0.536,0.552,82.9,82.87,69.06,92,0.549,1,1,1,1,27,902,1078,924,1693,1519,1499,377,1527,525,1591,723,1119,2385,830,teamgamelogs,2008-09,Advanced
2008-09,1610612744,GSW,Golden State Warriors,0020801229,2009-04-15T00:00:00,GSW @ PHX,L,48.0,111.5,115.3,117.6,119.4,-6.1,-4.1,0.465,1.25,14.3,0.453,0.552,0.505,0.163,0.489,0.536,100.4,98.0,81.67,98,0.478,1,1231,1231,1231,141,542,2149,1426,2043,1679,1803,61,2390,1169,1605,1373,1346,427,1389,teamgamelogs,2008-09,Advanced
2008-09,1610612757,POR,Portland Trail Blazers,0020801230,2009-04-15T00:00:00,POR vs. DEN,W,48.0,114.4,113.0,82.6,83.5,31.8,29.5,0.744,1.81,22.3,0.263,0.709,0.527,0.174,0.615,0.635,91.5,91.5,76.25,92,0.759,1,1,1,1,141,711,58,55,102,779,83,1682,1141,703,1804,87,149,1367,9,teamgamelogs,2008-09,Advanced
2008-09,1610612760,OKC,Oklahoma City Thunder,0020801228,2009-04-15T00:00:00,OKC @ LAC,W,48.0,121.1,121.2,82.4,82.5,38.7,38.6,0.75,2.77,23.5,0.311,0.851,0.587,0.125,0.562,0.611,103.6,103.5,86.25,104,0.762,1,1,1,1,141,240,44,10,85,159,39,1051,54,118,662,414,329,85,8,teamgamelogs,2008-09,Advanced
2008-09,1610612753,ORL,Orlando Magic,0020801226,2009-04-15T00:00:00,ORL vs. CHA,W,48.0,111.8,112.6,83.0,84.9,28.8,27.8,0.622,2.88,18.5,0.28,0.783,0.521,0.092,0.519,0.54,87.8,86.5,72.08,87,0.66,1,1,1,1,141,750,71,68,717,125,582,1437,300,810,171,950,1281,2111,123,teamgamelogs,2008-09,Advanced
2008-09,1610612763,MEM,Memphis Grizzlies,0020801222,2009-04-15T00:00:00,MEM vs. ATL,W,48.0,108.1,106.5,97.2,98.9,10.9,7.6,0.514,1.73,16.1,0.22,0.787,0.523,0.12,0.527,0.566,91.6,91.5,76.25,92,0.648,1,1,1,1,141,1275,554,731,1675,886,1298,2136,276,778,556,825,922,1367,157,teamgamelogs,2008-09,Advanced
2008-09,1610612762,UTA,Utah Jazz,0020801216,2009-04-14T00:00:00,UTA @ LAL,L,48.0,112.4,112.0,118.4,126.3,-6.1,-14.3,0.73,1.69,19.3,0.349,0.65,0.494,0.16,0.513,0.585,102.6,99.5,82.92,100,0.43,1,1231,1231,1231,141,812,2364,2101,128,958,421,623,1839,1366,1514,1006,638,279,1811,teamgamelogs,2008-09,Advanced
2008-09,1610612755,PHI,Philadelphia 76ers,0020801215,2009-04-14T00:00:00,PHI vs. BOS,L,48.0,106.5,110.1,113.0,113.6,-6.5,-3.5,0.553,1.91,16.8,0.34,0.643,0.483,0.124,0.482,0.527,90.2,88.5,73.75,89,0.481,1,1231,1231,1231,141,968,1790,1395,1333,648,1081,710,1909,1574,635,1485,1499,1853,1366,teamgamelogs,2008-09,Advanced
2008-09,1610612748,MIA,Miami Heat,0020801214,2009-04-14T00:00:00,MIA @ ATL,L,48.0,88.6,91.9,94.8,95.3,-6.2,-3.4,0.677,1.24,16.9,0.353,0.761,0.546,0.198,0.455,0.469,87.3,85.5,71.25,86,0.478,1,1231,1231,1231,141,2242,366,1389,349,1710,1035,585,474,417,2153,1860,2215,2215,1390,teamgamelogs,2008-09,Advanced
2008-09,1610612747,LAL,Los Angeles Lakers,0020801216,2009-04-14T00:00:00,LAL vs. UTA,W,48.0,118.4,126.3,112.4,112.0,6.1,14.3,0.813,2.44,25.7,0.35,0.651,0.506,0.162,0.605,0.647,102.6,99.5,82.92,99,0.57,1,1,1,1,141,97,1647,360,13,273,5,606,1830,1082,1567,124,98,279,650,teamgamelogs,2008-09,Advanced
2008-09,1610612737,ATL,Atlanta Hawks,0020801214,2009-04-14T00:00:00,ATL vs. MIA,W,48.0,94.8,95.3,88.6,91.9,6.2,3.4,0.6,1.5,15.8,0.239,0.647,0.454,0.141,0.451,0.491,87.3,85.5,71.25,85,0.522,1,1,1,1,141,2095,217,1072,871,1223,1396,1978,1866,2036,1047,1930,2015,2215,1071,teamgamelogs,2008-09,Advanced
2008-09,1610612738,BOS,Boston Celtics,0020801215,2009-04-14T00:00:00,BOS @ PHI,W,48.0,113.0,113.6,106.5,110.1,6.5,3.5,0.585,1.6,18.9,0.357,0.66,0.517,0.17,0.576,0.578,90.2,88.5,73.75,88,0.519,1,1,1,1,141,667,1484,1066,1024,1073,504,541,1736,877,1740,292,747,1853,1095,teamgamelogs,2008-09,Advanced
2008-09,1610612739,CLE,Cleveland Cavaliers,0020801202,2009-04-13T00:00:00,CLE @ IND,W,48.0,118.2,119.4,107.6,111.2,10.6,8.2,0.475,1.46,14.1,0.388,0.692,0.545,0.133,0.506,0.574,100.1,98.0,81.67,98,0.552,1,1,1,1,141,309,1580,682,1977,1305,1855,281,1344,435,846,1159,811,427,804,teamgamelogs,2008-09,Advanced
2008-09,1610612757,POR,Portland Trail Blazers,0020801212,2009-04-13T00:00:00,POR vs. OKC,W,48.0,117.4,120.2,88.9,87.4,28.5,32.8,0.467,1.91,16.2,0.333,0.827,0.598,0.117,0.545,0.581,94.8,94.5,78.75,94,0.636,1,1,1,1,141,278,104,28,2032,648,1272,751,100,81,512,589,695,849,205,teamgamelogs,2008-09,Advanced
2008-09,1610612751,NJN,New Jersey Nets,0020801205,2009-04-13T00:00:00,NJN vs. CHA,W,48.0,98.4,98.9,95.7,96.7,2.7,2.2,0.581,1.0,14.4,0.383,0.762,0.562,0.196,0.467,0.52,91.7,91.0,75.83,92,0.493,1,1,1,1,141,1901,439,1140,1073,2062,1791,318,460,261,2128,1719,1600,1457,1280,teamgamelogs,2008-09,Advanced
2008-09,1610612756,PHX,Phoenix Suns,0020801211,2009-04-13T00:00:00,PHX vs. MEM,W,48.0,118.7,119.0,104.6,111.1,14.1,7.9,0.568,1.56,17.9,0.356,0.7,0.518,0.16,0.574,0.612,102.7,99.5,82.92,100,0.553,1,1,1,1,141,329,1570,701,1177,1144,769,557,1242,866,1514,306,321,279,793,teamgamelogs,2008-09,Advanced
2008-09,1610612761,TOR,Toronto Raptors,0020801203,2009-04-13T00:00:00,TOR @ WAS,W,48.0,97.7,95.1,95.5,94.1,2.3,1.0,0.769,1.88,19.5,0.373,0.667,0.5,0.157,0.427,0.461,99.9,102.0,85.0,102,0.518,1,1,1,1,141,2102,308,1204,52,696,392,399,1623,1172,1437,2167,2262,131,1110,teamgamelogs,2008-09,Advanced
2008-09,1610612743,DEN,Denver Nuggets,0020801209,2009-04-13T00:00:00,DEN vs. SAC,W,48.0,119.4,125.5,99.4,104.3,20.0,21.3,0.692,2.7,19.9,0.314,0.714,0.51,0.106,0.535,0.585,98.7,94.0,78.33,94,0.594,1,1,1,1,141,113,974,174,261,178,318,1024,1066,1041,318,734,641,911,438,teamgamelogs,2008-09,Advanced
2008-09,1610612749,MIL,Milwaukee Bucks,0020801206,2009-04-13T00:00:00,MIL vs. ORL,W,48.0,105.5,105.4,84.9,87.0,20.6,18.4,0.714,2.08,19.5,0.271,0.692,0.513,0.129,0.494,0.539,93.5,92.5,77.08,93,0.673,1,1,1,1,141,1392,98,233,169,490,379,1562,1344,951,763,1314,1306,1161,87,teamgamelogs,2008-09,Advanced
2008-09,1610612750,MIN,Minnesota Timberwolves,0020801207,2009-04-13T00:00:00,MIN @ DAL,L,48.0,104.1,106.8,110.5,107.9,-6.4,-1.0,0.649,1.85,19.2,0.283,0.775,0.512,0.148,0.512,0.538,88.6,88.5,73.75,88,0.445,1,1231,1231,1231,141,1250,1290,1265,531,718,438,1408,361,977,1211,1044,1319,1853,1686,teamgamelogs,2008-09,Advanced
2008-09,1610612760,OKC,Oklahoma City Thunder,0020801212,2009-04-13T00:00:00,OKC @ POR,L,48.0,88.9,87.4,117.4,120.2,-28.5,-32.8,0.576,1.73,15.6,0.173,0.667,0.402,0.116,0.415,0.459,94.8,94.5,78.75,95,0.364,1,1231,1231,1231,141,2356,2181,2433,1102,886,1476,2361,1623,2380,493,2246,2273,849,2254,teamgamelogs,2008-09,Advanced
2008-09,1610612763,MEM,Memphis Grizzlies,0020801211,2009-04-13T00:00:00,MEM @ PHX,L,48.0,104.6,111.1,118.7,119.0,-14.1,-7.9,0.45,0.95,14.1,0.3,0.644,0.482,0.192,0.538,0.597,102.7,99.5,82.92,99,0.447,1,1231,1231,1231,141,882,2130,1760,2124,2174,1860,1187,1895,1591,2092,693,481,279,1668,teamgamelogs,2008-09,Advanced
2008-09,1610612759,SAS,San Antonio Spurs,0020801213,2009-04-13T00:00:00,SAS @ GSW,W,48.0,107.2,111.0,78.8,78.3,28.4,32.7,0.568,1.91,15.9,0.364,0.825,0.598,0.121,0.482,0.514,92.8,91.5,76.25,91,0.678,1,1,1,1,141,896,7,30,1187,648,1361,476,112,78,586,1475,1696,1367,79,teamgamelogs,2008-09,Advanced
2008-09,1610612746,LAC,Los Angeles Clippers,0020801210,2009-04-13T00:00:00,LAC @ UTA,L,48.0,88.6,94.4,115.0,117.8,-26.4,-23.3,0.743,1.73,20.2,0.275,0.652,0.454,0.167,0.469,0.483,94.0,90.0,75.0,90,0.379,1,1231,1231,1231,141,2130,2059,2333,104,876,282,1528,1817,2036,1656,1697,2096,1619,2199,teamgamelogs,2008-09,Advanced
2008-09,1610612765,DET,Detroit Pistons,0020801204,2009-04-13T00:00:00,DET vs. CHI,L,48.0,96.6,102.3,101.2,104.6,-4.6,-2.3,0.559,2.11,15.7,0.321,0.773,0.526,0.105,0.424,0.463,90.5,86.5,72.08,86,0.452,1,1231,1231,1231,141,1611,1014,1326,1268,446,1436,935,377,726,293,2193,2254,2111,1625,teamgamelogs,2008-09,Advanced
2008-09,1610612742,DAL,Dallas Mavericks,0020801207,2009-04-13T00:00:00,DAL vs. MIN,W,48.0,110.5,107.9,104.1,106.8,6.4,1.0,0.594,1.73,16.4,0.225,0.717,0.488,0.124,0.507,0.579,88.6,88.5,73.75,89,0.555,1,1,1,1,141,1171,1208,1196,962,886,1210,2089,1035,1479,635,1093,728,1853,775,teamgamelogs,2008-09,Advanced
2008-09,1610612753,ORL,Orlando Magic,0020801206,2009-04-13T00:00:00,ORL @ MIL,L,48.0,84.9,87.0,105.5,105.4,-20.6,-18.4,0.464,1.18,10.4,0.308,0.729,0.487,0.12,0.33,0.395,93.5,92.5,77.08,92,0.327,1,1231,1231,1231,141,2361,1063,2228,2048,1822,2384,1094,878,1510,556,2454,2447,1161,2374,teamgamelogs,2008-09,Advanced
2008-09,1610612766,CHA,Charlotte Bobcats,0020801205,2009-04-13T00:00:00,CHA @ NJN,L,48.0,95.7,96.7,98.4,98.9,-2.7,-2.2,0.515,1.21,14.5,0.238,0.617,0.438,0.156,0.452,0.512,91.7,91.0,75.83,90,0.507,1,1231,1231,1231,141,2017,556,1321,1649,1755,1750,1988,2136,2196,1403,1906,1726,1457,1181,teamgamelogs,2008-09,Advanced
2008-09,1610612745,HOU,Houston Rockets,0020801208,2009-04-13T00:00:00,HOU vs. NOH,W,48.0,105.2,106.2,78.2,81.5,27.0,24.7,0.618,1.62,18.3,0.325,0.667,0.521,0.16,0.493,0.539,83.1,81.0,67.5,81,0.72,1,1,1,1,141,1315,29,103,752,1043,647,903,1623,801,1525,1342,1304,2433,30,teamgamelogs,2008-09,Advanced
2008-09,1610612754,IND,Indiana Pacers,0020801202,2009-04-13T00:00:00,IND vs. CLE,L,48.0,107.6,111.2,118.2,119.4,-10.6,-8.2,0.436,1.21,13.1,0.308,0.612,0.455,0.143,0.494,0.549,100.1,98.0,81.67,98,0.448,1,1231,1231,1231,141,876,2149,1779,2186,1755,2083,1094,2176,2024,1086,1288,1168,427,1657,teamgamelogs,2008-09,Advanced
2008-09,1610612758,SAC,Sacramento Kings,0020801209,2009-04-13T00:00:00,SAC @ DEN,L,48.0,99.4,104.3,119.4,125.5,-20.0,-21.3,0.675,1.69,20.1,0.286,0.686,0.49,0.17,0.524,0.535,98.7,94.0,78.33,94,0.406,1,1231,1231,1231,141,1482,2347,2287,380,958,286,1359,1429,1416,1728,872,1370,911,2023,teamgamelogs,2008-09,Advanced
2008-09,1610612764,WAS,Washington Wizards,0020801203,2009-04-13T00:00:00,WAS vs. TOR,L,48.0,95.5,94.1,97.7,95.1,-2.3,-1.0,0.459,0.68,12.7,0.333,0.627,0.5,0.245,0.487,0.536,99.9,102.0,85.0,102,0.482,1,1231,1231,1231,141,2152,359,1257,2065,2417,2148,751,2059,1172,2425,1425,1356,131,1351,teamgamelogs,2008-09,Advanced
2008-09,1610612762,UTA,Utah Jazz,0020801210,2009-04-13T00:00:00,UTA vs. LAC,W,48.0,115.0,117.8,88.6,94.4,26.4,23.3,0.571,1.82,16.0,0.348,0.725,0.546,0.122,0.481,0.563,94.0,90.0,75.0,90,0.621,1,1,1,1,141,399,328,126,1131,761,1326,632,922,417,613,1517,952,1619,262,teamgamelogs,2008-09,Advanced
2008-09,1610612744,GSW,Golden State Warriors,0020801213,2009-04-13T00:00:00,GSW vs. SAS,L,48.0,78.8,78.3,107.2,111.0,-28.4,-32.7,0.393,1.1,9.7,0.175,0.636,0.402,0.109,0.354,0.398,92.8,91.5,76.25,92,0.322,1,1231,1231,1231,141,2454,1561,2431,2344,1956,2410,2349,1967,2383,359,2440,2445,1367,2382,teamgamelogs,2008-09,Advanced
2008-09,1610612741,CHI,Chicago Bulls,0020801204,2009-04-13T00:00:00,CHI @ DET,W,48.0,101.2,104.6,96.6,102.3,4.6,2.3,0.639,2.3,19.3,0.227,0.679,0.474,0.115,0.494,0.53,90.5,86.5,72.08,87,0.548,1,1,1,1,141,1440,843,1135,599,327,418,2072,1514,1727,481,1319,1456,2111,836,teamgamelogs,2008-09,Advanced
2008-09,1610612740,NOH,New Orleans Hornets,0020801208,2009-04-13T00:00:00,NOH @ HOU,L,48.0,78.2,81.5,105.2,106.2,-27.0,-24.7,0.536,1.36,13.3,0.333,0.675,0.479,0.136,0.37,0.386,83.1,81.0,67.5,81,0.28,1,1231,1231,1231,141,2432,1145,2358,1506,1471,2043,751,1550,1653,916,2422,2453,2433,2431,teamgamelogs,2008-09,Advanced
2008-09,1610612742,DAL,Dallas Mavericks,0020801196,2009-04-12T00:00:00,DAL @ NOH,L,48.0,108.6,109.5,118.5,122.9,-10.0,-13.4,0.568,3.5,17.4,0.333,0.879,0.548,0.071,0.46,0.496,85.4,83.5,69.58,84,0.431,1,1231,1231,1231,141,1028,2277,2071,1187,47,914,751,12,398,42,1815,1957,2341,1797,teamgamelogs,2008-09,Advanced
2008-09,1610612740,NOH,New Orleans Hornets,0020801196,2009-04-12T00:00:00,NOH vs. DAL,W,48.0,118.5,122.9,108.6,109.5,10.0,13.4,0.6,2.67,21.8,0.121,0.667,0.452,0.108,0.604,0.645,85.4,83.5,69.58,83,0.569,1,1,1,1,141,182,1430,390,871,186,108,2449,1623,2058,351,126,109,2341,663,teamgamelogs,2008-09,Advanced
2008-09,1610612758,SAC,Sacramento Kings,0020801200,2009-04-12T00:00:00,SAC vs. SAS,L,48.0,106.4,108.2,102.6,111.8,3.7,-3.5,0.559,2.11,16.1,0.313,0.574,0.451,0.106,0.469,0.52,89.5,85.0,70.83,85,0.518,1,1231,1231,1231,141,1144,1627,1396,1268,446,1298,1033,2328,2080,313,1690,1611,2263,1105,teamgamelogs,2008-09,Advanced
2008-09,1610612748,MIA,Miami Heat,0020801198,2009-04-12T00:00:00,MIA vs. NYK,W,48.0,130.8,131.2,112.9,114.1,17.9,17.1,0.422,1.58,15.7,0.297,0.736,0.556,0.129,0.656,0.684,93.1,92.5,77.08,93,0.588,1,1,1,1,141,36,1824,274,2241,1096,1436,1239,780,313,763,24,27,1161,494,teamgamelogs,2008-09,Advanced
2008-09,1610612755,PHI,Philadelphia 76ers,0020801199,2009-04-12T00:00:00,PHI @ TOR,L,48.0,109.5,109.5,119.5,116.8,-10.0,-7.4,0.529,0.95,13.3,0.453,0.711,0.56,0.2,0.446,0.531,93.9,95.0,79.17,95,0.408,1,1231,1231,1231,141,1032,2002,1695,1556,2174,2019,61,1132,273,2168,1996,1441,807,2007,teamgamelogs,2008-09,Advanced
2008-09,1610612747,LAL,Los Angeles Lakers,0020801201,2009-04-12T00:00:00,LAL vs. MEM,W,48.0,100.0,101.1,83.0,82.4,17.0,18.7,0.526,2.0,16.4,0.25,0.813,0.531,0.11,0.47,0.505,91.2,91.0,75.83,91,0.639,1,1,1,1,141,1708,41,224,1592,518,1202,1818,142,633,380,1673,1831,1457,198,teamgamelogs,2008-09,Advanced
2008-09,1610612738,BOS,Boston Celtics,0020801197,2009-04-12T00:00:00,BOS @ CLE,L,48.0,81.1,85.4,117.9,118.9,-36.8,-33.5,0.69,2.0,16.5,0.236,0.686,0.411,0.112,0.389,0.419,92.2,89.5,74.58,89,0.246,1,1231,1231,1231,141,2383,2122,2435,273,518,1159,2013,1438,2354,431,2379,2429,1679,2447,teamgamelogs,2008-09,Advanced
2008-09,1610612752,NYK,New York Knicks,0020801198,2009-04-12T00:00:00,NYK @ MIA,L,48.0,112.9,114.1,130.8,131.2,-17.9,-17.1,0.487,3.17,15.2,0.264,0.703,0.444,0.065,0.489,0.53,93.1,92.5,77.08,92,0.412,1,1231,1231,1231,141,630,2424,2187,1887,77,1582,1671,1212,2136,24,1384,1447,1161,1967,teamgamelogs,2008-09,Advanced
