season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,endpoint,input_season,input_measure
2009-10,1610612755,PHI,Philadelphia 76ers,0020900532,2010-01-09T00:00:00,PHI @ DET,W,48.0,18.0,11.0,10.0,34.0,25.0,19.0,9.0,46.0,1,1,1,1,145,838,1514,1646,1878,2250,2058,535,1592,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900537,2010-01-09T00:00:00,SAC vs. DEN,W,48.0,14.0,14.0,10.0,46.0,22.0,19.0,14.0,42.0,1,1,1,1,145,1478,930,1646,696,2021,2058,1253,1165,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900533,2010-01-09T00:00:00,MIN @ CHI,L,48.0,20.0,9.0,16.0,30.0,16.0,10.0,19.0,48.0,1,1231,1231,1231,145,562,1867,787,2172,1148,595,1868,1766,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900533,2010-01-09T00:00:00,CHI vs. MIN,W,48.0,16.0,10.0,19.0,48.0,20.0,9.0,16.0,30.0,1,1,1,1,145,1141,1696,501,536,1762,474,1523,197,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900536,2010-01-09T00:00:00,NYK @ HOU,L,48.0,11.0,16.0,4.0,38.0,20.0,17.0,18.0,44.0,1,1231,1231,1231,145,1965,645,2305,1521,1762,1817,1783,1372,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900536,2010-01-09T00:00:00,HOU vs. NYK,W,48.0,20.0,17.0,18.0,44.0,11.0,16.0,4.0,38.0,1,1,1,1,145,562,519,594,870,393,1685,83,768,teamgamelogs,2009-10,Misc
2009-10,1610612739,CLE,Cleveland Cavaliers,0020900528,2010-01-08T00:00:00,CLE @ DEN,L,48.0,15.0,19.0,6.0,42.0,23.0,8.0,7.0,44.0,1,1231,1231,1231,145,1314,300,2128,1090,2113,327,334,1372,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900526,2010-01-08T00:00:00,PHX vs. MIA,L,48.0,8.0,10.0,20.0,30.0,23.0,13.0,11.0,36.0,1,1231,1231,1231,145,2243,1696,417,2172,2113,1150,816,584,teamgamelogs,2009-10,Misc
2009-10,1610612740,NOH,New Orleans Hornets,0020900523,2010-01-08T00:00:00,NOH vs. NJN,W,48.0,28.0,20.0,21.0,44.0,14.0,22.0,9.0,36.0,1,1,1,1,145,69,226,350,870,811,2285,535,584,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900525,2010-01-08T00:00:00,DAL @ SAS,W,48.0,18.0,18.0,12.0,50.0,14.0,4.0,8.0,44.0,1,1,1,1,145,838,404,1344,413,811,45,410,1372,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900518,2010-01-08T00:00:00,PHI vs. TOR,L,48.0,16.0,12.0,34.0,40.0,14.0,11.0,16.0,48.0,1,1231,1231,1231,145,1141,1312,24,1297,811,766,1523,1766,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900521,2010-01-08T00:00:00,MEM vs. UTA,W,48.0,21.0,9.0,24.0,42.0,20.0,17.0,10.0,42.0,1,1,1,1,145,441,1867,200,1090,1762,1817,658,1165,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900529,2010-01-08T00:00:00,GSW vs. SAC,W,48.0,24.0,6.0,32.0,48.0,12.0,12.0,23.0,48.0,1,1,1,1,145,212,2222,33,536,497,948,2178,1766,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900526,2010-01-08T00:00:00,MIA @ PHX,W,48.0,23.0,13.0,11.0,36.0,8.0,10.0,20.0,30.0,1,1,1,1,145,270,1111,1509,1694,142,595,1961,197,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900520,2010-01-08T00:00:00,ATL vs. BOS,W,48.0,17.0,6.0,15.0,34.0,14.0,15.0,22.0,30.0,1,1,1,1,145,983,2222,939,1878,811,1532,2112,197,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900528,2010-01-08T00:00:00,DEN vs. CLE,W,48.0,23.0,8.0,7.0,44.0,15.0,19.0,6.0,42.0,1,1,1,1,145,270,1988,2052,870,984,2058,210,1165,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900524,2010-01-08T00:00:00,MIL vs. CHI,W,48.0,12.0,13.0,5.0,42.0,12.0,12.0,12.0,34.0,1,1,1,1,145,1817,1111,2252,1090,497,948,953,421,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900518,2010-01-08T00:00:00,TOR @ PHI,W,48.0,14.0,11.0,16.0,48.0,16.0,12.0,34.0,40.0,1,1,1,1,145,1478,1514,787,536,1148,948,2433,941,teamgamelogs,2009-10,Misc
2009-10,1610612753,ORL,Orlando Magic,0020900519,2010-01-08T00:00:00,ORL @ WAS,L,48.0,14.0,13.0,8.0,42.0,15.0,20.0,2.0,34.0,1,1231,1231,1231,145,1478,1111,1927,1090,984,2162,12,421,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900529,2010-01-08T00:00:00,SAC @ GSW,L,48.0,12.0,12.0,23.0,48.0,24.0,6.0,32.0,48.0,1,1231,1231,1231,145,1817,1312,238,536,2192,120,2422,1766,teamgamelogs,2009-10,Misc
2009-10,1610612738,BOS,Boston Celtics,0020900520,2010-01-08T00:00:00,BOS @ ATL,L,48.0,14.0,15.0,22.0,30.0,17.0,6.0,15.0,34.0,1,1231,1231,1231,145,1478,777,284,2172,1321,120,1400,421,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900521,2010-01-08T00:00:00,UTA @ MEM,L,48.0,20.0,17.0,10.0,42.0,21.0,9.0,24.0,42.0,1,1231,1231,1231,145,562,519,1646,1090,1900,474,2224,1165,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900522,2010-01-08T00:00:00,IND @ MIN,L,48.0,23.0,6.0,13.0,42.0,14.0,18.0,22.0,42.0,1,1231,1231,1231,145,270,2222,1209,1090,811,1943,2112,1165,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900524,2010-01-08T00:00:00,CHI @ MIL,L,48.0,12.0,12.0,12.0,34.0,12.0,13.0,5.0,42.0,1,1231,1231,1231,145,1817,1312,1344,1878,497,1150,157,1165,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900522,2010-01-08T00:00:00,MIN vs. IND,W,48.0,14.0,18.0,22.0,42.0,23.0,6.0,13.0,42.0,1,1,1,1,145,1478,404,284,1090,2113,120,1118,1165,teamgamelogs,2009-10,Misc
2009-10,1610612757,POR,Portland Trail Blazers,0020900527,2010-01-08T00:00:00,POR vs. LAL,W,48.0,11.0,7.0,10.0,26.0,6.0,30.0,2.0,38.0,1,1,1,1,145,1965,2135,1646,2330,50,2451,12,768,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900527,2010-01-08T00:00:00,LAL @ POR,L,48.0,6.0,30.0,2.0,38.0,11.0,7.0,10.0,26.0,1,1231,1231,1231,145,2367,6,2411,1521,393,240,658,68,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900519,2010-01-08T00:00:00,WAS vs. ORL,W,48.0,15.0,20.0,2.0,34.0,14.0,13.0,8.0,42.0,1,1,1,1,145,1314,226,2411,1878,811,1150,410,1165,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900523,2010-01-08T00:00:00,NJN @ NOH,L,48.0,14.0,22.0,9.0,36.0,28.0,20.0,21.0,44.0,1,1231,1231,1231,145,1478,125,1804,1694,2368,2162,2045,1372,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900525,2010-01-08T00:00:00,SAS vs. DAL,L,48.0,14.0,4.0,8.0,44.0,18.0,18.0,12.0,50.0,1,1231,1231,1231,145,1478,2378,1927,870,1479,1943,953,1926,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900517,2010-01-07T00:00:00,CHA @ NYK,L,48.0,18.0,13.0,9.0,30.0,9.0,6.0,12.0,44.0,1,1231,1231,1231,145,838,1111,1804,2172,219,120,953,1372,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900517,2010-01-07T00:00:00,NYK vs. CHA,W,48.0,9.0,6.0,12.0,44.0,18.0,13.0,9.0,30.0,1,1,1,1,145,2159,2222,1344,870,1479,1150,535,197,teamgamelogs,2009-10,Misc
2009-10,1610612740,NOH,New Orleans Hornets,0020900512,2010-01-06T00:00:00,NOH @ OKC,W,48.0,10.0,8.0,0.0,38.0,12.0,19.0,15.0,50.0,1,1,1,1,145,2069,1988,2454,1521,497,2058,1400,1926,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900508,2010-01-06T00:00:00,WAS @ CLE,L,48.0,18.0,6.0,10.0,30.0,16.0,10.0,19.0,50.0,1,1231,1231,1231,145,838,2222,1646,2172,1148,595,1868,1926,teamgamelogs,2009-10,Misc
2009-10,1610612739,CLE,Cleveland Cavaliers,0020900508,2010-01-06T00:00:00,CLE vs. WAS,W,48.0,16.0,10.0,19.0,50.0,18.0,6.0,10.0,30.0,1,1,1,1,145,1141,1696,501,413,1479,120,658,197,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900510,2010-01-06T00:00:00,MIA vs. BOS,L,53.0,26.0,16.0,10.0,36.0,4.0,6.0,15.0,54.0,1,1231,1231,1231,19,126,645,1646,1694,15,120,1400,2161,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900511,2010-01-06T00:00:00,MIN vs. GSW,L,48.0,14.0,14.0,12.0,46.0,26.0,15.0,29.0,54.0,1,1231,1231,1231,145,1478,930,1344,696,2303,1532,2373,2161,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900516,2010-01-06T00:00:00,LAL @ LAC,L,48.0,20.0,7.0,15.0,34.0,15.0,15.0,26.0,54.0,1,1231,1231,1231,145,562,2135,939,1878,984,1532,2288,2161,teamgamelogs,2009-10,Misc
2009-10,1610612746,LAC,Los Angeles Clippers,0020900516,2010-01-06T00:00:00,LAC vs. LAL,W,48.0,15.0,15.0,26.0,54.0,20.0,7.0,15.0,34.0,1,1,1,1,145,1314,777,144,221,1762,240,1400,421,teamgamelogs,2009-10,Misc
2009-10,1610612753,ORL,Orlando Magic,0020900509,2010-01-06T00:00:00,ORL vs. TOR,L,48.0,21.0,12.0,6.0,36.0,17.0,3.0,6.0,32.0,1,1231,1231,1231,145,441,1312,2128,1694,1321,33,210,290,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900507,2010-01-06T00:00:00,ATL vs. NJN,W,48.0,27.0,13.0,27.0,34.0,18.0,9.0,10.0,34.0,1,1,1,1,145,94,1111,112,1878,1479,474,658,421,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900514,2010-01-06T00:00:00,PHX vs. HOU,W,48.0,14.0,4.0,18.0,38.0,25.0,22.0,6.0,34.0,1,1,1,1,145,1478,2378,594,1521,2250,2285,210,421,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900507,2010-01-06T00:00:00,NJN @ ATL,L,48.0,18.0,9.0,10.0,34.0,27.0,13.0,27.0,34.0,1,1231,1231,1231,145,838,1867,1646,1878,2336,1150,2318,421,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900514,2010-01-06T00:00:00,HOU @ PHX,L,48.0,25.0,22.0,6.0,34.0,14.0,4.0,18.0,38.0,1,1231,1231,1231,145,159,125,2128,1878,811,45,1783,768,teamgamelogs,2009-10,Misc
2009-10,1610612760,OKC,Oklahoma City Thunder,0020900512,2010-01-06T00:00:00,OKC vs. NOH,L,48.0,12.0,19.0,15.0,50.0,10.0,8.0,0.0,38.0,1,1231,1231,1231,145,1817,300,939,413,303,327,1,768,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900513,2010-01-06T00:00:00,SAS vs. DET,W,48.0,22.0,17.0,24.0,46.0,18.0,28.0,15.0,46.0,1,1,1,1,145,349,519,200,696,1479,2441,1400,1592,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900511,2010-01-06T00:00:00,GSW @ MIN,W,48.0,26.0,15.0,29.0,54.0,14.0,14.0,12.0,46.0,1,1,1,1,145,126,777,72,221,811,1351,953,1592,teamgamelogs,2009-10,Misc
2009-10,1610612765,DET,Detroit Pistons,0020900513,2010-01-06T00:00:00,DET @ SAS,L,48.0,18.0,28.0,15.0,46.0,22.0,17.0,24.0,46.0,1,1231,1231,1231,145,838,15,939,696,2021,1817,2224,1592,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900509,2010-01-06T00:00:00,TOR @ ORL,W,48.0,17.0,3.0,6.0,32.0,21.0,12.0,6.0,36.0,1,1,1,1,145,983,2417,2128,2041,1900,948,210,584,teamgamelogs,2009-10,Misc
2009-10,1610612738,BOS,Boston Celtics,0020900510,2010-01-06T00:00:00,BOS @ MIA,W,53.0,4.0,6.0,15.0,54.0,26.0,16.0,10.0,36.0,1,1,1,1,19,2430,2222,939,221,2303,1685,658,584,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900515,2010-01-06T00:00:00,UTA vs. MEM,W,48.0,26.0,8.0,16.0,50.0,7.0,15.0,19.0,50.0,1,1,1,1,145,126,1988,787,413,95,1532,1868,1926,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900515,2010-01-06T00:00:00,MEM @ UTA,L,48.0,7.0,15.0,19.0,50.0,26.0,8.0,16.0,50.0,1,1231,1231,1231,145,2320,777,501,413,2303,327,1523,1926,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900501,2010-01-05T00:00:00,MIL @ NJN,W,48.0,22.0,17.0,15.0,44.0,9.0,4.0,6.0,16.0,1,1,1,1,145,349,519,939,870,219,45,210,2,teamgamelogs,2009-10,Misc
2009-10,1610612753,ORL,Orlando Magic,0020900499,2010-01-05T00:00:00,ORL @ IND,L,48.0,14.0,10.0,17.0,38.0,20.0,12.0,10.0,28.0,1,1231,1231,1231,145,1478,1696,679,1521,1762,948,658,132,teamgamelogs,2009-10,Misc
2009-10,1610612765,DET,Detroit Pistons,0020900502,2010-01-05T00:00:00,DET @ DAL,L,48.0,9.0,15.0,11.0,44.0,21.0,8.0,19.0,34.0,1,1231,1231,1231,145,2159,777,1509,870,1900,327,1868,421,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900501,2010-01-05T00:00:00,NJN vs. MIL,L,48.0,9.0,4.0,6.0,16.0,22.0,17.0,15.0,44.0,1,1231,1231,1231,145,2159,2378,2128,2454,2021,1817,1400,1372,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900500,2010-01-05T00:00:00,PHI vs. WAS,L,48.0,21.0,16.0,14.0,36.0,29.0,8.0,23.0,46.0,1,1231,1231,1231,145,441,645,1062,1694,2393,327,2178,1592,teamgamelogs,2009-10,Misc
2009-10,1610612763,MEM,Memphis Grizzlies,0020900504,2010-01-05T00:00:00,MEM @ POR,W,48.0,15.0,27.0,14.0,54.0,17.0,15.0,10.0,46.0,1,1,1,1,145,1314,21,1062,221,1321,1532,658,1592,teamgamelogs,2009-10,Misc
2009-10,1610612757,POR,Portland Trail Blazers,0020900504,2010-01-05T00:00:00,POR vs. MEM,L,48.0,17.0,15.0,10.0,46.0,15.0,27.0,14.0,54.0,1,1231,1231,1231,145,983,777,1646,696,984,2425,1253,2161,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900502,2010-01-05T00:00:00,DAL vs. DET,W,48.0,21.0,8.0,19.0,34.0,9.0,15.0,11.0,44.0,1,1,1,1,145,441,1988,501,1878,219,1532,816,1372,teamgamelogs,2009-10,Misc
2009-10,1610612744,GSW,Golden State Warriors,0020900503,2010-01-05T00:00:00,GSW @ DEN,L,48.0,28.0,14.0,24.0,44.0,22.0,25.0,12.0,50.0,1,1231,1231,1231,145,69,930,200,870,2021,2395,953,1926,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900503,2010-01-05T00:00:00,DEN vs. GSW,W,48.0,22.0,25.0,12.0,50.0,28.0,14.0,24.0,44.0,1,1,1,1,145,349,51,1344,413,2368,1351,2224,1372,teamgamelogs,2009-10,Misc
2009-10,1610612745,HOU,Houston Rockets,0020900506,2010-01-05T00:00:00,HOU @ LAL,L,48.0,18.0,8.0,15.0,36.0,18.0,14.0,7.0,48.0,1,1231,1231,1231,145,838,1988,939,1694,1479,1351,334,1766,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900498,2010-01-05T00:00:00,CHI @ CHA,L,48.0,14.0,5.0,6.0,52.0,15.0,0.0,21.0,48.0,1,1231,1231,1231,145,1478,2342,2128,301,984,1,2045,1766,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900505,2010-01-05T00:00:00,PHX @ SAC,W,48.0,13.0,14.0,27.0,40.0,23.0,16.0,23.0,54.0,1,1,1,1,145,1651,930,112,1297,2113,1685,2178,2161,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900506,2010-01-05T00:00:00,LAL vs. HOU,W,48.0,18.0,14.0,7.0,48.0,18.0,8.0,15.0,36.0,1,1,1,1,145,838,930,2052,536,1479,327,1400,584,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900498,2010-01-05T00:00:00,CHA vs. CHI,W,48.0,15.0,0.0,21.0,48.0,14.0,5.0,6.0,52.0,1,1,1,1,145,1314,2450,350,536,811,84,210,2049,teamgamelogs,2009-10,Misc
2009-10,1610612764,WAS,Washington Wizards,0020900500,2010-01-05T00:00:00,WAS @ PHI,W,48.0,29.0,8.0,23.0,46.0,21.0,16.0,14.0,36.0,1,1,1,1,145,50,1988,238,696,1900,1685,1253,584,teamgamelogs,2009-10,Misc
2009-10,1610612758,SAC,Sacramento Kings,0020900505,2010-01-05T00:00:00,SAC vs. PHX,L,48.0,23.0,16.0,23.0,54.0,13.0,14.0,27.0,40.0,1,1231,1231,1231,145,270,645,238,221,645,1351,2318,941,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900499,2010-01-05T00:00:00,IND vs. ORL,W,48.0,20.0,12.0,10.0,28.0,14.0,10.0,17.0,38.0,1,1,1,1,145,562,1312,1646,2265,811,595,1675,768,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900495,2010-01-04T00:00:00,CHI vs. OKC,L,48.0,15.0,22.0,16.0,52.0,16.0,18.0,13.0,36.0,1,1231,1231,1231,145,1314,125,787,301,1148,1943,1118,584,teamgamelogs,2009-10,Misc
2009-10,1610612760,OKC,Oklahoma City Thunder,0020900495,2010-01-04T00:00:00,OKC @ CHI,W,48.0,16.0,18.0,13.0,36.0,15.0,22.0,16.0,52.0,1,1,1,1,145,1141,404,1209,1694,984,2285,1523,2049,teamgamelogs,2009-10,Misc
2009-10,1610612748,MIA,Miami Heat,0020900494,2010-01-04T00:00:00,MIA vs. ATL,W,48.0,8.0,15.0,3.0,40.0,7.0,11.0,4.0,32.0,1,1,1,1,145,2243,777,2379,1297,95,766,83,290,teamgamelogs,2009-10,Misc
2009-10,1610612762,UTA,Utah Jazz,0020900496,2010-01-04T00:00:00,UTA vs. NOH,L,48.0,19.0,19.0,9.0,28.0,23.0,19.0,17.0,32.0,1,1231,1231,1231,145,700,300,1804,2265,2113,2058,1675,290,teamgamelogs,2009-10,Misc
2009-10,1610612757,POR,Portland Trail Blazers,0020900497,2010-01-04T00:00:00,POR @ LAC,L,48.0,20.0,5.0,10.0,32.0,9.0,14.0,12.0,44.0,1,1231,1231,1231,145,562,2342,1646,2041,219,1351,953,1372,teamgamelogs,2009-10,Misc
2009-10,1610612746,LAC,Los Angeles Clippers,0020900497,2010-01-04T00:00:00,LAC vs. POR,W,48.0,9.0,14.0,12.0,44.0,20.0,5.0,10.0,32.0,1,1,1,1,145,2159,930,1344,870,1762,84,658,290,teamgamelogs,2009-10,Misc
2009-10,1610612737,ATL,Atlanta Hawks,0020900494,2010-01-04T00:00:00,ATL @ MIA,L,48.0,7.0,11.0,4.0,32.0,8.0,15.0,3.0,40.0,1,1231,1231,1231,145,2320,1514,2305,2041,142,1532,51,941,teamgamelogs,2009-10,Misc
2009-10,1610612740,NOH,New Orleans Hornets,0020900496,2010-01-04T00:00:00,NOH @ UTA,W,48.0,23.0,19.0,17.0,32.0,19.0,19.0,9.0,28.0,1,1,1,1,145,270,300,679,2041,1624,2058,535,132,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900490,2010-01-03T00:00:00,IND @ NYK,L,48.0,8.0,13.0,4.0,32.0,25.0,24.0,12.0,46.0,1,1231,1231,1231,145,2243,1111,2305,2041,2250,2371,953,1592,teamgamelogs,2009-10,Misc
2009-10,1610612742,DAL,Dallas Mavericks,0020900493,2010-01-03T00:00:00,DAL @ LAL,L,48.0,12.0,13.0,16.0,36.0,18.0,6.0,15.0,52.0,1,1231,1231,1231,145,1817,1111,787,1694,1479,120,1400,2049,teamgamelogs,2009-10,Misc
2009-10,1610612755,PHI,Philadelphia 76ers,0020900492,2010-01-03T00:00:00,PHI @ DEN,W,48.0,24.0,9.0,20.0,40.0,9.0,8.0,11.0,60.0,1,1,1,1,145,212,1867,417,1297,219,327,816,2350,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900491,2010-01-03T00:00:00,TOR vs. SAS,W,48.0,9.0,5.0,22.0,46.0,13.0,14.0,9.0,34.0,1,1,1,1,145,2159,2342,284,696,645,1351,535,421,teamgamelogs,2009-10,Misc
2009-10,1610612739,CLE,Cleveland Cavaliers,0020900489,2010-01-03T00:00:00,CLE vs. CHA,L,48.0,13.0,9.0,11.0,38.0,16.0,9.0,13.0,40.0,1,1231,1231,1231,145,1651,1867,1509,1521,1148,474,1118,941,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900489,2010-01-03T00:00:00,CHA @ CLE,W,48.0,16.0,9.0,13.0,40.0,13.0,9.0,11.0,38.0,1,1,1,1,145,1141,1867,1209,1297,645,474,816,768,teamgamelogs,2009-10,Misc
2009-10,1610612747,LAL,Los Angeles Lakers,0020900493,2010-01-03T00:00:00,LAL vs. DAL,W,48.0,18.0,6.0,15.0,52.0,12.0,13.0,16.0,36.0,1,1,1,1,145,838,2222,939,301,497,1150,1523,584,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900491,2010-01-03T00:00:00,SAS @ TOR,L,48.0,13.0,14.0,9.0,34.0,9.0,5.0,22.0,46.0,1,1231,1231,1231,145,1651,930,1804,1878,219,84,2112,1592,teamgamelogs,2009-10,Misc
2009-10,1610612752,NYK,New York Knicks,0020900490,2010-01-03T00:00:00,NYK vs. IND,W,48.0,25.0,24.0,12.0,46.0,8.0,13.0,4.0,32.0,1,1,1,1,145,159,67,1344,696,142,1150,83,290,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900492,2010-01-03T00:00:00,DEN vs. PHI,L,48.0,9.0,8.0,11.0,60.0,24.0,9.0,20.0,40.0,1,1231,1231,1231,145,2159,1988,1509,71,2192,474,1961,941,teamgamelogs,2009-10,Misc
2009-10,1610612760,OKC,Oklahoma City Thunder,0020900484,2010-01-02T00:00:00,OKC @ MIL,L,53.0,12.0,18.0,12.0,46.0,8.0,25.0,13.0,46.0,1,1231,1231,1231,19,1817,404,1344,696,142,2395,1118,1592,teamgamelogs,2009-10,Misc
2009-10,1610612749,MIL,Milwaukee Bucks,0020900484,2010-01-02T00:00:00,MIL vs. OKC,W,53.0,8.0,25.0,13.0,46.0,12.0,18.0,12.0,46.0,1,1,1,1,19,2243,51,1209,696,497,1943,953,1592,teamgamelogs,2009-10,Misc
2009-10,1610612743,DEN,Denver Nuggets,0020900486,2010-01-02T00:00:00,DEN @ UTA,W,48.0,33.0,14.0,24.0,64.0,10.0,16.0,12.0,48.0,1,1,1,1,145,8,930,200,37,303,1685,953,1766,teamgamelogs,2009-10,Misc
2009-10,1610612750,MIN,Minnesota Timberwolves,0020900479,2010-01-02T00:00:00,MIN @ IND,L,48.0,7.0,24.0,6.0,32.0,9.0,18.0,11.0,48.0,1,1231,1231,1231,145,2320,67,2128,2041,219,1943,816,1766,teamgamelogs,2009-10,Misc
2009-10,1610612761,TOR,Toronto Raptors,0020900481,2010-01-02T00:00:00,TOR @ BOS,L,48.0,12.0,11.0,3.0,30.0,13.0,9.0,13.0,48.0,1,1231,1231,1231,145,1817,1514,2379,2172,645,474,1118,1766,teamgamelogs,2009-10,Misc
2009-10,1610612766,CHA,Charlotte Bobcats,0020900478,2010-01-02T00:00:00,CHA @ MIA,W,48.0,16.0,5.0,7.0,38.0,10.0,14.0,14.0,32.0,1,1,1,1,145,1141,2342,2052,1521,303,1351,1253,290,teamgamelogs,2009-10,Misc
2009-10,1610612759,SAS,San Antonio Spurs,0020900480,2010-01-02T00:00:00,SAS @ WAS,W,48.0,11.0,2.0,0.0,16.0,9.0,11.0,13.0,34.0,1,1,1,1,145,1965,2429,2454,2454,219,766,1118,421,teamgamelogs,2009-10,Misc
2009-10,1610612751,NJN,New Jersey Nets,0020900477,2010-01-02T00:00:00,NJN vs. CLE,L,48.0,9.0,14.0,12.0,32.0,5.0,23.0,16.0,52.0,1,1231,1231,1231,145,2159,930,1344,2041,32,2337,1523,2049,teamgamelogs,2009-10,Misc
2009-10,1610612741,CHI,Chicago Bulls,0020900482,2010-01-02T00:00:00,CHI vs. ORL,W,48.0,10.0,12.0,11.0,40.0,6.0,21.0,4.0,32.0,1,1,1,1,145,2069,1312,1509,1297,50,2236,83,290,teamgamelogs,2009-10,Misc
2009-10,1610612756,PHX,Phoenix Suns,0020900485,2010-01-02T00:00:00,PHX vs. MEM,L,48.0,8.0,14.0,18.0,42.0,20.0,22.0,25.0,58.0,1,1231,1231,1231,145,2243,930,594,1090,1762,2285,2262,2300,teamgamelogs,2009-10,Misc
2009-10,1610612754,IND,Indiana Pacers,0020900479,2010-01-02T00:00:00,IND vs. MIN,W,48.0,9.0,18.0,11.0,48.0,7.0,24.0,6.0,32.0,1,1,1,1,145,2159,404,1509,536,95,2371,210,290,teamgamelogs,2009-10,Misc
