season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,endpoint,input_season,input_measure
2013-14,1610612757,POR,Portland Trail Blazers,0021301228,2014-04-16T00:00:00,POR vs. LAC,W,48.0,0.465,0.218,0.101,0.41,0.452,0.393,0.082,0.189,1,1,1,1,159,1757,1817,212,157,554,2092,2386,200,teamgamelogs,2013-14,Four Factors
2013-14,1610612750,MIN,Minnesota Timberwolves,0021301218,2014-04-16T00:00:00,MIN vs. UTA,L,58.0,0.454,0.557,0.127,0.328,0.519,0.269,0.158,0.397,1,1231,1231,1231,7,1892,41,657,727,1490,1147,1080,2259,teamgamelogs,2013-14,Four Factors
2013-14,1610612754,IND,Indiana Pacers,0021301227,2014-04-16T00:00:00,IND @ ORL,W,48.0,0.528,0.125,0.133,0.347,0.437,0.304,0.112,0.235,1,1,1,1,159,832,2370,765,539,382,1495,2092,567,teamgamelogs,2013-14,Four Factors
2013-14,1610612744,GSW,Golden State Warriors,0021301230,2014-04-16T00:00:00,GSW @ DEN,W,48.0,0.533,0.389,0.131,0.255,0.494,0.417,0.178,0.255,1,1,1,1,159,763,383,726,1702,1140,2194,658,760,teamgamelogs,2013-14,Four Factors
2013-14,1610612763,MEM,Memphis Grizzlies,0021301216,2014-04-16T00:00:00,MEM vs. DAL,W,53.0,0.517,0.284,0.181,0.462,0.522,0.12,0.138,0.388,1,1,1,1,29,991,1152,1863,29,1532,64,1566,2214,teamgamelogs,2013-14,Four Factors
2013-14,1610612758,SAC,Sacramento Kings,0021301229,2014-04-16T00:00:00,SAC vs. PHX,L,48.0,0.453,0.349,0.173,0.34,0.512,0.256,0.111,0.16,1,1231,1231,1231,159,1893,619,1711,629,1392,987,2109,89,teamgamelogs,2013-14,Four Factors
2013-14,1610612742,DAL,Dallas Mavericks,0021301216,2014-04-16T00:00:00,DAL @ MEM,L,53.0,0.522,0.12,0.138,0.388,0.517,0.284,0.181,0.462,1,1231,1231,1231,29,927,2396,874,241,1467,1305,582,2432,teamgamelogs,2013-14,Four Factors
2013-14,1610612743,DEN,Denver Nuggets,0021301215,2014-04-15T00:00:00,DEN @ LAC,L,48.0,0.476,0.366,0.186,0.265,0.584,0.361,0.146,0.279,1,1231,1231,1231,159,1599,516,1969,1559,2187,1913,1402,1047,teamgamelogs,2013-14,Four Factors
2013-14,1610612752,NYK,New York Knicks,0021301214,2014-04-15T00:00:00,NYK @ BKN,W,48.0,0.56,0.597,0.17,0.243,0.507,0.413,0.211,0.37,1,1,1,1,159,466,19,1649,1803,1353,2183,165,2103,teamgamelogs,2013-14,Four Factors
2013-14,1610612746,LAC,Los Angeles Clippers,0021301215,2014-04-15T00:00:00,LAC vs. DEN,W,48.0,0.584,0.361,0.146,0.279,0.476,0.366,0.186,0.265,1,1,1,1,159,271,543,1056,1397,856,1939,484,883,teamgamelogs,2013-14,Four Factors
2013-14,1610612751,BKN,Brooklyn Nets,0021301214,2014-04-15T00:00:00,BKN vs. NYK,L,48.0,0.507,0.413,0.211,0.37,0.56,0.597,0.17,0.243,1,1231,1231,1231,159,1106,276,2289,346,1994,2442,797,656,teamgamelogs,2013-14,Four Factors
2013-14,1610612760,OKC,Oklahoma City Thunder,0021301210,2014-04-14T00:00:00,OKC @ NOP,L,48.0,0.461,0.286,0.194,0.326,0.5,0.38,0.108,0.255,1,1231,1231,1231,159,1813,1134,2085,774,1191,2030,2164,769,teamgamelogs,2013-14,Four Factors
2013-14,1610612740,NOP,New Orleans Pelicans,0021301210,2014-04-14T00:00:00,NOP vs. OKC,W,48.0,0.5,0.38,0.108,0.255,0.461,0.286,0.194,0.326,1,1,1,1,159,1184,425,287,1681,646,1311,367,1666,teamgamelogs,2013-14,Four Factors
2013-14,1610612764,WAS,Washington Wizards,0021301206,2014-04-14T00:00:00,WAS vs. MIA,W,48.0,0.679,0.192,0.183,0.25,0.494,0.2,0.138,0.159,1,1,1,1,159,12,2043,1904,1712,1115,471,1566,81,teamgamelogs,2013-14,Four Factors
2013-14,1610612756,PHX,Phoenix Suns,0021301212,2014-04-14T00:00:00,PHX vs. MEM,L,48.0,0.506,0.175,0.132,0.227,0.558,0.195,0.211,0.333,1,1231,1231,1231,159,1125,2163,740,1974,1979,434,159,1740,teamgamelogs,2013-14,Four Factors
2013-14,1610612761,TOR,Toronto Raptors,0021301205,2014-04-14T00:00:00,TOR vs. MIL,W,48.0,0.556,0.321,0.151,0.348,0.562,0.356,0.174,0.205,1,1,1,1,159,502,824,1182,529,2012,1892,719,307,teamgamelogs,2013-14,Four Factors
2013-14,1610612750,MIN,Minnesota Timberwolves,0021301213,2014-04-14T00:00:00,MIN @ GSW,L,48.0,0.58,0.407,0.198,0.256,0.559,0.188,0.142,0.37,1,1231,1231,1231,159,298,299,2157,1673,1991,374,1479,2116,teamgamelogs,2013-14,Four Factors
2013-14,1610612766,CHA,Charlotte Bobcats,0021301207,2014-04-14T00:00:00,CHA @ ATL,W,48.0,0.475,0.388,0.112,0.275,0.481,0.291,0.091,0.188,1,1,1,1,159,1610,387,362,1451,936,1373,2343,192,teamgamelogs,2013-14,Four Factors
2013-14,1610612749,MIL,Milwaukee Bucks,0021301205,2014-04-14T00:00:00,MIL @ TOR,L,48.0,0.562,0.356,0.174,0.205,0.556,0.321,0.151,0.348,1,1231,1231,1231,159,448,565,1727,2148,1956,1632,1264,1923,teamgamelogs,2013-14,Four Factors
2013-14,1610612748,MIA,Miami Heat,0021301206,2014-04-14T00:00:00,MIA @ WAS,L,48.0,0.494,0.2,0.138,0.159,0.679,0.192,0.183,0.25,1,1231,1231,1231,159,1339,1972,874,2373,2449,413,542,696,teamgamelogs,2013-14,Four Factors
2013-14,1610612745,HOU,Houston Rockets,0021301209,2014-04-14T00:00:00,HOU vs. SAS,W,48.0,0.471,0.341,0.065,0.24,0.461,0.202,0.065,0.216,1,1,1,1,159,1678,676,20,1819,643,499,2440,375,teamgamelogs,2013-14,Four Factors
2013-14,1610612741,CHI,Chicago Bulls,0021301208,2014-04-14T00:00:00,CHI vs. ORL,W,48.0,0.539,0.416,0.097,0.225,0.549,0.264,0.213,0.237,1,1,1,1,159,685,268,158,1998,1882,1092,147,586,teamgamelogs,2013-14,Four Factors
2013-14,1610612759,SAS,San Antonio Spurs,0021301209,2014-04-14T00:00:00,SAS @ HOU,L,48.0,0.461,0.202,0.065,0.216,0.471,0.341,0.065,0.24,1,1231,1231,1231,159,1816,1959,20,2078,777,1783,2440,628,teamgamelogs,2013-14,Four Factors
2013-14,1610612762,UTA,Utah Jazz,0021301211,2014-04-14T00:00:00,UTA vs. LAL,L,48.0,0.556,0.247,0.188,0.31,0.61,0.268,0.137,0.282,1,1231,1231,1231,159,502,1553,1989,981,2316,1141,1605,1079,teamgamelogs,2013-14,Four Factors
2013-14,1610612763,MEM,Memphis Grizzlies,0021301212,2014-04-14T00:00:00,MEM @ PHX,W,48.0,0.558,0.195,0.211,0.333,0.506,0.175,0.132,0.227,1,1,1,1,159,476,2026,2298,655,1326,295,1710,477,teamgamelogs,2013-14,Four Factors
2013-14,1610612755,PHI,Philadelphia 76ers,0021301204,2014-04-14T00:00:00,PHI vs. BOS,W,48.0,0.563,0.481,0.137,0.238,0.517,0.302,0.186,0.314,1,1,1,1,159,435,105,857,1851,1475,1489,484,1515,teamgamelogs,2013-14,Four Factors
2013-14,1610612744,GSW,Golden State Warriors,0021301213,2014-04-14T00:00:00,GSW vs. MIN,W,48.0,0.559,0.188,0.142,0.37,0.58,0.407,0.198,0.256,1,1,1,1,159,470,2086,977,340,2159,2157,301,781,teamgamelogs,2013-14,Four Factors
2013-14,1610612738,BOS,Boston Celtics,0021301204,2014-04-14T00:00:00,BOS @ PHI,L,48.0,0.517,0.302,0.186,0.314,0.563,0.481,0.137,0.238,1,1231,1231,1231,159,985,971,1969,933,2023,2355,1596,595,teamgamelogs,2013-14,Four Factors
2013-14,1610612747,LAL,Los Angeles Lakers,0021301211,2014-04-14T00:00:00,LAL @ UTA,W,48.0,0.61,0.268,0.137,0.282,0.556,0.247,0.188,0.31,1,1,1,1,159,145,1315,837,1370,1956,904,464,1465,teamgamelogs,2013-14,Four Factors
2013-14,1610612737,ATL,Atlanta Hawks,0021301207,2014-04-14T00:00:00,ATL vs. CHA,L,48.0,0.481,0.291,0.091,0.188,0.475,0.388,0.112,0.275,1,1231,1231,1231,159,1521,1079,112,2262,849,2072,2092,1003,teamgamelogs,2013-14,Four Factors
2013-14,1610612753,ORL,Orlando Magic,0021301208,2014-04-14T00:00:00,ORL @ CHI,L,48.0,0.549,0.264,0.213,0.237,0.539,0.416,0.097,0.225,1,1231,1231,1231,159,577,1369,2308,1868,1774,2190,2293,460,teamgamelogs,2013-14,Four Factors
2013-14,1610612753,ORL,Orlando Magic,0021301199,2014-04-13T00:00:00,ORL @ BKN,L,48.0,0.527,0.189,0.22,0.22,0.548,0.315,0.247,0.415,1,1231,1231,1231,159,852,2067,2348,2044,1876,1587,24,2323,teamgamelogs,2013-14,Four Factors
2013-14,1610612757,POR,Portland Trail Blazers,0021301201,2014-04-13T00:00:00,POR vs. GSW,W,53.0,0.558,0.372,0.132,0.265,0.577,0.176,0.146,0.18,1,1,1,1,29,483,475,752,1559,2135,302,1402,158,teamgamelogs,2013-14,Four Factors
2013-14,1610612761,TOR,Toronto Raptors,0021301198,2014-04-13T00:00:00,TOR @ DET,W,48.0,0.537,0.432,0.106,0.244,0.446,0.571,0.158,0.45,1,1,1,1,159,710,216,268,1781,502,2429,1081,2416,teamgamelogs,2013-14,Four Factors
2013-14,1610612744,GSW,Golden State Warriors,0021301201,2014-04-13T00:00:00,GSW @ POR,L,53.0,0.577,0.176,0.146,0.18,0.558,0.372,0.132,0.265,1,1231,1231,1231,29,320,2158,1056,2299,1977,1983,1706,883,teamgamelogs,2013-14,Four Factors
2013-14,1610612760,OKC,Oklahoma City Thunder,0021301200,2014-04-13T00:00:00,OKC @ IND,L,48.0,0.47,0.226,0.096,0.224,0.59,0.319,0.25,0.342,1,1231,1231,1231,159,1685,1750,150,2002,2230,1622,18,1868,teamgamelogs,2013-14,Four Factors
2013-14,1610612747,LAL,Los Angeles Lakers,0021301203,2014-04-13T00:00:00,LAL vs. MEM,L,48.0,0.506,0.138,0.183,0.2,0.523,0.148,0.181,0.417,1,1231,1231,1231,159,1125,2347,1904,2174,1542,154,582,2336,teamgamelogs,2013-14,Four Factors
2013-14,1610612763,MEM,Memphis Grizzlies,0021301203,2014-04-13T00:00:00,MEM @ LAL,W,48.0,0.523,0.148,0.181,0.417,0.506,0.138,0.183,0.2,1,1,1,1,159,915,2304,1863,118,1326,113,542,255,teamgamelogs,2013-14,Four Factors
2013-14,1610612741,CHI,Chicago Bulls,0021301197,2014-04-13T00:00:00,CHI @ NYK,L,48.0,0.432,0.432,0.178,0.326,0.512,0.259,0.1,0.239,1,1231,1231,1231,159,2116,212,1804,774,1415,1029,2250,611,teamgamelogs,2013-14,Four Factors
2013-14,1610612750,MIN,Minnesota Timberwolves,0021301202,2014-04-13T00:00:00,MIN @ SAC,L,48.0,0.438,0.341,0.1,0.222,0.537,0.329,0.15,0.239,1,1231,1231,1231,159,2068,679,197,2018,1738,1694,1282,611,teamgamelogs,2013-14,Four Factors
2013-14,1610612754,IND,Indiana Pacers,0021301200,2014-04-13T00:00:00,IND vs. OKC,W,48.0,0.59,0.319,0.25,0.342,0.47,0.226,0.096,0.224,1,1,1,1,159,228,838,2439,586,769,708,2305,445,teamgamelogs,2013-14,Four Factors
2013-14,1610612765,DET,Detroit Pistons,0021301198,2014-04-13T00:00:00,DET vs. TOR,L,48.0,0.446,0.571,0.158,0.45,0.537,0.432,0.106,0.244,1,1231,1231,1231,159,1955,32,1360,44,1745,2244,2178,669,teamgamelogs,2013-14,Four Factors
2013-14,1610612758,SAC,Sacramento Kings,0021301202,2014-04-13T00:00:00,SAC vs. MIN,W,48.0,0.537,0.329,0.15,0.239,0.438,0.341,0.1,0.222,1,1,1,1,159,720,763,1170,1834,389,1777,2250,429,teamgamelogs,2013-14,Four Factors
2013-14,1610612751,BKN,Brooklyn Nets,0021301199,2014-04-13T00:00:00,BKN vs. ORL,W,48.0,0.548,0.315,0.247,0.415,0.527,0.189,0.22,0.22,1,1,1,1,159,584,871,2436,135,1607,390,112,407,teamgamelogs,2013-14,Four Factors
2013-14,1610612752,NYK,New York Knicks,0021301197,2014-04-13T00:00:00,NYK vs. CHI,W,48.0,0.512,0.259,0.1,0.239,0.432,0.432,0.178,0.326,1,1,1,1,159,1043,1420,197,1834,345,2246,642,1666,teamgamelogs,2013-14,Four Factors
2013-14,1610612756,PHX,Phoenix Suns,0021301195,2014-04-12T00:00:00,PHX @ DAL,L,48.0,0.513,0.295,0.189,0.277,0.563,0.19,0.2,0.286,1,1231,1231,1231,159,1028,1042,2019,1427,2023,397,276,1126,teamgamelogs,2013-14,Four Factors
2013-14,1610612738,BOS,Boston Celtics,0021301193,2014-04-12T00:00:00,BOS @ CLE,W,48.0,0.533,0.2,0.11,0.235,0.439,0.333,0.121,0.288,1,1,1,1,159,763,1972,332,1880,403,1712,1919,1167,teamgamelogs,2013-14,Four Factors
2013-14,1610612746,LAC,Los Angeles Clippers,0021301189,2014-04-12T00:00:00,LAC vs. SAC,W,48.0,0.562,0.444,0.115,0.311,0.451,0.402,0.105,0.28,1,1,1,1,159,444,182,392,966,545,2131,2197,1065,teamgamelogs,2013-14,Four Factors
2013-14,1610612739,CLE,Cleveland Cavaliers,0021301193,2014-04-12T00:00:00,CLE vs. BOS,L,48.0,0.439,0.333,0.121,0.288,0.533,0.2,0.11,0.235,1,1231,1231,1231,159,2056,713,534,1287,1692,471,2123,567,teamgamelogs,2013-14,Four Factors
2013-14,1610612742,DAL,Dallas Mavericks,0021301195,2014-04-12T00:00:00,DAL vs. PHX,W,48.0,0.563,0.19,0.2,0.286,0.513,0.295,0.189,0.277,1,1,1,1,159,435,2060,2161,1295,1427,1409,434,1028,teamgamelogs,2013-14,Four Factors
2013-14,1610612766,CHA,Charlotte Bobcats,0021301190,2014-04-12T00:00:00,CHA vs. PHI,W,48.0,0.59,0.569,0.153,0.244,0.468,0.28,0.092,0.298,1,1,1,1,159,228,34,1240,1793,742,1265,2338,1322,teamgamelogs,2013-14,Four Factors
2013-14,1610612745,HOU,Houston Rockets,0021301194,2014-04-12T00:00:00,HOU vs. NOP,W,48.0,0.541,0.527,0.135,0.267,0.494,0.239,0.116,0.3,1,1,1,1,159,663,56,808,1540,1165,824,2026,1332,teamgamelogs,2013-14,Four Factors
2013-14,1610612755,PHI,Philadelphia 76ers,0021301190,2014-04-12T00:00:00,PHI @ CHA,L,48.0,0.468,0.28,0.092,0.298,0.59,0.569,0.153,0.244,1,1231,1231,1231,159,1717,1194,119,1130,2230,2426,1203,659,teamgamelogs,2013-14,Four Factors
2013-14,1610612762,UTA,Utah Jazz,0021301196,2014-04-12T00:00:00,UTA @ DEN,L,48.0,0.443,0.405,0.146,0.216,0.458,0.345,0.188,0.346,1,1231,1231,1231,159,1996,312,1060,2078,618,1817,464,1896,teamgamelogs,2013-14,Four Factors
2013-14,1610612740,NOP,New Orleans Pelicans,0021301194,2014-04-12T00:00:00,NOP @ HOU,L,48.0,0.494,0.239,0.116,0.3,0.541,0.527,0.135,0.267,1,1231,1231,1231,159,1291,1631,423,1105,1797,2405,1634,903,teamgamelogs,2013-14,Four Factors
2013-14,1610612758,SAC,Sacramento Kings,0021301189,2014-04-12T00:00:00,SAC @ LAC,L,48.0,0.451,0.402,0.105,0.28,0.562,0.444,0.115,0.311,1,1231,1231,1231,159,1913,329,254,1388,2014,2278,2055,1486,teamgamelogs,2013-14,Four Factors
2013-14,1610612749,MIL,Milwaukee Bucks,0021301191,2014-04-12T00:00:00,MIL @ WAS,L,48.0,0.507,0.5,0.217,0.326,0.524,0.226,0.118,0.273,1,1231,1231,1231,159,1097,77,2336,796,1558,708,1979,983,teamgamelogs,2013-14,Four Factors
2013-14,1610612743,DEN,Denver Nuggets,0021301196,2014-04-12T00:00:00,DEN vs. UTA,W,48.0,0.458,0.345,0.188,0.346,0.443,0.405,0.146,0.216,1,1,1,1,159,1841,643,1989,552,463,2147,1388,375,teamgamelogs,2013-14,Four Factors
2013-14,1610612737,ATL,Atlanta Hawks,0021301192,2014-04-12T00:00:00,ATL vs. MIA,W,48.0,0.526,0.244,0.14,0.133,0.521,0.26,0.213,0.209,1,1,1,1,159,869,1585,911,2430,1524,1050,147,332,teamgamelogs,2013-14,Four Factors
2013-14,1610612764,WAS,Washington Wizards,0021301191,2014-04-12T00:00:00,WAS vs. MIL,W,48.0,0.524,0.226,0.118,0.273,0.507,0.5,0.217,0.326,1,1,1,1,159,899,1750,471,1460,1364,2375,124,1655,teamgamelogs,2013-14,Four Factors
2013-14,1610612748,MIA,Miami Heat,0021301192,2014-04-12T00:00:00,MIA @ ATL,L,48.0,0.521,0.26,0.213,0.209,0.526,0.244,0.14,0.133,1,1231,1231,1231,159,935,1410,2308,2119,1591,871,1534,29,teamgamelogs,2013-14,Four Factors
2013-14,1610612752,NYK,New York Knicks,0021301177,2014-04-11T00:00:00,NYK @ TOR,W,48.0,0.521,0.493,0.087,0.231,0.493,0.408,0.176,0.308,1,1,1,1,159,935,92,94,1933,1096,2163,688,1426,teamgamelogs,2013-14,Four Factors
2013-14,1610612737,ATL,Atlanta Hawks,0021301179,2014-04-11T00:00:00,ATL @ BKN,W,48.0,0.462,0.266,0.143,0.25,0.463,0.313,0.165,0.308,1,1,1,1,159,1802,1347,984,1712,663,1565,927,1426,teamgamelogs,2013-14,Four Factors
2013-14,1610612755,PHI,Philadelphia 76ers,0021301182,2014-04-11T00:00:00,PHI @ MEM,L,48.0,0.477,0.193,0.15,0.226,0.574,0.395,0.16,0.275,1,1231,1231,1231,159,1570,2030,1170,1985,2107,2106,1034,1011,teamgamelogs,2013-14,Four Factors
2013-14,1610612740,NOP,New Orleans Pelicans,0021301184,2014-04-11T00:00:00,NOP @ OKC,L,48.0,0.459,0.221,0.158,0.218,0.567,0.329,0.117,0.275,1,1231,1231,1231,159,1834,1795,1360,2056,2053,1694,2002,1011,teamgamelogs,2013-14,Four Factors
2013-14,1610612748,MIA,Miami Heat,0021301180,2014-04-11T00:00:00,MIA vs. IND,W,48.0,0.507,0.373,0.106,0.349,0.538,0.292,0.19,0.167,1,1,1,1,159,1106,463,267,517,1765,1390,419,108,teamgamelogs,2013-14,Four Factors
2013-14,1610612751,BKN,Brooklyn Nets,0021301179,2014-04-11T00:00:00,BKN vs. ATL,L,48.0,0.463,0.313,0.165,0.308,0.462,0.266,0.143,0.25,1,1231,1231,1231,159,1793,894,1514,1006,656,1105,1444,696,teamgamelogs,2013-14,Four Factors
2013-14,1610612745,HOU,Houston Rockets,0021301183,2014-04-11T00:00:00,HOU @ MIN,L,48.0,0.5,0.434,0.21,0.333,0.452,0.426,0.142,0.361,1,1231,1231,1231,159,1184,209,2284,655,552,2227,1479,2043,teamgamelogs,2013-14,Four Factors
2013-14,1610612764,WAS,Washington Wizards,0021301176,2014-04-11T00:00:00,WAS @ ORL,W,48.0,0.439,0.402,0.138,0.34,0.442,0.312,0.191,0.292,1,1,1,1,159,2050,329,874,620,445,1558,394,1220,teamgamelogs,2013-14,Four Factors
2013-14,1610612750,MIN,Minnesota Timberwolves,0021301183,2014-04-11T00:00:00,MIN vs. HOU,W,48.0,0.452,0.426,0.142,0.361,0.5,0.434,0.21,0.333,1,1,1,1,159,1908,234,977,415,1191,2251,176,1740,teamgamelogs,2013-14,Four Factors
2013-14,1610612761,TOR,Toronto Raptors,0021301177,2014-04-11T00:00:00,TOR vs. NYK,L,48.0,0.493,0.408,0.176,0.308,0.521,0.493,0.087,0.231,1,1231,1231,1231,159,1362,296,1763,1006,1524,2369,2364,509,teamgamelogs,2013-14,Four Factors
2013-14,1610612739,CLE,Cleveland Cavaliers,0021301185,2014-04-11T00:00:00,CLE @ MIL,L,48.0,0.518,0.412,0.1,0.318,0.56,0.452,0.12,0.333,1,1231,1231,1231,159,978,282,197,877,1992,2302,1943,1740,teamgamelogs,2013-14,Four Factors
2013-14,1610612754,IND,Indiana Pacers,0021301180,2014-04-11T00:00:00,IND @ MIA,L,48.0,0.538,0.292,0.19,0.167,0.507,0.373,0.106,0.349,1,1231,1231,1231,159,692,1071,2035,2345,1353,1989,2194,1933,teamgamelogs,2013-14,Four Factors
