season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,endpoint,input_season,input_measure
2008-09,1610612752,NYK,New York Knicks,0020801225,2009-04-15T00:00:00,NYK vs. NJN,W,48.0,0.718,0.282,0.608,0.137,0.206,0.108,0.186,0.275,0.471,0.323,0.677,1.0,0.0,0.447,0.553,1,1,1,1,141,1971,484,1281,2029,1052,1370,1229,90,520,2291,164,1,1388,2133,318,teamgamelogs,2008-09,Scoring
2008-09,1610612754,IND,Indiana Pacers,0020801221,2009-04-15T00:00:00,IND vs. MIL,W,48.0,0.744,0.256,0.47,0.139,0.313,0.183,0.217,0.139,0.33,0.593,0.407,0.917,0.083,0.692,0.308,1,1,1,1,141,1684,776,2331,2014,233,393,771,1543,1962,520,1926,1088,1336,261,2190,teamgamelogs,2008-09,Scoring
2008-09,1610612751,NJN,New Jersey Nets,0020801225,2009-04-15T00:00:00,NJN @ NYK,L,48.0,0.843,0.157,0.603,0.192,0.164,0.027,0.233,0.137,0.411,0.364,0.636,1.0,0.0,0.462,0.538,1,1231,1231,1231,141,400,2058,1352,1408,1556,2368,586,1581,1088,2138,309,1,1388,2057,397,teamgamelogs,2008-09,Scoring
2008-09,1610612759,SAS,San Antonio Spurs,0020801227,2009-04-15T00:00:00,SAS vs. NOH,W,53.0,0.765,0.235,0.686,0.267,0.171,0.095,0.143,0.095,0.419,0.389,0.611,1.0,0.0,0.476,0.524,1,1,1,1,27,1429,1025,502,541,1475,1574,1918,2137,1009,2022,430,1,1388,1970,485,teamgamelogs,2008-09,Scoring
2008-09,1610612757,POR,Portland Trail Blazers,0020801230,2009-04-15T00:00:00,POR vs. DEN,W,48.0,0.703,0.297,0.5,0.096,0.375,0.077,0.125,0.279,0.404,0.615,0.385,1.0,0.0,0.744,0.256,1,1,1,1,141,2093,361,2181,2324,57,1871,2139,81,1170,394,2050,1,1388,102,2358,teamgamelogs,2008-09,Scoring
2008-09,1610612756,PHX,Phoenix Suns,0020801229,2009-04-15T00:00:00,PHX vs. GSW,W,48.0,0.819,0.181,0.564,0.239,0.179,0.137,0.256,0.214,0.325,0.515,0.485,0.714,0.286,0.55,0.45,1,1,1,1,141,738,1719,1717,800,1391,926,345,450,2004,1097,1343,2007,390,1363,1078,teamgamelogs,2008-09,Scoring
2008-09,1610612765,DET,Detroit Pistons,0020801223,2009-04-15T00:00:00,DET @ MIA,L,53.0,0.851,0.149,0.708,0.125,0.063,0.188,0.229,0.167,0.583,0.324,0.676,1.0,0.0,0.361,0.639,1,1231,1231,1231,27,324,2136,334,2139,2370,345,622,1070,48,2290,171,1,1388,2398,58,teamgamelogs,2008-09,Scoring
2008-09,1610612740,NOH,New Orleans Hornets,0020801227,2009-04-15T00:00:00,NOH @ SAS,L,53.0,0.825,0.175,0.673,0.327,0.184,0.061,0.143,0.133,0.347,0.485,0.515,0.5,0.5,0.487,0.513,1,1231,1231,1231,27,630,1821,611,192,1327,2079,1918,1636,1785,1328,1117,2322,53,1887,559,teamgamelogs,2008-09,Scoring
2008-09,1610612758,SAC,Sacramento Kings,0020801224,2009-04-15T00:00:00,SAC @ MIN,W,48.0,0.77,0.23,0.557,0.247,0.216,0.031,0.227,0.186,0.309,0.481,0.519,0.714,0.286,0.529,0.471,1,1,1,1,141,1365,1089,1790,719,940,2355,648,797,2111,1378,1072,2007,390,1556,888,teamgamelogs,2008-09,Scoring
2008-09,1610612738,BOS,Boston Celtics,0020801217,2009-04-15T00:00:00,BOS vs. WAS,W,48.0,0.788,0.212,0.609,0.174,0.261,0.087,0.13,0.157,0.435,0.543,0.457,1.0,0.0,0.644,0.356,1,1,1,1,141,1140,1313,1270,1610,546,1712,2076,1239,833,867,1588,1,1388,570,1888,teamgamelogs,2008-09,Scoring
2008-09,1610612742,DAL,Dallas Mavericks,0020801220,2009-04-15T00:00:00,DAL vs. HOU,W,48.0,0.831,0.169,0.653,0.379,0.189,0.105,0.158,0.084,0.274,0.613,0.387,0.833,0.167,0.649,0.351,1,1,1,1,141,553,1894,806,59,1265,1410,1706,2250,2299,412,2035,1492,830,531,1915,teamgamelogs,2008-09,Scoring
2008-09,1610612764,WAS,Washington Wizards,0020801217,2009-04-15T00:00:00,WAS @ BOS,L,48.0,0.74,0.26,0.579,0.243,0.196,0.15,0.224,0.131,0.336,0.355,0.645,0.571,0.429,0.395,0.605,1,1231,1231,1231,141,1727,726,1588,760,1182,733,675,1668,1913,2180,266,2290,138,2334,123,teamgamelogs,2008-09,Scoring
2008-09,1610612749,MIL,Milwaukee Bucks,0020801221,2009-04-15T00:00:00,MIL @ IND,L,48.0,0.804,0.196,0.685,0.352,0.194,0.213,0.12,0.25,0.333,0.649,0.351,0.857,0.143,0.682,0.318,1,1231,1231,1231,141,921,1539,506,108,1203,192,2183,174,1925,247,2210,1369,969,335,2123,teamgamelogs,2008-09,Scoring
2008-09,1610612745,HOU,Houston Rockets,0020801220,2009-04-15T00:00:00,HOU @ DAL,L,48.0,0.793,0.207,0.69,0.19,0.143,0.119,0.167,0.083,0.5,0.586,0.414,0.5,0.5,0.576,0.424,1,1231,1231,1231,141,1085,1369,464,1422,1772,1182,1548,2254,308,566,1879,2322,53,1102,1348,teamgamelogs,2008-09,Scoring
2008-09,1610612763,MEM,Memphis Grizzlies,0020801222,2009-04-15T00:00:00,MEM vs. ATL,W,48.0,0.89,0.11,0.694,0.102,0.092,0.184,0.214,0.194,0.592,0.5,0.5,0.667,0.333,0.514,0.486,1,1,1,1,141,93,2367,441,2288,2208,378,803,672,40,1139,1166,2082,234,1675,769,teamgamelogs,2008-09,Scoring
2008-09,1610612737,ATL,Atlanta Hawks,0020801222,2009-04-15T00:00:00,ATL @ MEM,L,48.0,0.776,0.224,0.6,0.089,0.2,0.111,0.2,0.122,0.511,0.296,0.704,0.833,0.167,0.394,0.606,1,1231,1231,1231,141,1292,1162,1371,2356,1128,1309,1007,1818,258,2357,98,1492,830,2339,118,teamgamelogs,2008-09,Scoring
2008-09,1610612748,MIA,Miami Heat,0020801223,2009-04-15T00:00:00,MIA vs. DET,W,53.0,0.714,0.286,0.529,0.216,0.353,0.02,0.118,0.069,0.314,0.444,0.556,0.667,0.333,0.513,0.487,1,1,1,1,27,1994,449,2019,1080,96,2418,2202,2362,2080,1637,799,2082,234,1693,754,teamgamelogs,2008-09,Scoring
2008-09,1610612741,CHI,Chicago Bulls,0020801218,2009-04-15T00:00:00,CHI vs. TOR,L,48.0,0.848,0.152,0.735,0.306,0.092,0.102,0.173,0.112,0.429,0.528,0.472,0.333,0.667,0.513,0.487,1,1231,1231,1231,141,354,2105,195,285,2208,1472,1447,1944,902,975,1475,2420,12,1693,754,teamgamelogs,2008-09,Scoring
2008-09,1610612737,ATL,Atlanta Hawks,0020801214,2009-04-14T00:00:00,ATL vs. MIA,W,48.0,0.831,0.169,0.642,0.247,0.148,0.21,0.21,0.222,0.395,0.538,0.462,1.0,0.0,0.6,0.4,1,1,1,1,141,568,1891,923,725,1730,209,871,369,1277,892,1551,1,1388,871,1530,teamgamelogs,2008-09,Scoring
2008-09,1610612747,LAL,Los Angeles Lakers,0020801216,2009-04-14T00:00:00,LAL vs. UTA,W,48.0,0.849,0.151,0.64,0.176,0.192,0.072,0.168,0.184,0.464,0.8,0.2,0.875,0.125,0.813,0.188,1,1,1,1,141,337,2117,940,1593,1230,1944,1546,818,578,9,2451,1272,1087,13,2448,teamgamelogs,2008-09,Scoring
2008-09,1610612748,MIA,Miami Heat,0020801214,2009-04-14T00:00:00,MIA @ ATL,L,48.0,0.577,0.423,0.557,0.253,0.342,0.0,0.101,0.203,0.304,0.591,0.409,0.889,0.111,0.677,0.323,1,1231,1231,1231,141,2445,16,1788,663,136,2436,2323,559,2137,536,1914,1197,1178,349,2107,teamgamelogs,2008-09,Scoring
2008-09,1610612755,PHI,Philadelphia 76ers,0020801215,2009-04-14T00:00:00,PHI vs. BOS,L,48.0,0.854,0.146,0.714,0.204,0.092,0.194,0.194,0.214,0.51,0.514,0.486,1.0,0.0,0.553,0.447,1,1231,1231,1231,141,291,2166,293,1237,2208,296,1118,439,266,1119,1336,1,1388,1333,1106,teamgamelogs,2008-09,Scoring
2008-09,1610612762,UTA,Utah Jazz,0020801216,2009-04-14T00:00:00,UTA @ LAL,L,48.0,0.84,0.16,0.607,0.143,0.08,0.054,0.313,0.205,0.464,0.706,0.294,1.0,0.0,0.73,0.27,1,1231,1231,1231,141,433,2021,1294,1968,2275,2166,55,535,575,97,2362,1,1388,128,2328,teamgamelogs,2008-09,Scoring
2008-09,1610612738,BOS,Boston Celtics,0020801215,2009-04-14T00:00:00,BOS @ PHI,W,48.0,0.797,0.203,0.64,0.12,0.27,0.21,0.09,0.14,0.52,0.5,0.5,0.889,0.111,0.585,0.415,1,1,1,1,141,1008,1440,940,2181,484,204,2383,1529,213,1139,1166,1197,1178,1024,1418,teamgamelogs,2008-09,Scoring
2008-09,1610612753,ORL,Orlando Magic,0020801206,2009-04-13T00:00:00,ORL @ MIL,L,48.0,0.795,0.205,0.65,0.375,0.075,0.075,0.275,0.163,0.275,0.423,0.577,1.0,0.0,0.464,0.536,1,1231,1231,1231,141,1042,1418,830,66,2295,1904,207,1147,2294,1804,644,1,1388,2048,410,teamgamelogs,2008-09,Scoring
2008-09,1610612751,NJN,New Jersey Nets,0020801205,2009-04-13T00:00:00,NJN vs. CHA,W,48.0,0.684,0.316,0.484,0.132,0.297,0.099,0.22,0.099,0.352,0.455,0.545,0.889,0.111,0.581,0.419,1,1,1,1,141,2199,252,2276,2095,333,1521,738,2099,1742,1565,870,1197,1178,1073,1383,teamgamelogs,2008-09,Scoring
2008-09,1610612764,WAS,Washington Wizards,0020801203,2009-04-13T00:00:00,WAS vs. TOR,L,48.0,0.81,0.19,0.708,0.208,0.094,0.219,0.198,0.24,0.5,0.441,0.559,0.667,0.333,0.459,0.541,1,1231,1231,1231,141,826,1621,334,1171,2194,164,1063,234,308,1663,780,2082,234,2065,383,teamgamelogs,2008-09,Scoring
2008-09,1610612757,POR,Portland Trail Blazers,0020801212,2009-04-13T00:00:00,POR vs. OKC,W,48.0,0.83,0.17,0.69,0.212,0.159,0.133,0.15,0.106,0.478,0.436,0.564,0.667,0.333,0.467,0.533,1,1,1,1,141,573,1886,470,1112,1603,980,1834,2005,463,1713,746,2082,234,2032,419,teamgamelogs,2008-09,Scoring
2008-09,1610612760,OKC,Oklahoma City Thunder,0020801212,2009-04-13T00:00:00,OKC @ POR,L,48.0,0.854,0.146,0.747,0.313,0.072,0.181,0.181,0.145,0.434,0.613,0.387,0.0,1.0,0.576,0.424,1,1231,1231,1231,141,291,2166,155,248,2310,405,1346,1449,849,412,2035,2441,1,1102,1348,teamgamelogs,2008-09,Scoring
2008-09,1610612762,UTA,Utah Jazz,0020801210,2009-04-13T00:00:00,UTA vs. LAC,W,48.0,0.896,0.104,0.585,0.151,0.113,0.179,0.302,0.226,0.434,0.516,0.484,1.0,0.0,0.571,0.429,1,1,1,1,141,75,2385,1533,1892,2049,416,91,333,842,1074,1365,1,1388,1131,1285,teamgamelogs,2008-09,Scoring
2008-09,1610612746,LAC,Los Angeles Clippers,0020801210,2009-04-13T00:00:00,LAC @ UTA,L,48.0,0.763,0.238,0.706,0.141,0.176,0.141,0.118,0.176,0.565,0.7,0.3,1.0,0.0,0.743,0.257,1,1231,1231,1231,141,1455,991,350,1997,1409,868,2202,921,81,104,2348,1,1388,104,2352,teamgamelogs,2008-09,Scoring
2008-09,1610612756,PHX,Phoenix Suns,0020801211,2009-04-13T00:00:00,PHX vs. MEM,W,48.0,0.815,0.185,0.655,0.084,0.126,0.067,0.218,0.235,0.571,0.538,0.462,0.8,0.2,0.568,0.432,1,1,1,1,141,777,1679,781,2374,1953,2013,760,256,67,892,1551,1641,651,1177,1275,teamgamelogs,2008-09,Scoring
2008-09,1610612759,SAS,San Antonio Spurs,0020801213,2009-04-13T00:00:00,SAS @ GSW,W,48.0,0.753,0.247,0.574,0.238,0.238,0.168,0.188,0.129,0.337,0.517,0.483,0.75,0.25,0.568,0.432,1,1,1,1,141,1580,874,1634,822,747,520,1195,1706,1905,1043,1388,1860,461,1187,1251,teamgamelogs,2008-09,Scoring
2008-09,1610612765,DET,Detroit Pistons,0020801204,2009-04-13T00:00:00,DET vs. CHI,L,48.0,0.835,0.165,0.682,0.409,0.136,0.114,0.182,0.102,0.273,0.533,0.467,0.75,0.25,0.559,0.441,1,1231,1231,1231,141,506,1949,523,29,1845,1268,1309,2058,2304,927,1522,1860,461,1268,1173,teamgamelogs,2008-09,Scoring
2008-09,1610612739,CLE,Cleveland Cavaliers,0020801202,2009-04-13T00:00:00,CLE @ IND,W,48.0,0.759,0.241,0.547,0.12,0.205,0.162,0.248,0.111,0.427,0.375,0.625,0.875,0.125,0.475,0.525,1,1,1,1,141,1509,942,1872,2186,1070,594,416,1958,923,2090,356,1272,1087,1977,474,teamgamelogs,2008-09,Scoring
2008-09,1610612743,DEN,Denver Nuggets,0020801209,2009-04-13T00:00:00,DEN vs. SAC,W,48.0,0.659,0.341,0.441,0.085,0.331,0.127,0.229,0.127,0.356,0.769,0.231,0.538,0.462,0.692,0.308,1,1,1,1,141,2308,153,2392,2366,163,1067,626,1740,1697,20,2440,2320,128,261,2190,teamgamelogs,2008-09,Scoring
2008-09,1610612740,NOH,New Orleans Hornets,0020801208,2009-04-13T00:00:00,NOH @ HOU,L,48.0,0.802,0.198,0.727,0.303,0.182,0.121,0.091,0.182,0.424,0.458,0.542,1.0,0.0,0.536,0.464,1,1231,1231,1231,141,936,1513,229,299,1357,1152,2376,841,957,1544,908,1,1388,1506,947,teamgamelogs,2008-09,Scoring
2008-09,1610612766,CHA,Charlotte Bobcats,0020801205,2009-04-13T00:00:00,CHA @ NJN,L,48.0,0.918,0.082,0.759,0.299,0.0,0.149,0.241,0.299,0.46,0.515,0.485,0.0,0.0,0.515,0.485,1,1231,1231,1231,141,22,2438,117,324,2449,739,487,37,616,1097,1343,2441,1388,1649,801,teamgamelogs,2008-09,Scoring
2008-09,1610612744,GSW,Golden State Warriors,0020801213,2009-04-13T00:00:00,GSW vs. SAS,L,48.0,0.878,0.122,0.722,0.361,0.083,0.319,0.194,0.181,0.361,0.346,0.654,1.0,0.0,0.393,0.607,1,1231,1231,1231,141,143,2315,258,90,2260,9,1110,869,1646,2211,239,1,1388,2344,116,teamgamelogs,2008-09,Scoring
2008-09,1610612749,MIL,Milwaukee Bucks,0020801206,2009-04-13T00:00:00,MIL vs. ORL,W,48.0,0.734,0.266,0.551,0.184,0.245,0.143,0.204,0.112,0.367,0.667,0.333,0.875,0.125,0.714,0.286,1,1,1,1,141,1798,660,1838,1501,678,832,968,1944,1571,183,2247,1272,1087,169,2283,teamgamelogs,2008-09,Scoring
2008-09,1610612761,TOR,Toronto Raptors,0020801203,2009-04-13T00:00:00,TOR @ WAS,W,48.0,0.823,0.177,0.722,0.206,0.124,0.206,0.155,0.33,0.515,0.743,0.257,1.0,0.0,0.769,0.231,1,1,1,1,141,663,1797,262,1195,1968,219,1759,9,236,41,2419,1,1388,52,2407,teamgamelogs,2008-09,Scoring
2008-09,1610612742,DAL,Dallas Mavericks,0020801207,2009-04-13T00:00:00,DAL vs. MIN,W,48.0,0.718,0.282,0.5,0.25,0.25,0.198,0.25,0.219,0.25,0.5,0.5,0.875,0.125,0.594,0.406,1,1,1,1,141,1961,497,2181,686,637,274,391,403,2376,1139,1166,1272,1087,962,1480,teamgamelogs,2008-09,Scoring
2008-09,1610612741,CHI,Chicago Bulls,0020801204,2009-04-13T00:00:00,CHI @ DET,W,48.0,0.795,0.205,0.681,0.264,0.165,0.176,0.154,0.066,0.418,0.613,0.387,0.8,0.2,0.639,0.361,1,1,1,1,141,1056,1396,530,569,1554,457,1769,2374,1022,412,2035,1641,651,599,1848,teamgamelogs,2008-09,Scoring
2008-09,1610612745,HOU,Houston Rockets,0020801208,2009-04-13T00:00:00,HOU vs. NOH,W,48.0,0.743,0.257,0.674,0.256,0.174,0.07,0.151,0.174,0.419,0.552,0.448,1.0,0.0,0.618,0.382,1,1,1,1,141,1694,762,587,637,1442,1977,1818,954,1014,805,1641,1,1388,752,1695,teamgamelogs,2008-09,Scoring
2008-09,1610612754,IND,Indiana Pacers,0020801202,2009-04-13T00:00:00,IND vs. CLE,L,48.0,0.747,0.253,0.569,0.257,0.22,0.174,0.211,0.202,0.312,0.323,0.677,0.875,0.125,0.436,0.564,1,1231,1231,1231,141,1640,815,1676,630,909,466,851,575,2093,2291,164,1272,1087,2186,268,teamgamelogs,2008-09,Scoring
2008-09,1610612750,MIN,Minnesota Timberwolves,0020801207,2009-04-13T00:00:00,MIN @ DAL,L,48.0,0.732,0.268,0.574,0.128,0.319,0.096,0.106,0.149,0.447,0.556,0.444,0.9,0.1,0.649,0.351,1,1231,1231,1231,141,1813,638,1624,2124,208,1568,2285,1375,724,774,1661,1144,1254,531,1915,teamgamelogs,2008-09,Scoring
2008-09,1610612758,SAC,Sacramento Kings,0020801209,2009-04-13T00:00:00,SAC @ DEN,L,48.0,0.729,0.271,0.633,0.224,0.276,0.061,0.092,0.122,0.408,0.645,0.355,0.778,0.222,0.675,0.325,1,1231,1231,1231,141,1842,614,1022,989,443,2079,2370,1809,1110,257,2189,1806,599,380,2072,teamgamelogs,2008-09,Scoring
2008-09,1610612763,MEM,Memphis Grizzlies,0020801211,2009-04-13T00:00:00,MEM @ PHX,L,48.0,0.81,0.19,0.636,0.255,0.136,0.164,0.227,0.155,0.382,0.4,0.6,0.8,0.2,0.45,0.55,1,1231,1231,1231,141,826,1621,981,657,1845,567,636,1275,1408,1948,476,1641,651,2124,333,teamgamelogs,2008-09,Scoring
2008-09,1610612758,SAC,Sacramento Kings,0020801200,2009-04-12T00:00:00,SAC vs. SAS,L,48.0,0.778,0.222,0.565,0.261,0.261,0.076,0.174,0.098,0.304,0.462,0.538,0.875,0.125,0.559,0.441,1,1231,1231,1231,141,1262,1184,1710,593,546,1889,1442,2109,2136,1513,927,1272,1087,1268,1173,teamgamelogs,2008-09,Scoring
2008-09,1610612747,LAL,Los Angeles Lakers,0020801201,2009-04-12T00:00:00,LAL vs. MEM,W,48.0,0.821,0.179,0.761,0.239,0.098,0.13,0.141,0.217,0.522,0.486,0.514,1.0,0.0,0.526,0.474,1,1,1,1,141,689,1763,109,802,2174,1013,1948,414,204,1307,1134,1,1388,1592,857,teamgamelogs,2008-09,Scoring
2008-09,1610612738,BOS,Boston Celtics,0020801197,2009-04-12T00:00:00,BOS @ CLE,L,48.0,0.778,0.222,0.632,0.237,0.197,0.079,0.171,0.171,0.395,0.708,0.292,0.6,0.4,0.69,0.31,1,1231,1231,1231,141,1262,1184,1031,832,1175,1844,1489,1007,1280,95,2365,2251,162,273,2182,teamgamelogs,2008-09,Scoring
2008-09,1610612763,MEM,Memphis Grizzlies,0020801201,2009-04-12T00:00:00,MEM @ LAL,L,48.0,0.732,0.268,0.48,0.133,0.32,0.067,0.2,0.12,0.347,0.5,0.5,0.875,0.125,0.615,0.385,1,1231,1231,1231,141,1810,649,2289,2069,206,2014,1007,1838,1797,1139,1166,1272,1087,769,1677,teamgamelogs,2008-09,Scoring
2008-09,1610612742,DAL,Dallas Mavericks,0020801196,2009-04-12T00:00:00,DAL @ NOH,L,48.0,0.747,0.253,0.674,0.239,0.196,0.033,0.13,0.141,0.435,0.484,0.516,1.0,0.0,0.568,0.432,1,1231,1231,1231,141,1640,815,596,802,1188,2347,2076,1509,833,1345,1096,1,1388,1187,1251,teamgamelogs,2008-09,Scoring
2008-09,1610612761,TOR,Toronto Raptors,0020801199,2009-04-12T00:00:00,TOR vs. PHI,W,48.0,0.833,0.167,0.685,0.342,0.108,0.108,0.207,0.279,0.342,0.605,0.395,1.0,0.0,0.643,0.357,1,1,1,1,141,517,1919,510,136,2099,1364,908,79,1846,455,2005,1,1388,574,1874,teamgamelogs,2008-09,Scoring
2008-09,1610612752,NYK,New York Knicks,0020801198,2009-04-12T00:00:00,NYK @ MIA,L,48.0,0.682,0.318,0.59,0.171,0.229,0.076,0.181,0.152,0.419,0.419,0.581,0.75,0.25,0.487,0.513,1,1231,1231,1231,141,2214,245,1479,1644,820,1882,1335,1306,1009,1825,617,1860,461,1887,559,teamgamelogs,2008-09,Scoring
2008-09,1610612739,CLE,Cleveland Cavaliers,0020801197,2009-04-12T00:00:00,CLE vs. BOS,W,48.0,0.768,0.232,0.523,0.206,0.28,0.065,0.196,0.131,0.318,0.571,0.429,0.8,0.2,0.632,0.368,1,1,1,1,141,1389,1069,2057,1205,405,2024,1082,1668,2055,666,1766,1641,651,650,1793,teamgamelogs,2008-09,Scoring
2008-09,1610612755,PHI,Philadelphia 76ers,0020801199,2009-04-12T00:00:00,PHI @ TOR,L,48.0,0.783,0.217,0.538,0.135,0.173,0.135,0.288,0.077,0.404,0.464,0.536,0.833,0.167,0.529,0.471,1,1231,1231,1231,141,1199,1258,1952,2062,1452,954,140,2301,1170,1494,951,1492,830,1556,888,teamgamelogs,2008-09,Scoring
2008-09,1610612740,NOH,New Orleans Hornets,0020801196,2009-04-12T00:00:00,NOH vs. DAL,W,48.0,0.736,0.264,0.647,0.255,0.206,0.127,0.147,0.078,0.392,0.515,0.485,1.0,0.0,0.6,0.4,1,1,1,1,141,1772,684,861,649,1052,1056,1873,2294,1297,1097,1343,1,1388,871,1530,teamgamelogs,2008-09,Scoring
2008-09,1610612759,SAS,San Antonio Spurs,0020801200,2009-04-12T00:00:00,SAS @ SAC,W,48.0,0.741,0.259,0.547,0.168,0.284,0.095,0.168,0.137,0.379,0.385,0.615,0.778,0.222,0.486,0.514,1,1,1,1,141,1709,746,1865,1685,384,1586,1529,1582,1442,2041,404,1806,599,1919,524,teamgamelogs,2008-09,Scoring
2008-09,1610612748,MIA,Miami Heat,0020801198,2009-04-12T00:00:00,MIA vs. NYK,W,48.0,0.613,0.388,0.492,0.197,0.369,0.123,0.139,0.057,0.295,0.333,0.667,0.6,0.4,0.422,0.578,1,1,1,1,141,2411,49,2224,1345,64,1129,1982,2407,2199,2252,173,2251,162,2241,219,teamgamelogs,2008-09,Scoring
