season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,endpoint,input_season,input_measure
2022-23,1610612754,IND,Indiana Pacers,0022200415,2022-12-14T00:00:00,IND vs. GSW,W,48.0,33.0,3.0,20.0,50.0,26.0,18.0,13.0,46.0,1,1,1,1,99,15,1456,226,684,1336,1108,663,467,teamgamelogs,2022-23,Misc
2022-23,1610612748,MIA,Miami Heat,0022200419,2022-12-14T00:00:00,MIA @ OKC,W,48.0,23.0,9.0,4.0,20.0,19.0,10.0,19.0,60.0,1,1,1,1,99,230,1104,1400,1478,896,378,1154,1193,teamgamelogs,2022-23,Misc
2022-23,1610612752,NYK,New York Knicks,0022200418,2022-12-14T00:00:00,NYK @ CHI,W,53.0,16.0,20.0,14.0,42.0,19.0,9.0,16.0,58.0,1,1,1,1,11,789,191,633,1099,896,291,925,1119,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200417,2022-12-14T00:00:00,SAC @ TOR,W,48.0,12.0,17.0,31.0,50.0,17.0,14.0,16.0,68.0,1,1,1,1,99,1137,374,11,684,693,750,925,1402,teamgamelogs,2022-23,Misc
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200423,2022-12-14T00:00:00,MIN @ LAC,L,48.0,17.0,6.0,14.0,50.0,14.0,13.0,8.0,36.0,1,741,741,741,99,693,1330,633,684,432,672,234,115,teamgamelogs,2022-23,Misc
2022-23,1610612759,SAS,San Antonio Spurs,0022200420,2022-12-14T00:00:00,SAS vs. POR,L,48.0,23.0,18.0,18.0,56.0,14.0,16.0,13.0,56.0,1,741,741,741,99,230,302,328,363,432,926,663,1028,teamgamelogs,2022-23,Misc
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200421,2022-12-14T00:00:00,CLE @ DAL,W,48.0,19.0,8.0,7.0,52.0,10.0,6.0,0.0,26.0,1,1,1,1,99,506,1191,1248,573,147,96,1,9,teamgamelogs,2022-23,Misc
2022-23,1610612741,CHI,Chicago Bulls,0022200418,2022-12-14T00:00:00,CHI vs. NYK,L,53.0,19.0,9.0,16.0,58.0,16.0,20.0,14.0,42.0,1,741,741,741,11,506,1104,468,289,604,1241,757,294,teamgamelogs,2022-23,Misc
2022-23,1610612753,ORL,Orlando Magic,0022200416,2022-12-14T00:00:00,ORL vs. ATL,W,48.0,19.0,19.0,19.0,50.0,11.0,21.0,4.0,56.0,1,1,1,1,99,506,241,270,684,206,1291,38,1028,teamgamelogs,2022-23,Misc
2022-23,1610612757,POR,Portland Trail Blazers,0022200420,2022-12-14T00:00:00,POR @ SAS,W,48.0,14.0,16.0,13.0,56.0,23.0,18.0,18.0,56.0,1,1,1,1,99,961,464,725,363,1197,1108,1089,1028,teamgamelogs,2022-23,Misc
2022-23,1610612760,OKC,Oklahoma City Thunder,0022200419,2022-12-14T00:00:00,OKC vs. MIA,L,48.0,19.0,10.0,19.0,60.0,23.0,9.0,4.0,20.0,1,741,741,741,99,506,1018,270,221,1197,291,38,3,teamgamelogs,2022-23,Misc
2022-23,1610612764,WAS,Washington Wizards,0022200422,2022-12-14T00:00:00,WAS @ DEN,L,48.0,25.0,14.0,11.0,48.0,17.0,13.0,29.0,98.0,1,741,741,741,99,146,635,918,794,693,672,1450,1480,teamgamelogs,2022-23,Misc
2022-23,1610612749,MIL,Milwaukee Bucks,0022200410,2022-12-13T00:00:00,MIL vs. GSW,W,48.0,20.0,12.0,16.0,48.0,19.0,10.0,7.0,30.0,1,1,1,1,99,426,810,468,794,896,378,181,29,teamgamelogs,2022-23,Misc
2022-23,1610612738,BOS,Boston Celtics,0022200413,2022-12-13T00:00:00,BOS @ LAL,W,53.0,25.0,13.0,16.0,46.0,23.0,8.0,26.0,68.0,1,1,1,1,11,146,732,468,905,1197,202,1411,1402,teamgamelogs,2022-23,Misc
2022-23,1610612744,GSW,Golden State Warriors,0022200410,2022-12-13T00:00:00,GSW @ MIL,L,48.0,19.0,10.0,7.0,30.0,20.0,12.0,16.0,48.0,1,741,741,741,99,506,1018,1248,1439,976,582,925,577,teamgamelogs,2022-23,Misc
2022-23,1610612745,HOU,Houston Rockets,0022200411,2022-12-13T00:00:00,HOU vs. PHX,W,48.0,13.0,20.0,21.0,40.0,26.0,14.0,21.0,30.0,1,1,1,1,99,1050,191,173,1188,1336,750,1256,29,teamgamelogs,2022-23,Misc
2022-23,1610612762,UTA,Utah Jazz,0022200412,2022-12-13T00:00:00,UTA vs. NOP,W,48.0,26.0,22.0,12.0,64.0,22.0,22.0,10.0,60.0,1,1,1,1,99,109,104,819,114,1138,1333,390,1193,teamgamelogs,2022-23,Misc
2022-23,1610612747,LAL,Los Angeles Lakers,0022200413,2022-12-13T00:00:00,LAL vs. BOS,L,53.0,23.0,8.0,26.0,68.0,25.0,13.0,16.0,46.0,1,741,741,741,11,230,1191,49,58,1294,672,925,467,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200409,2022-12-13T00:00:00,SAC @ PHI,L,48.0,7.0,26.0,21.0,52.0,25.0,7.0,23.0,44.0,1,741,741,741,99,1412,33,173,573,1294,152,1340,383,teamgamelogs,2022-23,Misc
2022-23,1610612740,NOP,New Orleans Pelicans,0022200412,2022-12-13T00:00:00,NOP @ UTA,L,48.0,22.0,22.0,10.0,60.0,26.0,22.0,12.0,64.0,1,741,741,741,99,285,104,1010,221,1336,1333,564,1314,teamgamelogs,2022-23,Misc
2022-23,1610612755,PHI,Philadelphia 76ers,0022200409,2022-12-13T00:00:00,PHI vs. SAC,W,48.0,25.0,7.0,23.0,44.0,7.0,26.0,21.0,52.0,1,1,1,1,99,146,1280,120,1015,46,1435,1256,798,teamgamelogs,2022-23,Misc
2022-23,1610612756,PHX,Phoenix Suns,0022200411,2022-12-13T00:00:00,PHX @ HOU,L,48.0,26.0,14.0,21.0,30.0,13.0,20.0,21.0,40.0,1,741,741,741,99,109,635,173,1439,345,1241,1256,214,teamgamelogs,2022-23,Misc
2022-23,1610612742,DAL,Dallas Mavericks,0022200405,2022-12-12T00:00:00,DAL vs. OKC,W,48.0,14.0,24.0,9.0,32.0,20.0,13.0,17.0,52.0,1,1,1,1,99,961,67,1092,1414,976,672,1014,798,teamgamelogs,2022-23,Misc
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200406,2022-12-12T00:00:00,CLE @ SAS,L,48.0,21.0,14.0,10.0,58.0,18.0,21.0,6.0,52.0,1,741,741,741,99,344,635,1010,289,789,1291,113,798,teamgamelogs,2022-23,Misc
2022-23,1610612738,BOS,Boston Celtics,0022200408,2022-12-12T00:00:00,BOS @ LAC,L,48.0,8.0,9.0,1.0,46.0,12.0,16.0,14.0,46.0,1,741,741,741,99,1381,1104,1473,905,264,926,757,467,teamgamelogs,2022-23,Misc
2022-23,1610612757,POR,Portland Trail Blazers,0022200407,2022-12-12T00:00:00,POR vs. MIN,W,48.0,9.0,12.0,24.0,48.0,21.0,4.0,17.0,60.0,1,1,1,1,99,1335,810,87,794,1056,26,1014,1193,teamgamelogs,2022-23,Misc
2022-23,1610612759,SAS,San Antonio Spurs,0022200406,2022-12-12T00:00:00,SAS vs. CLE,W,48.0,18.0,21.0,6.0,52.0,21.0,14.0,10.0,58.0,1,1,1,1,99,586,149,1301,573,1056,750,390,1119,teamgamelogs,2022-23,Misc
2022-23,1610612746,LAC,LA Clippers,0022200408,2022-12-12T00:00:00,LAC vs. BOS,W,48.0,12.0,16.0,14.0,46.0,8.0,9.0,1.0,46.0,1,1,1,1,99,1137,464,633,905,70,291,8,467,teamgamelogs,2022-23,Misc
2022-23,1610612763,MEM,Memphis Grizzlies,0022200404,2022-12-12T00:00:00,MEM vs. ATL,W,48.0,27.0,17.0,19.0,72.0,18.0,17.0,10.0,42.0,1,1,1,1,99,86,374,270,16,789,1018,390,294,teamgamelogs,2022-23,Misc
2022-23,1610612751,BKN,Brooklyn Nets,0022200403,2022-12-12T00:00:00,BKN @ WAS,W,48.0,21.0,10.0,20.0,48.0,10.0,6.0,10.0,40.0,1,1,1,1,99,344,1018,226,794,147,96,390,214,teamgamelogs,2022-23,Misc
2022-23,1610612760,OKC,Oklahoma City Thunder,0022200405,2022-12-12T00:00:00,OKC @ DAL,L,48.0,20.0,13.0,17.0,52.0,14.0,24.0,9.0,32.0,1,741,741,741,99,426,732,393,573,432,1397,307,43,teamgamelogs,2022-23,Misc
2022-23,1610612748,MIA,Miami Heat,0022200402,2022-12-12T00:00:00,MIA @ IND,W,48.0,19.0,8.0,6.0,38.0,10.0,14.0,12.0,28.0,1,1,1,1,99,506,1191,1301,1268,147,750,564,16,teamgamelogs,2022-23,Misc
2022-23,1610612737,ATL,Atlanta Hawks,0022200404,2022-12-12T00:00:00,ATL @ MEM,L,48.0,18.0,17.0,10.0,42.0,27.0,17.0,19.0,72.0,1,741,741,741,99,586,374,1010,1099,1373,1018,1154,1447,teamgamelogs,2022-23,Misc
2022-23,1610612754,IND,Indiana Pacers,0022200402,2022-12-12T00:00:00,IND vs. MIA,L,48.0,10.0,14.0,12.0,28.0,19.0,8.0,6.0,38.0,1,741,741,741,99,1276,635,819,1453,896,202,113,153,teamgamelogs,2022-23,Misc
2022-23,1610612764,WAS,Washington Wizards,0022200403,2022-12-12T00:00:00,WAS vs. BKN,L,48.0,10.0,6.0,10.0,40.0,21.0,10.0,20.0,48.0,1,741,741,741,99,1276,1330,1010,1188,1056,378,1212,577,teamgamelogs,2022-23,Misc
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200407,2022-12-12T00:00:00,MIN @ POR,L,48.0,21.0,4.0,17.0,60.0,9.0,12.0,24.0,48.0,1,741,741,741,99,344,1410,393,221,101,582,1362,577,teamgamelogs,2022-23,Misc
2022-23,1610612741,CHI,Chicago Bulls,0022200400,2022-12-11T00:00:00,CHI @ ATL,L,53.0,17.0,11.0,14.0,64.0,23.0,16.0,6.0,56.0,1,741,741,741,11,693,900,633,114,1197,926,113,1028,teamgamelogs,2022-23,Misc
2022-23,1610612752,NYK,New York Knicks,0022200397,2022-12-11T00:00:00,NYK vs. SAC,W,48.0,19.0,15.0,8.0,58.0,23.0,20.0,6.0,46.0,1,1,1,1,99,506,556,1175,289,1197,1241,113,467,teamgamelogs,2022-23,Misc
2022-23,1610612766,CHA,Charlotte Hornets,0022200399,2022-12-11T00:00:00,CHA @ PHI,L,48.0,18.0,27.0,22.0,50.0,19.0,5.0,19.0,56.0,1,741,741,741,99,586,21,142,684,896,72,1154,1028,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200397,2022-12-11T00:00:00,SAC @ NYK,L,48.0,23.0,20.0,6.0,46.0,19.0,15.0,8.0,58.0,1,741,741,741,99,230,191,1301,905,896,847,234,1119,teamgamelogs,2022-23,Misc
2022-23,1610612737,ATL,Atlanta Hawks,0022200400,2022-12-11T00:00:00,ATL vs. CHI,W,53.0,23.0,16.0,6.0,56.0,17.0,11.0,14.0,64.0,1,1,1,1,11,230,464,1301,363,693,464,757,1314,teamgamelogs,2022-23,Misc
2022-23,1610612755,PHI,Philadelphia 76ers,0022200399,2022-12-11T00:00:00,PHI vs. CHA,W,48.0,19.0,5.0,19.0,56.0,18.0,27.0,22.0,50.0,1,1,1,1,99,506,1386,270,363,789,1449,1309,688,teamgamelogs,2022-23,Misc
2022-23,1610612740,NOP,New Orleans Pelicans,0022200395,2022-12-11T00:00:00,NOP vs. PHX,W,53.0,27.0,7.0,19.0,70.0,25.0,21.0,11.0,64.0,1,1,1,1,11,86,1280,270,35,1294,1291,472,1314,teamgamelogs,2022-23,Misc
2022-23,1610612745,HOU,Houston Rockets,0022200401,2022-12-11T00:00:00,HOU vs. MIL,W,48.0,18.0,12.0,16.0,56.0,12.0,12.0,14.0,36.0,1,1,1,1,99,586,810,468,363,264,582,757,115,teamgamelogs,2022-23,Misc
2022-23,1610612761,TOR,Toronto Raptors,0022200398,2022-12-11T00:00:00,TOR @ ORL,L,48.0,25.0,15.0,8.0,38.0,9.0,18.0,14.0,34.0,1,741,741,741,99,146,556,1175,1268,101,1108,757,68,teamgamelogs,2022-23,Misc
2022-23,1610612753,ORL,Orlando Magic,0022200398,2022-12-11T00:00:00,ORL vs. TOR,W,48.0,9.0,18.0,14.0,34.0,25.0,15.0,8.0,38.0,1,1,1,1,99,1335,302,633,1367,1294,847,234,153,teamgamelogs,2022-23,Misc
2022-23,1610612749,MIL,Milwaukee Bucks,0022200401,2022-12-11T00:00:00,MIL @ HOU,L,48.0,12.0,12.0,14.0,36.0,18.0,12.0,16.0,56.0,1,741,741,741,99,1137,810,633,1329,789,582,925,1028,teamgamelogs,2022-23,Misc
2022-23,1610612747,LAL,Los Angeles Lakers,0022200396,2022-12-11T00:00:00,LAL @ DET,W,48.0,13.0,6.0,13.0,52.0,12.0,10.0,13.0,40.0,1,1,1,1,99,1050,1330,725,573,264,378,663,214,teamgamelogs,2022-23,Misc
2022-23,1610612765,DET,Detroit Pistons,0022200396,2022-12-11T00:00:00,DET vs. LAL,L,48.0,12.0,10.0,13.0,40.0,13.0,6.0,13.0,52.0,1,741,741,741,99,1137,1018,725,1188,345,96,663,798,teamgamelogs,2022-23,Misc
2022-23,1610612756,PHX,Phoenix Suns,0022200395,2022-12-11T00:00:00,PHX @ NOP,L,53.0,25.0,21.0,11.0,64.0,27.0,7.0,19.0,70.0,1,741,741,741,11,146,149,918,114,1373,152,1154,1424,teamgamelogs,2022-23,Misc
2022-23,1610612742,DAL,Dallas Mavericks,0022200391,2022-12-10T00:00:00,DAL @ CHI,L,48.0,9.0,9.0,10.0,54.0,14.0,8.0,27.0,50.0,1,741,741,741,99,1335,1104,1010,454,432,202,1433,688,teamgamelogs,2022-23,Misc
2022-23,1610612746,LAC,LA Clippers,0022200389,2022-12-10T00:00:00,LAC @ WAS,W,48.0,20.0,9.0,18.0,32.0,14.0,7.0,20.0,32.0,1,1,1,1,99,426,1104,328,1414,432,152,1212,43,teamgamelogs,2022-23,Misc
2022-23,1610612751,BKN,Brooklyn Nets,0022200388,2022-12-10T00:00:00,BKN @ IND,W,48.0,26.0,37.0,25.0,72.0,26.0,12.0,17.0,42.0,1,1,1,1,99,109,2,71,16,1336,582,1014,294,teamgamelogs,2022-23,Misc
2022-23,1610612757,POR,Portland Trail Blazers,0022200394,2022-12-10T00:00:00,POR vs. MIN,W,48.0,18.0,22.0,11.0,46.0,14.0,4.0,10.0,56.0,1,1,1,1,99,586,104,918,905,432,26,390,1028,teamgamelogs,2022-23,Misc
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200394,2022-12-10T00:00:00,MIN @ POR,L,48.0,14.0,4.0,10.0,56.0,18.0,22.0,11.0,46.0,1,741,741,741,99,961,1410,1010,363,789,1333,472,467,teamgamelogs,2022-23,Misc
2022-23,1610612754,IND,Indiana Pacers,0022200388,2022-12-10T00:00:00,IND vs. BKN,L,48.0,26.0,12.0,17.0,42.0,26.0,37.0,25.0,72.0,1,741,741,741,99,109,810,393,1099,1336,1478,1395,1447,teamgamelogs,2022-23,Misc
2022-23,1610612738,BOS,Boston Celtics,0022200392,2022-12-10T00:00:00,BOS @ GSW,L,48.0,20.0,7.0,11.0,38.0,3.0,21.0,19.0,46.0,1,741,741,741,99,426,1280,918,1268,4,1291,1154,467,teamgamelogs,2022-23,Misc
2022-23,1610612748,MIA,Miami Heat,0022200387,2022-12-10T00:00:00,MIA vs. SAS,L,48.0,12.0,7.0,17.0,50.0,17.0,17.0,11.0,54.0,1,741,741,741,99,1137,1280,393,684,693,1018,472,909,teamgamelogs,2022-23,Misc
2022-23,1610612741,CHI,Chicago Bulls,0022200391,2022-12-10T00:00:00,CHI vs. DAL,W,48.0,14.0,8.0,27.0,50.0,9.0,9.0,10.0,54.0,1,1,1,1,99,961,1191,37,684,101,291,390,909,teamgamelogs,2022-23,Misc
2022-23,1610612764,WAS,Washington Wizards,0022200389,2022-12-10T00:00:00,WAS vs. LAC,L,48.0,14.0,7.0,20.0,32.0,20.0,9.0,18.0,32.0,1,741,741,741,99,961,1280,226,1414,976,291,1089,43,teamgamelogs,2022-23,Misc
2022-23,1610612759,SAS,San Antonio Spurs,0022200387,2022-12-10T00:00:00,SAS @ MIA,W,48.0,17.0,17.0,11.0,54.0,12.0,7.0,17.0,50.0,1,1,1,1,99,693,374,918,454,264,152,1014,688,teamgamelogs,2022-23,Misc
2022-23,1610612743,DEN,Denver Nuggets,0022200393,2022-12-10T00:00:00,DEN vs. UTA,W,48.0,21.0,8.0,17.0,66.0,12.0,5.0,15.0,44.0,1,1,1,1,99,344,1191,393,80,264,72,849,383,teamgamelogs,2022-23,Misc
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200390,2022-12-10T00:00:00,CLE vs. OKC,W,48.0,17.0,9.0,8.0,54.0,18.0,4.0,14.0,54.0,1,1,1,1,99,693,1104,1175,454,789,26,757,909,teamgamelogs,2022-23,Misc
2022-23,1610612762,UTA,Utah Jazz,0022200393,2022-12-10T00:00:00,UTA @ DEN,L,48.0,12.0,5.0,15.0,44.0,21.0,8.0,17.0,66.0,1,741,741,741,99,1137,1386,557,1015,1056,202,1014,1368,teamgamelogs,2022-23,Misc
2022-23,1610612760,OKC,Oklahoma City Thunder,0022200390,2022-12-10T00:00:00,OKC @ CLE,L,48.0,18.0,4.0,14.0,54.0,17.0,9.0,8.0,54.0,1,741,741,741,99,586,1410,633,454,693,291,234,909,teamgamelogs,2022-23,Misc
2022-23,1610612744,GSW,Golden State Warriors,0022200392,2022-12-10T00:00:00,GSW vs. BOS,W,48.0,3.0,21.0,19.0,46.0,20.0,7.0,11.0,38.0,1,1,1,1,99,1476,149,270,905,976,152,472,153,teamgamelogs,2022-23,Misc
2022-23,1610612765,DET,Detroit Pistons,0022200383,2022-12-09T00:00:00,DET @ MEM,L,48.0,12.0,19.0,9.0,40.0,25.0,19.0,13.0,68.0,1,741,741,741,99,1137,241,1092,1188,1294,1180,663,1402,teamgamelogs,2022-23,Misc
2022-23,1610612753,ORL,Orlando Magic,0022200379,2022-12-09T00:00:00,ORL vs. TOR,W,48.0,8.0,7.0,11.0,50.0,20.0,11.0,26.0,40.0,1,1,1,1,99,1381,1280,918,684,976,464,1411,214,teamgamelogs,2022-23,Misc
2022-23,1610612742,DAL,Dallas Mavericks,0022200386,2022-12-09T00:00:00,DAL vs. MIL,L,48.0,14.0,16.0,13.0,48.0,9.0,14.0,14.0,44.0,1,741,741,741,99,961,464,725,794,101,750,757,383,teamgamelogs,2022-23,Misc
2022-23,1610612764,WAS,Washington Wizards,0022200378,2022-12-09T00:00:00,WAS @ IND,L,48.0,17.0,15.0,16.0,52.0,18.0,14.0,11.0,40.0,1,741,741,741,99,693,556,468,573,789,750,472,214,teamgamelogs,2022-23,Misc
2022-23,1610612756,PHX,Phoenix Suns,0022200384,2022-12-09T00:00:00,PHX @ NOP,L,48.0,10.0,9.0,14.0,38.0,23.0,23.0,18.0,72.0,1,741,741,741,99,1276,1104,633,1268,1197,1378,1089,1447,teamgamelogs,2022-23,Misc
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200385,2022-12-09T00:00:00,MIN @ UTA,W,48.0,17.0,3.0,11.0,54.0,23.0,9.0,7.0,42.0,1,1,1,1,99,693,1456,918,454,1197,291,181,294,teamgamelogs,2022-23,Misc
2022-23,1610612761,TOR,Toronto Raptors,0022200379,2022-12-09T00:00:00,TOR @ ORL,L,48.0,20.0,11.0,26.0,40.0,8.0,7.0,11.0,50.0,1,741,741,741,99,426,900,49,1188,70,152,472,688,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200381,2022-12-09T00:00:00,SAC @ CLE,W,48.0,24.0,9.0,16.0,32.0,17.0,13.0,7.0,44.0,1,1,1,1,99,188,1104,468,1414,693,672,181,383,teamgamelogs,2022-23,Misc
2022-23,1610612763,MEM,Memphis Grizzlies,0022200383,2022-12-09T00:00:00,MEM vs. DET,W,48.0,25.0,19.0,13.0,68.0,12.0,19.0,9.0,40.0,1,1,1,1,99,146,241,725,58,264,1180,307,214,teamgamelogs,2022-23,Misc
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200381,2022-12-09T00:00:00,CLE vs. SAC,L,48.0,17.0,13.0,7.0,44.0,24.0,9.0,16.0,32.0,1,741,741,741,99,693,732,1248,1015,1252,291,925,43,teamgamelogs,2022-23,Misc
2022-23,1610612762,UTA,Utah Jazz,0022200385,2022-12-09T00:00:00,UTA vs. MIN,L,48.0,23.0,9.0,7.0,42.0,17.0,3.0,11.0,54.0,1,741,741,741,99,230,1104,1248,1099,693,14,472,909,teamgamelogs,2022-23,Misc
2022-23,1610612755,PHI,Philadelphia 76ers,0022200382,2022-12-09T00:00:00,PHI vs. LAL,W,53.0,23.0,8.0,16.0,46.0,31.0,11.0,32.0,54.0,1,1,1,1,11,230,1191,468,905,1436,464,1471,909,teamgamelogs,2022-23,Misc
2022-23,1610612766,CHA,Charlotte Hornets,0022200377,2022-12-09T00:00:00,CHA vs. NYK,L,48.0,15.0,12.0,18.0,54.0,22.0,28.0,13.0,54.0,1,741,741,741,99,878,810,328,454,1138,1461,663,909,teamgamelogs,2022-23,Misc
2022-23,1610612749,MIL,Milwaukee Bucks,0022200386,2022-12-09T00:00:00,MIL @ DAL,W,48.0,9.0,14.0,14.0,44.0,14.0,16.0,13.0,48.0,1,1,1,1,99,1335,635,633,1015,432,926,663,577,teamgamelogs,2022-23,Misc
2022-23,1610612737,ATL,Atlanta Hawks,0022200380,2022-12-09T00:00:00,ATL @ BKN,L,48.0,29.0,12.0,21.0,62.0,19.0,15.0,19.0,48.0,1,741,741,741,99,55,810,173,168,896,847,1154,577,teamgamelogs,2022-23,Misc
2022-23,1610612752,NYK,New York Knicks,0022200377,2022-12-09T00:00:00,NYK @ CHA,W,48.0,22.0,28.0,13.0,54.0,15.0,12.0,18.0,54.0,1,1,1,1,99,285,15,725,454,521,582,1089,909,teamgamelogs,2022-23,Misc
2022-23,1610612747,LAL,Los Angeles Lakers,0022200382,2022-12-09T00:00:00,LAL @ PHI,L,53.0,31.0,11.0,32.0,54.0,23.0,8.0,16.0,46.0,1,741,741,741,11,29,900,8,454,1197,202,925,467,teamgamelogs,2022-23,Misc
2022-23,1610612751,BKN,Brooklyn Nets,0022200380,2022-12-09T00:00:00,BKN vs. ATL,W,48.0,19.0,15.0,19.0,48.0,29.0,12.0,21.0,62.0,1,1,1,1,99,506,556,270,794,1413,582,1256,1261,teamgamelogs,2022-23,Misc
2022-23,1610612740,NOP,New Orleans Pelicans,0022200384,2022-12-09T00:00:00,NOP vs. PHX,W,48.0,23.0,23.0,18.0,72.0,10.0,9.0,14.0,38.0,1,1,1,1,99,230,85,328,16,147,291,757,153,teamgamelogs,2022-23,Misc
2022-23,1610612754,IND,Indiana Pacers,0022200378,2022-12-09T00:00:00,IND vs. WAS,W,48.0,18.0,14.0,11.0,40.0,17.0,15.0,16.0,52.0,1,1,1,1,99,586,635,918,1188,693,847,925,798,teamgamelogs,2022-23,Misc
2022-23,1610612759,SAS,San Antonio Spurs,0022200375,2022-12-08T00:00:00,SAS vs. HOU,W,48.0,11.0,12.0,21.0,60.0,17.0,16.0,4.0,62.0,1,1,1,1,99,1218,810,173,221,693,926,38,1261,teamgamelogs,2022-23,Misc
2022-23,1610612757,POR,Portland Trail Blazers,0022200376,2022-12-08T00:00:00,POR vs. DEN,L,48.0,21.0,9.0,15.0,46.0,12.0,22.0,6.0,64.0,1,741,741,741,99,344,1104,557,905,264,1333,113,1314,teamgamelogs,2022-23,Misc
2022-23,1610612746,LAC,LA Clippers,0022200374,2022-12-08T00:00:00,LAC @ MIA,L,48.0,6.0,6.0,6.0,32.0,22.0,10.0,14.0,58.0,1,741,741,741,99,1436,1330,1301,1414,1138,378,757,1119,teamgamelogs,2022-23,Misc
2022-23,1610612745,HOU,Houston Rockets,0022200375,2022-12-08T00:00:00,HOU @ SAS,L,48.0,17.0,16.0,4.0,62.0,11.0,12.0,21.0,60.0,1,741,741,741,99,693,464,1400,168,206,582,1256,1193,teamgamelogs,2022-23,Misc
2022-23,1610612743,DEN,Denver Nuggets,0022200376,2022-12-08T00:00:00,DEN @ POR,W,48.0,12.0,22.0,6.0,64.0,21.0,9.0,15.0,46.0,1,1,1,1,99,1137,104,1301,114,1056,291,849,467,teamgamelogs,2022-23,Misc
2022-23,1610612748,MIA,Miami Heat,0022200374,2022-12-08T00:00:00,MIA vs. LAC,W,48.0,22.0,10.0,14.0,58.0,6.0,6.0,6.0,32.0,1,1,1,1,99,285,1018,633,289,26,96,113,43,teamgamelogs,2022-23,Misc
2022-23,1610612763,MEM,Memphis Grizzlies,0022200368,2022-12-07T00:00:00,MEM vs. OKC,W,48.0,21.0,12.0,18.0,62.0,23.0,18.0,9.0,38.0,1,1,1,1,99,344,810,328,168,1197,1108,307,153,teamgamelogs,2022-23,Misc
2022-23,1610612762,UTA,Utah Jazz,0022200372,2022-12-07T00:00:00,UTA vs. GSW,W,48.0,11.0,14.0,4.0,60.0,20.0,14.0,8.0,50.0,1,1,1,1,99,1218,635,1400,221,976,750,234,688,teamgamelogs,2022-23,Misc
2022-23,1610612746,LAC,LA Clippers,0022200363,2022-12-07T00:00:00,LAC @ ORL,L,53.0,16.0,15.0,10.0,40.0,29.0,19.0,12.0,54.0,1,741,741,741,11,789,556,1010,1188,1413,1180,564,909,teamgamelogs,2022-23,Misc
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200370,2022-12-07T00:00:00,MIN vs. IND,W,48.0,16.0,13.0,15.0,64.0,18.0,9.0,24.0,36.0,1,1,1,1,99,789,732,557,114,789,291,1362,115,teamgamelogs,2022-23,Misc
2022-23,1610612738,BOS,Boston Celtics,0022200373,2022-12-07T00:00:00,BOS @ PHX,W,48.0,20.0,21.0,10.0,54.0,17.0,16.0,4.0,44.0,1,1,1,1,99,426,149,1010,454,693,926,38,383,teamgamelogs,2022-23,Misc
2022-23,1610612740,NOP,New Orleans Pelicans,0022200371,2022-12-07T00:00:00,NOP vs. DET,W,48.0,17.0,16.0,9.0,62.0,14.0,14.0,6.0,28.0,1,1,1,1,99,693,464,1092,168,432,750,113,16,teamgamelogs,2022-23,Misc
2022-23,1610612758,SAC,Sacramento Kings,0022200369,2022-12-07T00:00:00,SAC @ MIL,L,48.0,4.0,11.0,7.0,48.0,8.0,25.0,11.0,56.0,1,741,741,741,99,1464,900,1248,794,70,1415,472,1028,teamgamelogs,2022-23,Misc
2022-23,1610612749,MIL,Milwaukee Bucks,0022200369,2022-12-07T00:00:00,MIL vs. SAC,W,48.0,8.0,25.0,11.0,56.0,4.0,11.0,7.0,48.0,1,1,1,1,99,1381,47,918,363,6,464,181,577,teamgamelogs,2022-23,Misc
2022-23,1610612756,PHX,Phoenix Suns,0022200373,2022-12-07T00:00:00,PHX vs. BOS,L,48.0,17.0,16.0,4.0,44.0,20.0,21.0,10.0,54.0,1,741,741,741,99,693,464,1400,1015,976,1291,390,909,teamgamelogs,2022-23,Misc
2022-23,1610612761,TOR,Toronto Raptors,0022200366,2022-12-07T00:00:00,TOR vs. LAL,W,48.0,22.0,24.0,28.0,58.0,13.0,17.0,23.0,52.0,1,1,1,1,99,285,67,32,289,345,1018,1340,798,teamgamelogs,2022-23,Misc
