season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,endpoint,input_season,input_measure
2013-14,1610612746,LAC,Los Angeles Clippers,0021301228,2014-04-16T00:00:00,LAC @ POR,L,48.0,0.595,0.405,0.5,0.231,0.231,0.115,0.269,0.183,0.269,0.538,0.462,0.75,0.25,0.588,0.412,1,1231,1231,1231,159,2399,60,2100,521,1128,1422,133,894,2365,1059,1382,1730,553,1195,1243,teamgamelogs,2013-14,Scoring
2013-14,1610612745,HOU,Houston Rockets,0021301219,2014-04-16T00:00:00,HOU @ NOP,L,48.0,0.63,0.37,0.42,0.06,0.42,0.18,0.16,0.18,0.36,0.476,0.524,0.929,0.071,0.657,0.343,1,1231,1231,1231,159,2296,161,2412,2352,48,492,1462,938,1833,1580,875,815,1635,577,1867,teamgamelogs,2013-14,Scoring
2013-14,1610612753,ORL,Orlando Magic,0021301227,2014-04-16T00:00:00,ORL vs. IND,L,48.0,0.81,0.19,0.628,0.186,0.174,0.151,0.198,0.221,0.442,0.407,0.593,0.6,0.4,0.438,0.563,1,1231,1231,1231,159,414,2040,900,1057,1759,864,854,401,1004,2022,429,2242,158,2236,221,teamgamelogs,2013-14,Scoring
2013-14,1610612741,CHI,Chicago Bulls,0021301223,2014-04-16T00:00:00,CHI @ CHA,L,53.0,0.744,0.256,0.605,0.279,0.279,0.128,0.116,0.116,0.326,0.615,0.385,0.625,0.375,0.618,0.382,1,1231,1231,1231,29,1198,1257,1162,206,671,1204,2083,1984,2109,479,1966,2202,222,924,1528,teamgamelogs,2013-14,Scoring
2013-14,1610612757,POR,Portland Trail Blazers,0021301228,2014-04-16T00:00:00,POR vs. LAC,W,48.0,0.743,0.257,0.582,0.091,0.273,0.136,0.145,0.082,0.491,0.625,0.375,0.9,0.1,0.69,0.31,1,1,1,1,159,1234,1227,1391,2170,711,1064,1695,2299,512,421,2014,915,1495,345,2109,teamgamelogs,2013-14,Scoring
2013-14,1610612737,ATL,Atlanta Hawks,0021301217,2014-04-16T00:00:00,ATL @ MIL,W,48.0,0.684,0.316,0.595,0.144,0.216,0.153,0.189,0.216,0.45,0.697,0.303,0.75,0.25,0.707,0.293,1,1,1,1,159,1926,526,1261,1583,1317,833,982,461,909,139,2316,1730,553,265,2191,teamgamelogs,2013-14,Scoring
2013-14,1610612764,WAS,Washington Wizards,0021301222,2014-04-16T00:00:00,WAS @ BOS,W,48.0,0.795,0.205,0.746,0.271,0.153,0.085,0.102,0.127,0.475,0.455,0.545,1.0,0.0,0.52,0.48,1,1,1,1,159,554,1901,85,238,1968,1910,2244,1833,676,1726,713,1,1657,1788,672,teamgamelogs,2013-14,Scoring
2013-14,1610612742,DAL,Dallas Mavericks,0021301216,2014-04-16T00:00:00,DAL @ MEM,L,53.0,0.674,0.326,0.686,0.286,0.229,0.038,0.086,0.181,0.4,0.417,0.583,0.875,0.125,0.5,0.5,1,1231,1231,1231,29,2023,437,395,167,1155,2347,2352,917,1405,1974,476,1054,1305,1881,489,teamgamelogs,2013-14,Scoring
2013-14,1610612739,CLE,Cleveland Cavaliers,0021301224,2014-04-16T00:00:00,CLE vs. BKN,W,48.0,0.77,0.23,0.667,0.14,0.211,0.096,0.123,0.175,0.526,0.632,0.368,1.0,0.0,0.696,0.304,1,1,1,1,159,862,1591,492,1637,1369,1724,2003,1012,283,396,2061,1,1657,318,2141,teamgamelogs,2013-14,Scoring
2013-14,1610612751,BKN,Brooklyn Nets,0021301224,2014-04-16T00:00:00,BKN @ CLE,L,48.0,0.684,0.316,0.518,0.165,0.282,0.0,0.2,0.035,0.353,0.591,0.409,1.0,0.0,0.7,0.3,1,1231,1231,1231,159,1937,520,1999,1322,641,2451,808,2454,1895,645,1811,1,1657,292,2157,teamgamelogs,2013-14,Scoring
2013-14,1610612765,DET,Detroit Pistons,0021301220,2014-04-16T00:00:00,DET @ OKC,L,48.0,0.771,0.229,0.613,0.126,0.216,0.027,0.171,0.126,0.486,0.412,0.588,0.75,0.25,0.476,0.524,1,1231,1231,1231,159,845,1605,1074,1826,1317,2394,1273,1852,553,2000,452,1730,553,2060,397,teamgamelogs,2013-14,Scoring
2013-14,1610612758,SAC,Sacramento Kings,0021301229,2014-04-16T00:00:00,SAC vs. PHX,L,48.0,0.779,0.221,0.667,0.182,0.121,0.162,0.212,0.131,0.485,0.515,0.485,0.5,0.5,0.514,0.486,1,1231,1231,1231,159,752,1700,492,1094,2214,723,649,1755,571,1275,1165,2346,45,1839,612,teamgamelogs,2013-14,Scoring
2013-14,1610612750,MIN,Minnesota Timberwolves,0021301218,2014-04-16T00:00:00,MIN vs. UTA,L,58.0,0.742,0.258,0.492,0.062,0.185,0.231,0.323,0.192,0.431,0.5,0.5,1.0,0.0,0.6,0.4,1,1231,1231,1231,7,1235,1223,2158,2346,1662,163,26,742,1119,1313,1003,1,1657,1069,1342,teamgamelogs,2013-14,Scoring
2013-14,1610612755,PHI,Philadelphia 76ers,0021301225,2014-04-16T00:00:00,PHI @ MIA,W,48.0,0.689,0.311,0.56,0.04,0.3,0.22,0.14,0.37,0.52,0.5,0.5,1.0,0.0,0.632,0.368,1,1,1,1,159,1880,579,1603,2401,459,208,1792,2,316,1313,1003,1,1657,805,1640,teamgamelogs,2013-14,Scoring
2013-14,1610612747,LAL,Los Angeles Lakers,0021301221,2014-04-16T00:00:00,LAL @ SAS,W,48.0,0.703,0.297,0.602,0.159,0.292,0.133,0.106,0.106,0.442,0.588,0.412,0.818,0.182,0.644,0.356,1,1,1,1,159,1735,721,1198,1379,549,1127,2203,2094,985,655,1794,1438,976,700,1756,teamgamelogs,2013-14,Scoring
2013-14,1610612744,GSW,Golden State Warriors,0021301230,2014-04-16T00:00:00,GSW @ DEN,W,48.0,0.744,0.256,0.621,0.155,0.207,0.181,0.172,0.216,0.466,0.528,0.472,1.0,0.0,0.614,0.386,1,1,1,1,159,1192,1264,977,1442,1412,479,1254,471,755,1151,1300,1,1657,956,1501,teamgamelogs,2013-14,Scoring
2013-14,1610612748,MIA,Miami Heat,0021301225,2014-04-16T00:00:00,MIA vs. PHI,L,48.0,0.589,0.411,0.46,0.138,0.345,0.057,0.195,0.253,0.322,0.3,0.7,1.0,0.0,0.533,0.467,1,1231,1231,1231,159,2414,46,2305,1669,236,2205,886,167,2131,2378,80,1,1657,1695,753,teamgamelogs,2013-14,Scoring
2013-14,1610612754,IND,Indiana Pacers,0021301227,2014-04-16T00:00:00,IND @ ORL,W,48.0,0.739,0.261,0.594,0.198,0.327,0.119,0.079,0.119,0.396,0.567,0.433,0.818,0.182,0.634,0.366,1,1,1,1,159,1279,1173,1267,876,310,1349,2385,1950,1469,808,1631,1438,976,777,1668,teamgamelogs,2013-14,Scoring
2013-14,1610612761,TOR,Toronto Raptors,0021301226,2014-04-16T00:00:00,TOR @ NYK,L,48.0,0.638,0.363,0.587,0.109,0.293,0.109,0.12,0.13,0.478,0.481,0.519,0.778,0.222,0.556,0.444,1,1231,1231,1231,159,2249,209,1353,2025,538,1536,2035,1767,637,1532,906,1656,746,1511,931,teamgamelogs,2013-14,Scoring
2013-14,1610612749,MIL,Milwaukee Bucks,0021301217,2014-04-16T00:00:00,MIL vs. ATL,L,48.0,0.766,0.234,0.641,0.117,0.204,0.136,0.155,0.136,0.524,0.606,0.394,0.714,0.286,0.625,0.375,1,1231,1231,1231,159,914,1545,775,1940,1451,1073,1555,1662,293,551,1893,1950,454,850,1581,teamgamelogs,2013-14,Scoring
2013-14,1610612746,LAC,Los Angeles Clippers,0021301215,2014-04-15T00:00:00,LAC vs. DEN,W,48.0,0.711,0.289,0.598,0.239,0.231,0.12,0.171,0.179,0.359,0.571,0.429,1.0,0.0,0.659,0.341,1,1,1,1,159,1643,810,1218,447,1128,1337,1276,946,1842,765,1664,1,1657,544,1906,teamgamelogs,2013-14,Scoring
2013-14,1610612752,NYK,New York Knicks,0021301214,2014-04-15T00:00:00,NYK @ BKN,W,48.0,0.687,0.313,0.385,0.073,0.303,0.11,0.312,0.193,0.312,0.286,0.714,0.818,0.182,0.469,0.531,1,1,1,1,159,1908,552,2443,2287,452,1513,39,740,2178,2400,52,1438,976,2120,335,teamgamelogs,2013-14,Scoring
2013-14,1610612743,DEN,Denver Nuggets,0021301215,2014-04-15T00:00:00,DEN @ LAC,L,48.0,0.646,0.354,0.514,0.038,0.229,0.133,0.257,0.219,0.476,0.519,0.481,0.75,0.25,0.571,0.429,1,1231,1231,1231,159,2209,247,2026,2409,1155,1118,199,423,660,1209,1232,1730,553,1347,1076,teamgamelogs,2013-14,Scoring
2013-14,1610612751,BKN,Brooklyn Nets,0021301214,2014-04-15T00:00:00,BKN vs. NYK,L,48.0,0.667,0.333,0.469,0.02,0.306,0.102,0.224,0.224,0.449,0.652,0.348,1.0,0.0,0.758,0.242,1,1231,1231,1231,159,2058,380,2260,2442,421,1639,489,354,925,304,2152,1,1657,95,2361,teamgamelogs,2013-14,Scoring
2013-14,1610612766,CHA,Charlotte Bobcats,0021301207,2014-04-14T00:00:00,CHA @ ATL,W,48.0,0.688,0.313,0.611,0.232,0.189,0.021,0.2,0.063,0.379,0.759,0.241,0.833,0.167,0.771,0.229,1,1,1,1,159,1898,556,1102,515,1597,2418,808,2392,1659,37,2422,1309,1023,73,2386,teamgamelogs,2013-14,Scoring
2013-14,1610612753,ORL,Orlando Magic,0021301208,2014-04-14T00:00:00,ORL @ CHI,L,48.0,0.792,0.208,0.611,0.358,0.221,0.105,0.168,0.084,0.253,0.759,0.241,0.571,0.429,0.722,0.278,1,1231,1231,1231,159,595,1864,1102,27,1246,1592,1318,2289,2402,37,2422,2308,131,208,2241,teamgamelogs,2013-14,Scoring
2013-14,1610612740,NOP,New Orleans Pelicans,0021301210,2014-04-14T00:00:00,NOP vs. OKC,W,48.0,0.633,0.367,0.515,0.079,0.267,0.178,0.218,0.188,0.436,0.423,0.577,0.889,0.111,0.543,0.457,1,1,1,1,159,2274,181,2019,2249,771,517,570,800,1062,1940,514,966,1408,1616,832,teamgamelogs,2013-14,Scoring
2013-14,1610612749,MIL,Milwaukee Bucks,0021301205,2014-04-14T00:00:00,MIL @ TOR,L,48.0,0.863,0.137,0.64,0.14,0.18,0.11,0.18,0.22,0.5,0.563,0.438,0.5,0.5,0.553,0.447,1,1231,1231,1231,159,78,2382,784,1643,1709,1517,1132,410,422,846,1595,2346,45,1533,914,teamgamelogs,2013-14,Scoring
2013-14,1610612741,CHI,Chicago Bulls,0021301208,2014-04-14T00:00:00,CHI vs. ORL,W,48.0,0.831,0.169,0.63,0.315,0.139,0.111,0.231,0.222,0.315,0.647,0.353,1.0,0.0,0.692,0.308,1,1,1,1,159,233,2224,888,85,2085,1492,412,379,2167,315,2136,1,1657,334,2117,teamgamelogs,2013-14,Scoring
2013-14,1610612737,ATL,Atlanta Hawks,0021301207,2014-04-14T00:00:00,ATL vs. CHA,L,48.0,0.62,0.38,0.559,0.172,0.258,0.043,0.183,0.14,0.387,0.808,0.192,0.75,0.25,0.794,0.206,1,1231,1231,1231,159,2332,126,1614,1243,869,2313,1078,1608,1580,13,2447,1730,553,37,2420,teamgamelogs,2013-14,Scoring
2013-14,1610612759,SAS,San Antonio Spurs,0021301209,2014-04-14T00:00:00,SAS @ HOU,L,48.0,0.809,0.191,0.714,0.286,0.122,0.102,0.163,0.061,0.429,0.6,0.4,0.75,0.25,0.615,0.385,1,1231,1231,1231,159,429,2029,208,167,2202,1639,1404,2401,1131,572,1850,1730,553,936,1506,teamgamelogs,2013-14,Scoring
2013-14,1610612750,MIN,Minnesota Timberwolves,0021301213,2014-04-14T00:00:00,MIN @ GSW,L,48.0,0.815,0.185,0.583,0.117,0.2,0.192,0.217,0.142,0.467,0.829,0.171,1.0,0.0,0.86,0.14,1,1231,1231,1231,159,373,2082,1372,1934,1489,373,584,1572,745,7,2454,1,1657,7,2454,teamgamelogs,2013-14,Scoring
2013-14,1610612738,BOS,Boston Celtics,0021301204,2014-04-14T00:00:00,BOS @ PHI,L,48.0,0.721,0.279,0.574,0.241,0.25,0.074,0.176,0.139,0.333,0.581,0.419,0.889,0.111,0.65,0.35,1,1231,1231,1231,159,1522,931,1486,436,938,2029,1194,1617,2034,708,1733,966,1408,622,1821,teamgamelogs,2013-14,Scoring
2013-14,1610612764,WAS,Washington Wizards,0021301206,2014-04-14T00:00:00,WAS vs. MIA,W,48.0,0.628,0.372,0.561,0.105,0.368,0.14,0.07,0.158,0.456,0.688,0.313,1.0,0.0,0.783,0.217,1,1,1,1,159,2303,154,1596,2057,137,1004,2410,1303,857,169,2287,1,1657,57,2404,teamgamelogs,2013-14,Scoring
2013-14,1610612748,MIA,Miami Heat,0021301206,2014-04-14T00:00:00,MIA @ WAS,L,48.0,0.663,0.338,0.624,0.108,0.226,0.183,0.151,0.172,0.516,0.552,0.448,1.0,0.0,0.639,0.361,1,1231,1231,1231,159,2101,350,945,2037,1192,460,1621,1071,335,936,1499,1,1657,730,1713,teamgamelogs,2013-14,Scoring
2013-14,1610612745,HOU,Houston Rockets,0021301209,2014-04-14T00:00:00,HOU vs. SAS,W,48.0,0.741,0.259,0.654,0.077,0.115,0.125,0.231,0.106,0.577,0.412,0.588,1.0,0.0,0.474,0.526,1,1,1,1,159,1245,1209,625,2268,2249,1247,415,2100,91,2000,452,1,1657,2076,373,teamgamelogs,2013-14,Scoring
2013-14,1610612756,PHX,Phoenix Suns,0021301212,2014-04-14T00:00:00,PHX vs. MEM,L,48.0,0.675,0.325,0.725,0.286,0.165,0.165,0.11,0.253,0.44,0.303,0.697,1.0,0.0,0.395,0.605,1,1231,1231,1231,159,2003,453,158,167,1843,670,2171,169,1024,2373,84,1,1657,2366,93,teamgamelogs,2013-14,Scoring
2013-14,1610612760,OKC,Oklahoma City Thunder,0021301210,2014-04-14T00:00:00,OKC @ NOP,L,48.0,0.584,0.416,0.494,0.135,0.303,0.191,0.202,0.135,0.36,0.636,0.364,0.778,0.222,0.677,0.323,1,1231,1231,1231,159,2421,39,2151,1705,439,381,779,1687,1837,368,2080,1656,746,412,2043,teamgamelogs,2013-14,Scoring
2013-14,1610612761,TOR,Toronto Raptors,0021301205,2014-04-14T00:00:00,TOR vs. MIL,W,48.0,0.605,0.395,0.436,0.091,0.382,0.045,0.182,0.127,0.345,0.542,0.458,0.857,0.143,0.658,0.342,1,1,1,1,159,2374,84,2380,2170,101,2290,1099,1827,1945,1031,1413,1161,1170,564,1885,teamgamelogs,2013-14,Scoring
2013-14,1610612762,UTA,Utah Jazz,0021301211,2014-04-14T00:00:00,UTA vs. LAL,L,48.0,0.765,0.235,0.692,0.25,0.173,0.154,0.135,0.144,0.442,0.528,0.472,1.0,0.0,0.595,0.405,1,1231,1231,1231,159,921,1531,336,360,1766,818,1857,1535,991,1151,1300,1,1657,1125,1322,teamgamelogs,2013-14,Scoring
2013-14,1610612755,PHI,Philadelphia 76ers,0021301204,2014-04-14T00:00:00,PHI vs. BOS,W,48.0,0.848,0.152,0.708,0.142,0.08,0.204,0.212,0.195,0.566,0.55,0.45,1.0,0.0,0.581,0.419,1,1,1,1,159,137,2323,245,1619,2388,300,643,714,119,963,1491,1,1657,1264,1188,teamgamelogs,2013-14,Scoring
2013-14,1610612744,GSW,Golden State Warriors,0021301213,2014-04-14T00:00:00,GSW vs. MIN,W,48.0,0.634,0.366,0.523,0.062,0.346,0.115,0.131,0.246,0.462,0.676,0.324,0.533,0.467,0.633,0.367,1,1,1,1,159,2270,191,1954,2346,224,1422,1905,203,793,207,2244,2345,115,802,1657,teamgamelogs,2013-14,Scoring
2013-14,1610612763,MEM,Memphis Grizzlies,0021301212,2014-04-14T00:00:00,MEM @ PHX,W,48.0,0.805,0.195,0.701,0.186,0.186,0.103,0.113,0.134,0.515,0.412,0.588,1.0,0.0,0.5,0.5,1,1,1,1,159,454,2000,282,1062,1648,1625,2125,1704,340,2000,452,1,1657,1881,489,teamgamelogs,2013-14,Scoring
2013-14,1610612747,LAL,Los Angeles Lakers,0021301211,2014-04-14T00:00:00,LAL @ UTA,W,48.0,0.707,0.293,0.588,0.218,0.252,0.176,0.16,0.244,0.37,0.629,0.371,0.9,0.1,0.689,0.311,1,1,1,1,159,1690,765,1332,643,934,528,1476,213,1748,414,2042,915,1495,357,2101,teamgamelogs,2013-14,Scoring
2013-14,1610612750,MIN,Minnesota Timberwolves,0021301202,2014-04-13T00:00:00,MIN @ SAC,L,48.0,0.75,0.25,0.544,0.097,0.204,0.097,0.252,0.165,0.447,0.714,0.286,0.857,0.143,0.743,0.257,1,1231,1231,1231,159,1117,1308,1770,2127,1451,1718,234,1186,955,98,2356,1161,1170,138,2316,teamgamelogs,2013-14,Scoring
2013-14,1610612765,DET,Detroit Pistons,0021301198,2014-04-13T00:00:00,DET vs. TOR,L,48.0,0.762,0.238,0.561,0.093,0.14,0.131,0.299,0.121,0.467,0.667,0.333,1.0,0.0,0.714,0.286,1,1231,1231,1231,159,979,1472,1600,2151,2067,1162,53,1915,738,221,2199,1,1657,238,2214,teamgamelogs,2013-14,Scoring
2013-14,1610612761,TOR,Toronto Raptors,0021301198,2014-04-13T00:00:00,TOR @ DET,W,48.0,0.716,0.284,0.517,0.155,0.233,0.103,0.25,0.19,0.362,0.533,0.467,0.667,0.333,0.564,0.436,1,1,1,1,159,1580,876,2002,1442,1123,1619,244,776,1815,1098,1345,2048,269,1427,1009,teamgamelogs,2013-14,Scoring
2013-14,1610612758,SAC,Sacramento Kings,0021301202,2014-04-13T00:00:00,SAC vs. MIN,W,48.0,0.793,0.207,0.66,0.151,0.17,0.151,0.17,0.123,0.509,0.543,0.457,1.0,0.0,0.61,0.39,1,1,1,1,159,588,1867,556,1487,1796,866,1298,1893,381,1015,1431,1,1657,987,1459,teamgamelogs,2013-14,Scoring
2013-14,1610612753,ORL,Orlando Magic,0021301199,2014-04-13T00:00:00,ORL @ BKN,L,48.0,0.73,0.27,0.614,0.159,0.273,0.159,0.114,0.261,0.455,0.63,0.37,0.625,0.375,0.629,0.371,1,1231,1231,1231,159,1399,1056,1063,1385,711,747,2119,134,864,401,2048,2202,222,830,1620,teamgamelogs,2013-14,Scoring
2013-14,1610612763,MEM,Memphis Grizzlies,0021301203,2014-04-13T00:00:00,MEM @ LAL,W,48.0,0.83,0.17,0.667,0.196,0.235,0.088,0.098,0.176,0.471,0.676,0.324,0.75,0.25,0.69,0.31,1,1,1,1,159,239,2221,492,906,1093,1848,2277,987,702,207,2244,1730,553,345,2109,teamgamelogs,2013-14,Scoring
2013-14,1610612760,OKC,Oklahoma City Thunder,0021301200,2014-04-13T00:00:00,OKC @ IND,L,48.0,0.667,0.333,0.598,0.227,0.216,0.144,0.186,0.216,0.371,0.552,0.448,0.714,0.286,0.583,0.417,1,1231,1231,1231,159,2058,380,1224,552,1301,948,1033,455,1734,936,1499,1950,454,1246,1198,teamgamelogs,2013-14,Scoring
2013-14,1610612744,GSW,Golden State Warriors,0021301201,2014-04-13T00:00:00,GSW @ POR,L,53.0,0.593,0.407,0.462,0.137,0.436,0.128,0.103,0.197,0.325,0.333,0.667,0.765,0.235,0.5,0.5,1,1231,1231,1231,29,2405,56,2295,1685,31,1200,2233,693,2113,2306,127,1729,731,1881,489,teamgamelogs,2013-14,Scoring
2013-14,1610612741,CHI,Chicago Bulls,0021301197,2014-04-13T00:00:00,CHI @ NYK,L,48.0,0.703,0.297,0.517,0.202,0.202,0.022,0.281,0.067,0.315,0.739,0.261,1.0,0.0,0.793,0.207,1,1231,1231,1231,159,1742,718,2007,820,1470,2413,94,2373,2169,65,2395,1,1657,42,2419,teamgamelogs,2013-14,Scoring
2013-14,1610612752,NYK,New York Knicks,0021301197,2014-04-13T00:00:00,NYK vs. CHI,W,48.0,0.691,0.309,0.56,0.32,0.27,0.09,0.17,0.21,0.24,0.357,0.643,0.667,0.333,0.432,0.568,1,1,1,1,159,1860,595,1603,72,745,1823,1289,521,2423,2242,209,2048,269,2258,194,teamgamelogs,2013-14,Scoring
2013-14,1610612757,POR,Portland Trail Blazers,0021301201,2014-04-13T00:00:00,POR vs. GSW,W,53.0,0.721,0.279,0.555,0.286,0.252,0.017,0.193,0.101,0.269,0.545,0.455,0.8,0.2,0.605,0.395,1,1,1,1,29,1522,931,1659,167,934,2449,912,2155,2368,990,1447,1489,817,1052,1395,teamgamelogs,2013-14,Scoring
2013-14,1610612751,BKN,Brooklyn Nets,0021301199,2014-04-13T00:00:00,BKN vs. ORL,W,48.0,0.603,0.397,0.454,0.124,0.371,0.113,0.175,0.268,0.33,0.5,0.5,1.0,0.0,0.676,0.324,1,1,1,1,159,2381,79,2323,1854,130,1459,1203,108,2073,1313,1003,1,1657,419,2029,teamgamelogs,2013-14,Scoring
2013-14,1610612754,IND,Indiana Pacers,0021301200,2014-04-13T00:00:00,IND vs. OKC,W,48.0,0.722,0.278,0.569,0.176,0.265,0.098,0.167,0.078,0.392,0.552,0.448,0.778,0.222,0.605,0.395,1,1,1,1,159,1502,956,1531,1174,794,1711,1336,2318,1514,936,1499,1656,746,1030,1410,teamgamelogs,2013-14,Scoring
2013-14,1610612747,LAL,Los Angeles Lakers,0021301203,2014-04-13T00:00:00,LAL vs. MEM,L,48.0,0.663,0.338,0.533,0.156,0.367,0.344,0.1,0.189,0.378,0.75,0.25,1.0,0.0,0.829,0.171,1,1231,1231,1231,159,2101,350,1863,1418,146,3,2253,790,1677,47,2405,1,1657,16,2445,teamgamelogs,2013-14,Scoring
2013-14,1610612755,PHI,Philadelphia 76ers,0021301190,2014-04-12T00:00:00,PHI @ CHA,L,48.0,0.731,0.269,0.686,0.19,0.143,0.162,0.171,0.19,0.495,0.361,0.639,1.0,0.0,0.439,0.561,1,1231,1231,1231,159,1384,1074,395,988,2039,718,1270,768,462,2228,230,1,1657,2233,226,teamgamelogs,2013-14,Scoring
2013-14,1610612762,UTA,Utah Jazz,0021301196,2014-04-12T00:00:00,UTA @ DEN,L,48.0,0.835,0.165,0.681,0.128,0.064,0.17,0.255,0.17,0.553,0.563,0.438,1.0,0.0,0.588,0.412,1,1231,1231,1231,159,197,2256,421,1794,2425,602,209,1099,170,846,1595,1,1657,1195,1243,teamgamelogs,2013-14,Scoring
