season_year,team_id,team_abbreviation,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,endpoint,input_season,input_measure
2022-23,1610612745,HOU,Houston Rockets,0022200733,2023-01-26T00:00:00,HOU vs. CLE,L,48.0,0.724,0.276,0.716,0.084,0.158,0.158,0.126,0.063,0.632,0.618,0.382,0.6,0.4,0.615,0.385,1,741,741,741,99,87,1394,16,561,1443,346,1113,1421,23,229,1247,1384,81,645,825,teamgamelogs,2022-23,Scoring
2022-23,1610612766,CHA,Charlotte Hornets,0022200732,2023-01-26T00:00:00,CHA vs. CHI,W,48.0,0.619,0.381,0.577,0.054,0.189,0.207,0.234,0.171,0.523,0.594,0.406,0.714,0.286,0.615,0.385,1,1,1,1,99,715,761,355,937,1384,101,111,492,240,313,1153,1190,260,645,825,teamgamelogs,2022-23,Scoring
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200733,2023-01-26T00:00:00,CLE @ HOU,W,48.0,0.591,0.409,0.442,0.053,0.398,0.15,0.159,0.354,0.389,0.68,0.32,0.8,0.2,0.725,0.275,1,1,1,1,99,924,550,1184,955,288,415,761,1,1056,100,1376,890,520,133,1344,teamgamelogs,2022-23,Scoring
2022-23,1610612752,NYK,New York Knicks,0022200730,2023-01-26T00:00:00,NYK @ BOS,W,53.0,0.604,0.396,0.517,0.117,0.325,0.108,0.158,0.183,0.4,0.29,0.71,0.615,0.385,0.386,0.614,1,1,1,1,11,818,662,728,273,678,836,777,382,980,1440,41,1373,98,1461,20,teamgamelogs,2022-23,Scoring
2022-23,1610612742,DAL,Dallas Mavericks,0022200734,2023-01-26T00:00:00,DAL @ PHX,W,48.0,0.558,0.442,0.404,0.04,0.394,0.101,0.202,0.121,0.364,0.55,0.45,0.692,0.308,0.606,0.394,1,1,1,1,99,1138,342,1337,1097,311,906,304,1029,1198,512,965,1250,214,705,773,teamgamelogs,2022-23,Scoring
2022-23,1610612738,BOS,Boston Celtics,0022200730,2023-01-26T00:00:00,BOS vs. NYK,L,53.0,0.54,0.46,0.427,0.068,0.41,0.145,0.162,0.162,0.359,0.36,0.64,0.813,0.188,0.537,0.463,1,741,741,741,11,1233,247,1248,768,243,472,741,592,1226,1317,158,868,593,1091,382,teamgamelogs,2022-23,Scoring
2022-23,1610612759,SAS,San Antonio Spurs,0022200735,2023-01-26T00:00:00,SAS @ LAC,L,48.0,0.707,0.293,0.58,0.06,0.24,0.05,0.18,0.06,0.52,0.552,0.448,1.0,0.0,0.649,0.351,1,741,741,741,99,143,1335,341,860,1212,1359,534,1433,250,507,970,1,1238,452,1016,teamgamelogs,2022-23,Scoring
2022-23,1610612741,CHI,Chicago Bulls,0022200732,2023-01-26T00:00:00,CHI @ CHA,L,48.0,0.725,0.275,0.688,0.125,0.125,0.156,0.188,0.125,0.563,0.364,0.636,1.0,0.0,0.432,0.568,1,741,741,741,99,84,1397,33,208,1466,365,441,980,109,1310,167,1,1238,1419,58,teamgamelogs,2022-23,Scoring
2022-23,1610612756,PHX,Phoenix Suns,0022200734,2023-01-26T00:00:00,PHX vs. DAL,L,48.0,0.628,0.372,0.463,0.084,0.411,0.168,0.126,0.137,0.379,0.545,0.455,0.923,0.077,0.686,0.314,1,741,741,741,99,652,825,1073,561,240,271,1113,870,1112,529,938,341,1111,279,1199,teamgamelogs,2022-23,Scoring
2022-23,1610612746,LAC,LA Clippers,0022200735,2023-01-26T00:00:00,LAC vs. SAS,W,48.0,0.573,0.427,0.493,0.101,0.391,0.109,0.116,0.188,0.391,0.382,0.618,0.722,0.278,0.5,0.5,1,1,1,1,99,1041,435,878,390,322,833,1220,345,1044,1257,222,1180,293,1232,205,teamgamelogs,2022-23,Scoring
2022-23,1610612751,BKN,Brooklyn Nets,0022200731,2023-01-26T00:00:00,BKN vs. DET,L,48.0,0.596,0.404,0.492,0.082,0.32,0.09,0.189,0.09,0.41,0.467,0.533,0.769,0.231,0.558,0.442,1,741,741,741,99,876,599,885,588,710,1024,431,1286,934,928,546,1022,428,981,493,teamgamelogs,2022-23,Scoring
2022-23,1610612765,DET,Detroit Pistons,0022200731,2023-01-26T00:00:00,DET @ BKN,W,48.0,0.716,0.284,0.569,0.108,0.254,0.115,0.177,0.1,0.462,0.541,0.459,0.636,0.364,0.563,0.438,1,1,1,1,99,112,1369,396,329,1148,763,567,1217,582,558,919,1340,127,961,512,teamgamelogs,2022-23,Scoring
2022-23,1610612753,ORL,Orlando Magic,0022200720,2023-01-25T00:00:00,ORL vs. IND,W,48.0,0.659,0.341,0.492,0.048,0.357,0.087,0.151,0.206,0.444,0.677,0.323,0.867,0.133,0.739,0.261,1,1,1,1,99,401,1075,879,1052,500,1062,860,234,682,114,1365,635,829,109,1371,teamgamelogs,2022-23,Scoring
2022-23,1610612749,MIL,Milwaukee Bucks,0022200723,2023-01-25T00:00:00,MIL vs. DEN,W,48.0,0.615,0.385,0.449,0.056,0.364,0.15,0.187,0.196,0.393,0.292,0.708,0.692,0.308,0.432,0.568,1,1,1,1,99,735,741,1155,905,455,427,450,284,1037,1438,42,1250,214,1419,58,teamgamelogs,2022-23,Scoring
2022-23,1610612759,SAS,San Antonio Spurs,0022200729,2023-01-25T00:00:00,SAS @ LAL,L,48.0,0.679,0.321,0.615,0.058,0.231,0.24,0.154,0.163,0.558,0.469,0.531,0.875,0.125,0.55,0.45,1,741,741,741,99,275,1206,178,884,1248,39,824,580,129,920,554,591,847,1023,451,teamgamelogs,2022-23,Scoring
2022-23,1610612743,DEN,Denver Nuggets,0022200723,2023-01-25T00:00:00,DEN @ MIL,L,48.0,0.649,0.351,0.545,0.101,0.333,0.131,0.121,0.202,0.444,0.481,0.519,0.727,0.273,0.553,0.447,1,741,741,741,99,479,996,550,391,626,601,1165,254,682,852,614,1152,302,1007,462,teamgamelogs,2022-23,Scoring
2022-23,1610612754,IND,Indiana Pacers,0022200720,2023-01-25T00:00:00,IND @ ORL,L,48.0,0.588,0.412,0.433,0.05,0.375,0.142,0.192,0.233,0.383,0.462,0.538,0.867,0.133,0.61,0.39,1,741,741,741,99,947,529,1223,1012,392,509,405,108,1092,945,527,635,829,679,786,teamgamelogs,2022-23,Scoring
2022-23,1610612763,MEM,Memphis Grizzlies,0022200726,2023-01-25T00:00:00,MEM @ GSW,L,48.0,0.648,0.352,0.533,0.017,0.25,0.167,0.217,0.225,0.517,0.563,0.438,0.8,0.2,0.619,0.381,1,741,741,741,99,499,975,616,1395,1154,280,198,136,265,447,1022,890,520,623,848,teamgamelogs,2022-23,Scoring
2022-23,1610612755,PHI,Philadelphia 76ers,0022200721,2023-01-25T00:00:00,PHI vs. BKN,W,48.0,0.537,0.463,0.35,0.029,0.394,0.109,0.255,0.168,0.321,0.542,0.458,0.722,0.278,0.619,0.381,1,1,1,1,99,1241,237,1441,1303,310,819,57,541,1363,551,924,1180,293,623,848,teamgamelogs,2022-23,Scoring
2022-23,1610612747,LAL,Los Angeles Lakers,0022200729,2023-01-25T00:00:00,LAL vs. SAS,W,48.0,0.633,0.367,0.531,0.106,0.265,0.257,0.204,0.088,0.425,0.533,0.467,0.9,0.1,0.625,0.375,1,1,1,1,99,611,868,640,343,1078,20,297,1302,821,591,885,470,958,584,884,teamgamelogs,2022-23,Scoring
2022-23,1610612737,ATL,Atlanta Hawks,0022200725,2023-01-25T00:00:00,ATL @ OKC,W,48.0,0.655,0.345,0.569,0.102,0.241,0.073,0.19,0.088,0.467,0.436,0.564,0.818,0.182,0.52,0.48,1,1,1,1,99,434,1041,395,386,1211,1191,424,1313,546,1075,403,825,614,1181,298,teamgamelogs,2022-23,Scoring
2022-23,1610612764,WAS,Washington Wizards,0022200722,2023-01-25T00:00:00,WAS @ HOU,W,48.0,0.612,0.388,0.5,0.13,0.333,0.167,0.167,0.213,0.37,0.593,0.407,0.917,0.083,0.692,0.308,1,1,1,1,99,764,716,826,186,626,280,683,188,1165,329,1142,371,1065,248,1225,teamgamelogs,2022-23,Scoring
2022-23,1610612745,HOU,Houston Rockets,0022200722,2023-01-25T00:00:00,HOU vs. WAS,L,48.0,0.711,0.289,0.718,0.039,0.146,0.117,0.136,0.146,0.68,0.649,0.351,1.0,0.0,0.69,0.31,1,741,741,741,99,124,1357,15,1125,1453,751,1020,782,5,153,1327,1,1238,258,1217,teamgamelogs,2022-23,Scoring
2022-23,1610612757,POR,Portland Trail Blazers,0022200727,2023-01-25T00:00:00,POR vs. UTA,W,48.0,0.596,0.404,0.507,0.075,0.381,0.194,0.112,0.127,0.433,0.412,0.588,0.706,0.294,0.51,0.49,1,1,1,1,99,883,595,798,689,373,148,1252,968,760,1168,308,1222,249,1231,250,teamgamelogs,2022-23,Scoring
2022-23,1610612740,NOP,New Orleans Pelicans,0022200724,2023-01-25T00:00:00,NOP vs. MIN,L,48.0,0.553,0.447,0.49,0.098,0.353,0.039,0.157,0.059,0.392,0.56,0.44,0.917,0.083,0.676,0.324,1,741,741,741,99,1167,309,906,414,529,1408,790,1436,1040,461,1009,371,1065,314,1158,teamgamelogs,2022-23,Scoring
2022-23,1610612762,UTA,Utah Jazz,0022200727,2023-01-25T00:00:00,UTA @ POR,L,48.0,0.544,0.456,0.435,0.032,0.484,0.137,0.081,0.105,0.403,0.593,0.407,0.8,0.2,0.681,0.319,1,741,741,741,99,1209,271,1217,1264,55,556,1424,1192,972,329,1142,890,520,307,1173,teamgamelogs,2022-23,Scoring
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200724,2023-01-25T00:00:00,MIN @ NOP,W,48.0,0.646,0.354,0.523,0.072,0.297,0.162,0.18,0.162,0.45,0.483,0.517,0.818,0.182,0.575,0.425,1,1,1,1,99,510,967,697,716,869,315,528,596,651,842,630,825,614,882,591,teamgamelogs,2022-23,Scoring
2022-23,1610612758,SAC,Sacramento Kings,0022200728,2023-01-25T00:00:00,SAC vs. TOR,L,48.0,0.562,0.438,0.463,0.021,0.411,0.126,0.126,0.116,0.442,0.773,0.227,0.923,0.077,0.829,0.171,1,741,741,741,99,1117,364,1073,1318,240,642,1113,1099,709,14,1464,341,1111,8,1473,teamgamelogs,2022-23,Scoring
2022-23,1610612751,BKN,Brooklyn Nets,0022200721,2023-01-25T00:00:00,BKN @ PHI,L,48.0,0.658,0.342,0.526,0.15,0.316,0.143,0.158,0.15,0.376,0.571,0.429,0.643,0.357,0.592,0.408,1,741,741,741,99,410,1069,681,102,741,492,779,736,1133,401,1053,1333,142,789,690,teamgamelogs,2022-23,Scoring
2022-23,1610612744,GSW,Golden State Warriors,0022200726,2023-01-25T00:00:00,GSW vs. MEM,W,48.0,0.624,0.376,0.475,0.115,0.344,0.057,0.18,0.156,0.361,0.69,0.31,0.929,0.071,0.767,0.233,1,1,1,1,99,683,794,1005,281,580,1316,526,687,1217,87,1391,303,1141,61,1418,teamgamelogs,2022-23,Scoring
2022-23,1610612761,TOR,Toronto Raptors,0022200728,2023-01-25T00:00:00,TOR @ SAC,W,48.0,0.588,0.412,0.637,0.124,0.319,0.097,0.044,0.15,0.513,0.444,0.556,1.0,0.0,0.583,0.417,1,1,1,1,99,953,527,117,221,718,955,1472,734,283,1020,440,1,1238,837,635,teamgamelogs,2022-23,Scoring
2022-23,1610612760,OKC,Oklahoma City Thunder,0022200725,2023-01-25T00:00:00,OKC vs. ATL,L,48.0,0.667,0.333,0.576,0.03,0.341,0.152,0.083,0.182,0.545,0.421,0.579,1.0,0.0,0.585,0.415,1,741,741,741,99,331,1127,364,1292,600,403,1416,391,157,1143,333,1,1238,836,645,teamgamelogs,2022-23,Scoring
2022-23,1610612743,DEN,Denver Nuggets,0022200716,2023-01-24T00:00:00,DEN @ NOP,W,48.0,0.588,0.413,0.566,0.081,0.333,0.152,0.101,0.172,0.485,0.679,0.321,0.727,0.273,0.692,0.308,1,1,1,1,99,955,523,432,601,626,403,1322,488,444,106,1368,1152,302,248,1225,teamgamelogs,2022-23,Scoring
2022-23,1610612741,CHI,Chicago Bulls,0022200713,2023-01-24T00:00:00,CHI @ IND,L,48.0,0.727,0.273,0.691,0.236,0.136,0.127,0.173,0.082,0.455,0.395,0.605,0.8,0.2,0.442,0.558,1,741,741,741,99,77,1399,31,5,1459,633,605,1343,633,1215,264,890,520,1406,71,teamgamelogs,2022-23,Scoring
2022-23,1610612754,IND,Indiana Pacers,0022200713,2023-01-24T00:00:00,IND vs. CHI,W,48.0,0.626,0.374,0.552,0.069,0.259,0.164,0.19,0.207,0.483,0.5,0.5,0.8,0.2,0.571,0.429,1,1,1,1,99,667,813,512,758,1109,300,425,230,456,711,677,890,520,901,559,teamgamelogs,2022-23,Scoring
2022-23,1610612742,DAL,Dallas Mavericks,0022200717,2023-01-24T00:00:00,DAL vs. WAS,L,48.0,0.663,0.337,0.587,0.079,0.238,0.087,0.175,0.111,0.508,0.378,0.622,1.0,0.0,0.511,0.489,1,741,741,741,99,360,1115,310,618,1225,1062,584,1141,314,1271,206,1,1238,1224,254,teamgamelogs,2022-23,Scoring
2022-23,1610612747,LAL,Los Angeles Lakers,0022200719,2023-01-24T00:00:00,LAL vs. LAC,L,48.0,0.579,0.421,0.452,0.017,0.417,0.096,0.13,0.139,0.435,0.423,0.577,0.625,0.375,0.5,0.5,1,741,741,741,99,1002,478,1137,1378,217,978,1078,849,750,1132,339,1356,109,1232,205,teamgamelogs,2022-23,Scoring
2022-23,1610612738,BOS,Boston Celtics,0022200714,2023-01-24T00:00:00,BOS @ MIA,L,48.0,0.568,0.432,0.463,0.021,0.316,0.074,0.221,0.063,0.442,0.591,0.409,0.8,0.2,0.656,0.344,1,741,741,741,99,1084,396,1073,1318,741,1185,183,1421,709,340,1136,890,520,422,1059,teamgamelogs,2022-23,Scoring
2022-23,1610612739,CLE,Cleveland Cavaliers,0022200715,2023-01-24T00:00:00,CLE @ NYK,L,48.0,0.621,0.379,0.544,0.039,0.35,0.165,0.107,0.155,0.505,0.786,0.214,0.583,0.417,0.725,0.275,1,741,741,741,99,698,777,565,1125,555,293,1285,690,324,7,1473,1402,71,133,1344,teamgamelogs,2022-23,Scoring
2022-23,1610612764,WAS,Washington Wizards,0022200717,2023-01-24T00:00:00,WAS @ DAL,W,48.0,0.639,0.361,0.488,0.11,0.26,0.087,0.252,0.071,0.378,0.581,0.419,0.909,0.091,0.667,0.333,1,1,1,1,99,567,908,918,305,1106,1070,63,1393,1118,371,1103,421,1015,344,1099,teamgamelogs,2022-23,Scoring
2022-23,1610612748,MIA,Miami Heat,0022200714,2023-01-24T00:00:00,MIA vs. BOS,W,48.0,0.649,0.351,0.449,0.02,0.367,0.133,0.184,0.173,0.429,0.455,0.545,0.917,0.083,0.618,0.382,1,1,1,1,99,488,987,1152,1322,444,589,486,472,790,970,499,371,1065,635,839,teamgamelogs,2022-23,Scoring
2022-23,1610612740,NOP,New Orleans Pelicans,0022200716,2023-01-24T00:00:00,NOP vs. DEN,L,48.0,0.694,0.306,0.673,0.041,0.153,0.112,0.173,0.163,0.633,0.424,0.576,0.8,0.2,0.474,0.526,1,741,741,741,99,202,1279,52,1091,1447,789,600,585,22,1123,350,890,520,1338,140,teamgamelogs,2022-23,Scoring
2022-23,1610612756,PHX,Phoenix Suns,0022200718,2023-01-24T00:00:00,PHX vs. CHA,W,48.0,0.585,0.415,0.391,0.047,0.516,0.031,0.094,0.148,0.344,0.68,0.32,0.955,0.045,0.809,0.191,1,1,1,1,99,972,506,1368,1058,32,1443,1367,752,1283,100,1376,245,1235,17,1464,teamgamelogs,2022-23,Scoring
2022-23,1610612766,CHA,Charlotte Hornets,0022200718,2023-01-24T00:00:00,CHA @ PHX,L,48.0,0.74,0.26,0.68,0.082,0.186,0.093,0.134,0.144,0.598,0.394,0.606,1.0,0.0,0.487,0.513,1,741,741,741,99,54,1427,43,584,1398,1003,1044,790,46,1218,257,1,1238,1298,176,teamgamelogs,2022-23,Scoring
2022-23,1610612752,NYK,New York Knicks,0022200715,2023-01-24T00:00:00,NYK vs. CLE,W,48.0,0.56,0.44,0.381,0.019,0.486,0.067,0.133,0.181,0.362,0.5,0.5,0.882,0.118,0.676,0.324,1,1,1,1,99,1128,352,1383,1338,53,1241,1047,404,1212,711,677,576,891,314,1158,teamgamelogs,2022-23,Scoring
2022-23,1610612746,LAC,LA Clippers,0022200719,2023-01-24T00:00:00,LAC @ LAL,W,48.0,0.548,0.452,0.481,0.105,0.429,0.083,0.09,0.098,0.376,0.344,0.656,0.737,0.263,0.49,0.51,1,1,1,1,99,1189,290,968,350,175,1105,1385,1237,1133,1356,123,1135,344,1277,203,teamgamelogs,2022-23,Scoring
2022-23,1610612737,ATL,Atlanta Hawks,0022200708,2023-01-23T00:00:00,ATL @ CHI,L,48.0,0.612,0.388,0.58,0.12,0.3,0.09,0.12,0.08,0.46,0.517,0.483,0.9,0.1,0.615,0.385,1,741,741,741,99,766,710,341,245,846,1032,1180,1356,601,656,807,470,958,645,825,teamgamelogs,2022-23,Scoring
2022-23,1610612763,MEM,Memphis Grizzlies,0022200712,2023-01-23T00:00:00,MEM @ SAC,L,48.0,0.633,0.367,0.56,0.0,0.36,0.12,0.08,0.23,0.56,0.571,0.429,1.0,0.0,0.7,0.3,1,741,741,741,99,616,862,461,1433,484,714,1427,118,121,401,1053,1,1238,210,1258,teamgamelogs,2022-23,Scoring
2022-23,1610612757,POR,Portland Trail Blazers,0022200711,2023-01-23T00:00:00,POR vs. SAS,W,48.0,0.641,0.359,0.476,0.054,0.408,0.163,0.116,0.163,0.422,0.629,0.371,0.6,0.4,0.618,0.382,1,1,1,1,99,549,928,1002,936,256,308,1223,585,854,205,1274,1384,81,634,847,teamgamelogs,2022-23,Scoring
2022-23,1610612766,CHA,Charlotte Hornets,0022200710,2023-01-23T00:00:00,CHA @ UTA,L,48.0,0.812,0.188,0.706,0.059,0.059,0.216,0.235,0.196,0.647,0.556,0.444,1.0,0.0,0.579,0.421,1,741,741,741,99,1,1480,21,875,1480,82,106,287,14,485,979,1,1238,858,612,teamgamelogs,2022-23,Scoring
2022-23,1610612762,UTA,Utah Jazz,0022200710,2023-01-23T00:00:00,UTA vs. CHA,W,48.0,0.535,0.465,0.417,0.033,0.4,0.125,0.183,0.2,0.383,0.6,0.4,0.625,0.375,0.61,0.39,1,1,1,1,99,1247,228,1280,1241,279,656,494,261,1092,284,1172,1356,109,679,786,teamgamelogs,2022-23,Scoring
2022-23,1610612745,HOU,Houston Rockets,0022200709,2023-01-23T00:00:00,HOU vs. MIN,W,48.0,0.659,0.341,0.555,0.084,0.277,0.076,0.168,0.151,0.471,0.485,0.515,0.727,0.273,0.545,0.455,1,1,1,1,99,394,1083,491,567,1015,1173,679,723,528,824,649,1152,302,1045,423,teamgamelogs,2022-23,Scoring
2022-23,1610612759,SAS,San Antonio Spurs,0022200711,2023-01-23T00:00:00,SAS @ POR,L,48.0,0.7,0.3,0.535,0.11,0.307,0.047,0.157,0.118,0.425,0.5,0.5,1.0,0.0,0.638,0.362,1,741,741,741,99,175,1301,608,305,808,1372,783,1071,818,711,677,1,1238,515,961,teamgamelogs,2022-23,Scoring
2022-23,1610612750,MIN,Minnesota Timberwolves,0022200709,2023-01-23T00:00:00,MIN @ HOU,L,48.0,0.538,0.462,0.439,0.053,0.421,0.149,0.14,0.167,0.386,0.4,0.6,0.563,0.438,0.463,0.537,1,741,741,741,99,1235,242,1202,972,208,432,971,542,1078,1199,269,1419,60,1361,116,teamgamelogs,2022-23,Scoring
2022-23,1610612753,ORL,Orlando Magic,0022200707,2023-01-23T00:00:00,ORL vs. BOS,W,48.0,0.679,0.321,0.566,0.088,0.292,0.212,0.142,0.168,0.478,0.406,0.594,0.818,0.182,0.512,0.488,1,1,1,1,99,282,1196,419,508,905,90,958,529,483,1188,286,825,614,1216,262,teamgamelogs,2022-23,Scoring
2022-23,1610612741,CHI,Chicago Bulls,0022200708,2023-01-23T00:00:00,CHI vs. ATL,W,48.0,0.642,0.358,0.595,0.144,0.297,0.144,0.108,0.225,0.45,0.545,0.455,0.909,0.091,0.636,0.364,1,1,1,1,99,538,936,272,125,869,480,1276,134,651,529,938,421,1015,521,948,teamgamelogs,2022-23,Scoring
2022-23,1610612749,MIL,Milwaukee Bucks,0022200706,2023-01-23T00:00:00,MIL @ DET,W,48.0,0.469,0.531,0.427,0.04,0.46,0.08,0.113,0.173,0.387,0.594,0.406,0.826,0.174,0.691,0.309,1,1,1,1,99,1420,61,1252,1103,94,1133,1239,475,1071,313,1153,807,672,257,1224,teamgamelogs,2022-23,Scoring
2022-23,1610612765,DET,Detroit Pistons,0022200706,2023-01-23T00:00:00,DET vs. MIL,L,48.0,0.632,0.368,0.462,0.092,0.3,0.162,0.238,0.146,0.369,0.533,0.467,0.769,0.231,0.605,0.395,1,741,741,741,99,620,855,1089,469,846,320,95,779,1170,591,885,1022,428,715,760,teamgamelogs,2022-23,Scoring
2022-23,1610612738,BOS,Boston Celtics,0022200707,2023-01-23T00:00:00,BOS @ ORL,L,48.0,0.446,0.554,0.367,0.041,0.551,0.061,0.082,0.112,0.327,0.5,0.5,0.833,0.167,0.667,0.333,1,741,741,741,99,1453,28,1408,1091,16,1283,1423,1132,1347,711,677,739,675,344,1099,teamgamelogs,2022-23,Scoring
2022-23,1610612758,SAC,Sacramento Kings,0022200712,2023-01-23T00:00:00,SAC vs. MEM,W,48.0,0.545,0.455,0.406,0.075,0.496,0.226,0.098,0.226,0.331,0.667,0.333,0.864,0.136,0.755,0.245,1,1,1,1,99,1202,273,1335,679,43,60,1354,131,1328,119,1343,653,827,78,1403,teamgamelogs,2022-23,Scoring
2022-23,1610612757,POR,Portland Trail Blazers,0022200705,2023-01-22T00:00:00,POR vs. LAL,L,48.0,0.465,0.535,0.357,0.018,0.455,0.152,0.188,0.17,0.339,0.5,0.5,0.824,0.176,0.649,0.351,1,741,741,741,99,1429,50,1430,1369,104,397,441,508,1299,711,677,810,657,452,1016,teamgamelogs,2022-23,Scoring
2022-23,1610612748,MIA,Miami Heat,0022200699,2023-01-22T00:00:00,MIA vs. NOP,W,48.0,0.575,0.425,0.54,0.04,0.24,0.21,0.22,0.28,0.5,0.37,0.63,0.875,0.125,0.486,0.514,1,1,1,1,99,1026,449,581,1103,1212,96,184,19,341,1293,180,591,847,1309,168,teamgamelogs,2022-23,Scoring
2022-23,1610612752,NYK,New York Knicks,0022200700,2023-01-22T00:00:00,NYK @ TOR,L,48.0,0.5,0.5,0.379,0.017,0.466,0.164,0.155,0.069,0.362,0.591,0.409,0.944,0.056,0.75,0.25,1,741,741,741,99,1349,114,1388,1382,81,300,805,1398,1206,340,1136,252,1222,79,1387,teamgamelogs,2022-23,Scoring
